"","Chennai Super Kings","Delhi Capitals","Kings XI Punjab","Kolkata Knight Riders","Mumbai Indians","Rajasthan Royals","Royal Challengers Bangalore"
"258",304,146,190,382,154,237,363
"259",295,173,197,352,164,232,375
"260",309,146,206,370,184,228,376
"261",286,132,193,377,186,236,348
"262",312,154,200,377,191,227,380
"263",276,152,210,356,197,232,351
"264",307,168,207,353,196,263,379
"265",291,164,206,365,183,288,377
"266",314,144,235,373,198,324,383
"267",283,161,191,341,165,242,368
"268",334,170,222,348,203,242,385
"269",303,152,190,338,190,249,361
"270",309,162,195,343,176,235,370
"271",314,168,215,353,199,277,379
"272",270,165,184,356,167,240,373
"273",318,150,217,341,207,211,357
"274",293,173,195,345,175,239,376
"275",289,153,201,369,191,233,367
"276",327,159,192,371,167,238,388
"277",281,171,190,343,169,225,369
"278",295,168,219,350,214,245,386
"279",280,162,221,361,176,244,361
"280",288,153,196,366,195,317,373
"281",296,159,198,352,174,225,368
"282",269,131,180,364,170,224,368
"283",284,172,212,357,190,240,388
"284",306,174,201,361,197,236,388
"285",301,154,201,338,190,232,372
"286",273,155,209,337,182,241,379
"287",299,169,215,352,189,256,369
"288",312,134,194,363,167,221,369
"289",282,137,191,348,195,2225,364
"290",316,178,222,342,208,247,375
"291",280,170,220,346,215,241,377
"292",287,131,181,351,185,212,359
"293",294,174,212,356,181,255,366
"294",288,143,211,366,203,597,364
"295",289,153,213,356,186,239,378
"296",290,161,196,337,176,232,368
"297",296,153,319,367,203,257,374
"298",281,152,189,335,162,210,532
"299",272,161,190,347,166,221,385
"300",273,159,197,325,175,227,353
"301",304,165,199,339,166,235,368
"302",297,165,213,345,197,243,392
"303",273,148,200,347,213,210,378
"304",268,165,198,359,197,228,385
"305",278,141,212,354,427,232,368
"306",258,154,197,342,167,217,363
"307",284,152,199,345,162,237,369
"308",256,156,177,335,161,235,357
"309",284,167,188,350,179,236,371
"310",272,143,196,376,175,211,372
"311",296,156,215,353,179,232,383
"312",293,157,209,342,183,246,377
"313",314,151,205,354,197,250,364
"314",1150,168,218,352,207,255,375
"315",283,168,217,381,182,229,681
"316",297,156,200,372,183,228,375
"317",271,154,209,368,195,230,389
"318",276,166,195,351,164,237,365
"319",295,153,201,361,200,229,392
"320",329,164,230,351,213,252,399
"321",287,163,193,356,196,233,379
"322",264,541,174,348,155,209,355
"323",276,149,212,364,179,230,372
"324",314,173,218,342,204,235,400
"325",274,139,185,364,362,224,376
"326",269,143,188,350,196,220,557
"327",294,150,217,322,177,225,389
"328",288,145,208,336,184,222,380
"329",286,142,207,346,199,228,367
"330",302,150,197,356,191,238,380
"331",291,156,184,344,175,218,381
"332",306,156,194,364,163,245,366
"333",283,155,180,350,178,232,366
"334",320,155,198,367,196,239,390
"335",305,162,198,352,187,241,942
"336",286,153,192,337,154,221,496
"337",381,475,200,371,200,255,348
"338",337,158,226,376,204,238,473
"339",290,163,196,368,184,244,391
"340",265,153,182,341,169,232,361
"341",269,155,196,333,174,235,354
"342",290,168,193,326,164,256,372
"343",275,163,196,358,171,228,364
"344",301,150,191,369,169,242,369
"345",298,644,211,376,177,251,363
"346",311,172,221,352,191,240,375
"347",312,154,197,369,200,247,386
"348",298,165,199,352,197,250,380
"349",324,158,213,362,205,238,379
"350",312,200,206,360,174,224,367
"351",263,155,182,335,185,216,353
"352",280,162,195,365,148,244,369
"353",286,158,196,370,176,221,374
"354",280,136,193,331,168,241,349
"355",272,146,203,345,188,239,375
"356",323,712,215,365,195,240,372
"357",264,156,202,329,179,231,373
"358",263,144,212,361,190,214,382
"359",270,153,199,333,151,214,372
"360",310,141,222,353,189,226,357
"361",301,133,193,370,185,223,384
"362",293,147,199,356,198,230,362
"363",286,160,196,372,199,224,366
"364",396,165,210,358,195,259,385
"365",320,165,190,346,190,249,374
"366",282,141,219,357,181,238,372
"367",360,168,211,362,179,234,376
"368",298,141,188,370,191,237,361
"369",282,155,196,346,180,233,365
"370",298,136,204,347,174,229,372
"371",301,159,195,339,179,233,386
"372",292,152,184,352,287,227,361
"373",274,139,195,347,196,209,389
"374",304,147,223,335,190,232,363
"375",266,156,197,326,176,238,351
"376",302,158,194,334,164,229,364
"377",295,155,196,365,188,234,378
"378",309,178,209,346,184,235,368
"379",292,153,208,366,193,219,377
"380",334,156,195,375,205,237,390
"381",288,161,210,349,191,232,376
"382",333,168,210,365,202,253,360
"383",273,141,177,346,167,214,379
"384",302,143,189,351,187,222,375
"385",267,160,194,327,189,236,377
"386",291,132,181,354,174,445,364
"387",311,172,211,354,196,252,382
"388",371,150,208,355,196,255,363
"389",294,143,203,362,170,216,571
"390",288,138,212,360,174,338,375
"391",302,156,202,364,186,234,373
"392",313,167,213,359,190,281,372
"393",291,135,183,349,276,263,368
"394",283,166,187,360,164,248,374
"395",293,163,208,343,196,232,379
"396",272,154,201,335,172,222,363
"397",282,169,216,347,193,271,365
"398",301,170,223,358,203,254,389
"399",291,154,200,332,183,245,366
"400",345,216,222,357,189,241,397
"401",284,161,199,358,165,240,363
"402",318,160,197,376,211,245,381
"403",323,148,192,338,177,234,360
"404",255,154,183,345,160,203,360
"405",282,136,176,348,170,217,372
"406",309,170,201,344,187,228,360
"407",271,157,188,370,171,216,348
"408",272,286,196,345,215,243,362
"409",306,146,210,372,216,202,366
"410",287,227,220,368,194,222,372
"411",248,135,183,351,183,222,376
"412",281,154,202,339,197,257,363
"413",298,144,194,356,167,245,359
"414",336,162,210,359,196,235,376
"415",255,142,187,344,163,238,364
"416",329,168,212,356,193,245,393
"417",282,158,198,371,218,241,383
"418",312,138,186,370,191,231,366
"419",274,159,203,373,189,227,383
"420",470,168,209,340,198,247,384
"421",265,137,178,355,178,235,361
"422",277,167,195,350,169,232,358
"423",288,135,184,352,199,201,369
"424",272,153,184,354,290,239,357
"425",308,153,196,385,180,233,387
"426",290,147,199,361,180,264,379
"427",261,140,188,354,175,231,361
"428",293,146,184,361,182,219,360
"429",500,169,185,336,167,237,376
"430",298,172,213,368,201,241,360
"431",297,174,208,355,186,250,351
"432",310,160,193,378,189,241,378
"433",279,144,205,343,195,247,372
"434",284,152,192,329,185,222,360
"435",285,165,199,342,153,229,366
"436",287,180,200,322,165,236,382
"437",321,140,192,362,192,226,363
"438",307,150,216,355,191,226,370
"439",278,156,203,340,174,231,358
"440",312,157,201,362,198,227,390
"441",320,153,196,394,199,238,371
"442",264,152,190,331,187,240,375
"443",295,167,199,337,172,244,371
"444",273,277,197,358,170,224,359
"445",305,166,220,370,207,251,364
"446",287,141,221,327,197,213,368
"447",265,147,187,332,181,237,362
"448",299,171,218,358,187,246,379
"449",292,169,189,356,158,236,378
"450",299,200,195,349,174,250,361
"451",279,140,173,356,195,209,372
"452",300,146,206,363,191,235,390
"453",278,162,198,349,158,261,365
"454",288,149,220,358,197,219,368
"455",276,161,193,347,176,249,372
"456",280,171,223,344,200,237,662
"457",256,149,221,358,202,249,365
"458",294,163,187,355,164,247,369
"459",290,162,190,388,178,257,376
"460",286,163,195,342,159,230,372
"461",328,170,200,335,158,242,383
"462",295,202,206,349,178,238,377
"463",289,159,193,352,221,238,384
"464",265,138,198,376,475,243,376
"465",304,148,199,365,186,253,371
"466",247,143,204,368,205,241,373
"467",273,167,215,355,194,255,373
"468",278,149,188,318,162,231,351
"469",330,134,208,362,1527,220,363
"470",303,202,195,343,184,248,395
"471",275,140,197,362,167,213,375
"472",272,135,188,348,161,239,365
"473",302,136,194,367,197,227,369
"474",273,220,199,335,171,253,370
"475",295,142,191,358,191,222,361
"476",289,153,195,351,162,234,370
"477",256,145,188,342,170,237,366
"478",300,144,210,365,278,218,375
"479",292,136,198,355,176,233,368
"480",327,168,227,362,198,239,395
"481",296,147,197,335,166,220,380
"482",301,141,184,332,170,220,543
"483",289,133,180,377,201,225,362
"484",301,158,195,364,215,233,380
"485",292,158,204,349,201,241,373
"486",274,164,202,347,172,258,356
"487",288,136,196,342,210,241,370
"488",288,172,204,349,192,238,369
"489",295,174,196,341,169,232,362
"490",291,156,195,356,179,243,400
"491",309,159,195,337,172,238,374
"492",338,148,198,347,200,229,392
"493",300,142,184,351,180,209,347
"494",320,154,206,334,201,228,361
"495",305,149,178,370,177,221,384
"496",255,142,190,362,168,229,373
"497",299,170,224,350,199,247,365
"498",282,148,293,351,187,231,380
"499",297,160,197,327,172,238,364
"500",261,245,179,349,167,213,344
"501",285,184,219,357,207,243,374
"502",284,160,203,344,184,240,374
"503",278,162,212,358,197,253,371
"504",292,164,211,349,198,237,378
"505",263,148,196,330,189,217,347
"506",294,140,213,339,202,243,664
"507",262,153,209,327,176,234,356
"508",259,173,223,338,179,227,385
"509",301,168,187,357,533,251,380
"510",260,144,179,353,173,205,356
"511",276,161,198,360,178,232,383
"512",352,161,205,345,198,233,373
"513",290,147,198,389,175,214,375
"514",276,141,184,337,176,206,349
"515",271,158,201,347,175,241,361
"516",278,165,197,373,177,234,381
"517",283,154,198,381,184,255,389
"518",291,146,181,349,167,244,359
"519",332,169,213,352,211,268,385
"520",299,155,206,353,210,226,364
"521",297,147,191,343,188,229,359
"522",317,152,211,347,199,241,365
"523",305,145,202,350,191,228,376
"524",297,167,208,342,436,253,366
"525",268,168,189,336,166,242,367
"526",299,152,212,363,263,241,379
"527",286,162,190,360,166,249,371
"528",271,2497,205,362,160,235,379
"529",289,166,200,336,165,227,377
"530",275,146,187,361,182,213,361
"531",311,144,214,373,193,233,373
"532",311,170,218,358,216,246,391
"533",317,151,209,364,678,222,375
"534",285,137,180,350,178,214,372
"535",304,172,218,348,187,237,385
"536",309,174,230,358,175,296,366
"537",272,140,206,347,191,242,370
"538",297,157,200,377,183,233,364
"539",272,158,205,353,177,229,350
"540",279,155,200,344,174,235,357
"541",286,205,205,346,173,274,776
"542",272,143,234,334,171,225,441
"543",276,154,239,338,184,239,379
"544",258,154,207,330,177,232,365
"545",286,147,204,365,176,243,363
"546",314,168,214,352,175,238,367
"547",280,137,189,359,286,205,364
"548",312,145,210,393,189,236,376
"549",303,154,196,330,183,256,369
"550",260,140,184,365,168,218,357
"551",288,138,193,353,175,229,374
"552",322,163,195,353,186,242,390
"553",274,147,213,356,196,237,355
"554",363,174,216,362,204,239,707
"555",279,154,191,376,191,245,373
"556",283,168,185,334,181,250,388
"557",331,160,190,343,195,227,378
"558",323,162,229,364,208,271,392
"559",286,140,184,328,182,239,354
"560",271,138,174,367,188,204,385
"561",283,160,193,345,170,225,372
"562",316,164,200,345,174,240,383
"563",339,161,211,346,213,238,385
"564",298,150,208,369,223,1007,382
"565",287,189,216,353,213,235,379
"566",307,158,202,363,181,221,384
"567",280,144,185,344,184,233,368
"568",304,584,194,351,181,219,380
"569",322,159,200,354,176,239,365
"570",281,147,198,343,198,233,383
"571",325,165,217,348,194,243,387
"572",263,147,205,351,191,228,378
"573",279,158,212,374,182,688,384
"574",279,152,215,369,171,269,361
"575",303,146,192,362,188,229,368
"576",332,155,201,349,170,265,364
"577",311,168,210,363,180,261,367
"578",300,173,206,362,201,260,382
"579",298,168,226,338,186,243,380
"580",275,140,188,375,265,229,364
"581",248,155,208,351,170,249,360
"582",282,147,200,360,426,230,355
"583",302,129,178,331,182,232,358
"584",281,155,206,365,190,221,358
"585",308,158,191,346,171,234,379
"586",318,174,220,357,181,236,373
"587",284,160,211,329,201,237,389
"588",275,140,191,340,159,219,366
"589",321,169,204,351,336,260,369
"590",293,142,185,352,184,232,374
"591",299,164,195,332,177,258,372
"592",319,154,195,344,171,226,362
"593",300,163,192,329,163,230,361
"594",431,175,454,338,169,240,356
"595",317,162,209,333,191,254,387
"596",277,158,205,341,183,223,369
"597",305,699,220,343,203,226,377
"598",290,166,200,346,193,244,369
"599",323,162,204,350,162,208,371
"600",297,140,215,362,187,227,378
"601",283,137,190,358,159,231,366
"602",256,137,186,338,153,217,358
"603",321,169,221,363,205,242,380
"604",281,162,195,351,192,219,388
"605",280,147,198,366,200,254,388
"606",285,144,189,359,174,219,347
"607",288,178,188,370,166,224,366
"608",288,162,200,326,181,235,384
"609",327,156,207,359,207,236,384
"610",288,155,197,312,166,262,369
"611",280,160,198,358,231,243,357
"612",397,172,206,362,167,239,379
"613",309,170,205,347,185,227,364
"614",291,149,215,342,213,231,374
"615",295,167,204,355,182,230,392
"616",275,134,186,344,171,224,578
"617",291,149,199,321,155,223,363
"618",316,150,208,340,223,231,376
"619",318,161,205,338,161,239,383
"620",300,165,197,356,194,257,380
"621",280,142,176,330,160,218,372
"622",285,160,198,370,181,232,384
"623",297,158,200,338,168,215,360
"624",333,148,212,360,192,238,396
"625",280,164,193,348,190,244,364
"626",288,141,189,360,278,233,367
"627",258,158,188,384,195,224,372
"628",278,170,194,342,158,321,348
"629",340,173,202,347,175,250,385
"630",302,170,218,358,181,230,389
"631",283,153,196,334,163,240,365
"632",300,158,195,337,185,274,360
"633",248,152,200,336,233,402,379
"634",296,152,212,349,204,250,353
"635",282,138,189,311,166,221,366
"636",284,142,190,373,174,228,370
"637",293,175,250,332,186,259,383
"638",282,150,202,339,199,242,363
"639",639,150,221,364,676,243,369
"640",295,163,202,336,184,251,372
"641",309,154,213,388,205,232,388
"642",274,157,200,344,230,944,374
"643",270,271,193,349,184,223,357
"644",277,164,200,348,158,241,373
"645",311,150,187,345,174,220,363
"646",259,151,186,323,179,219,366
"647",288,152,196,359,187,229,363
"648",308,169,219,339,205,252,373
"649",276,143,195,347,190,208,347
"650",309,174,225,362,201,256,380
"651",320,157,189,351,180,219,378
"652",281,161,213,364,197,255,374
"653",292,169,214,350,203,245,371
"654",302,158,196,342,165,240,360
"655",308,169,205,344,157,256,369
"656",283,166,204,348,167,239,378
"657",293,140,226,361,205,229,366
"658",298,165,210,373,171,242,381
"659",296,167,219,337,205,244,386
"660",268,141,204,332,194,222,364
"661",278,150,210,338,171,233,369
"662",263,150,202,344,195,248,358
"663",301,165,227,356,642,253,379
"664",279,149,209,353,210,228,385
"665",278,173,216,349,195,220,386
"666",278,158,203,349,187,221,371
"667",253,161,190,337,158,267,371
"668",289,169,207,358,192,251,374
"669",325,144,187,348,190,232,357
"670",310,160,189,353,173,249,380
"671",314,157,197,341,185,228,370
"672",270,152,189,321,182,242,393
"673",343,163,232,357,190,245,396
"674",296,143,185,346,163,246,361
"675",326,556,199,344,168,232,380
"676",291,171,189,341,161,245,373
"677",276,418,213,364,194,248,354
"678",318,142,198,362,186,236,388
"679",296,174,213,364,209,273,370
"680",292,167,194,361,172,242,371
"681",287,158,203,371,179,237,382
"682",289,144,195,353,177,240,361
"683",294,169,190,318,165,220,343
"684",281,151,182,338,202,216,360
"685",280,180,211,340,176,228,375
"686",273,169,197,348,163,470,374
"687",288,142,224,372,206,229,377
"688",316,151,201,366,201,252,376
"689",298,161,190,353,217,218,372
"690",281,201,211,339,184,236,384
"691",305,141,186,355,168,212,361
"692",262,150,178,360,171,215,371
"693",290,145,211,373,196,220,379
"694",282,166,192,358,166,242,372
"695",288,169,187,346,176,225,362
"696",329,156,200,387,186,254,373
"697",262,162,202,352,166,247,362
"698",273,148,196,337,159,245,374
"699",310,151,204,343,161,236,369
"700",320,137,181,374,200,224,374
"701",307,165,192,345,167,251,386
"702",303,163,192,341,225,247,365
"703",284,172,208,339,162,248,369
"704",308,169,220,360,335,254,367
"705",279,159,206,354,168,236,375
"706",276,154,208,344,170,271,378
"707",270,151,197,341,170,246,376
"708",279,164,198,374,192,232,371
"709",283,151,198,362,205,218,376
"710",283,143,195,364,182,224,371
"711",320,165,206,344,172,238,367
"712",315,170,212,358,182,257,368
"713",277,153,194,331,151,231,355
"714",317,163,215,374,200,248,376
"715",329,137,199,354,184,225,373
"716",298,156,202,353,190,237,374
"717",257,154,201,330,173,235,377
"718",301,157,199,355,177,237,366
"719",330,166,198,373,197,219,387
"720",290,150,206,349,203,231,364
"721",322,154,210,394,196,239,376
"722",347,170,195,361,190,265,379
"723",265,138,189,330,190,220,381
"724",282,151,207,344,184,213,363
"725",290,158,204,354,201,251,371
"726",294,167,197,360,165,222,384
"727",277,148,195,336,164,235,368
"728",344,158,196,358,195,228,373
"729",291,166,198,361,195,242,378
"730",608,172,211,354,197,259,389
"731",295,164,189,353,170,236,361
"732",255,134,196,360,181,221,354
"733",282,144,187,360,176,245,374
"734",271,139,213,366,181,230,378
"735",289,161,201,347,204,245,374
"736",297,172,194,362,178,237,372
"737",325,163,199,353,189,252,387
"738",304,166,215,347,194,242,393
"739",294,158,194,332,180,236,365
"740",293,173,236,333,175,211,476
"741",325,163,204,355,187,263,381
"742",406,157,203,327,202,263,368
"743",296,139,203,355,192,240,365
"744",382,145,204,398,204,206,418
"745",280,140,206,344,1054,246,354
"746",285,162,205,358,184,239,369
"747",309,167,272,357,194,239,379
"748",311,154,203,325,188,234,357
"749",291,154,197,329,202,236,357
"750",297,280,198,372,207,305,375
"751",311,156,205,361,196,222,382
"752",295,163,200,318,167,239,373
"753",552,149,198,330,196,218,364
"754",296,161,218,337,200,247,1668
"755",338,160,188,356,164,254,370
"756",298,147,207,358,185,239,373
"757",275,163,193,354,174,225,379
"758",284,157,194,347,160,249,360
"759",277,165,186,336,151,227,378
"760",304,156,202,371,177,240,391
"761",278,155,192,341,169,233,449
"762",282,147,214,317,162,227,362
"763",254,151,190,338,188,242,369
"764",291,167,210,344,191,265,388
"765",275,143,198,350,158,222,370
"766",313,165,186,378,201,293,385
"767",318,179,202,342,183,237,372
"768",299,171,212,348,185,250,383
"769",313,157,193,355,170,241,389
"770",272,137,204,360,186,231,371
"771",275,166,197,342,170,242,382
"772",1152,152,193,355,183,232,404
"773",281,150,191,337,197,265,360
"774",270,146,205,356,211,230,361
"775",284,149,188,320,176,226,377
"776",298,161,195,364,177,232,372
"777",247,142,182,337,184,216,365
"778",298,142,199,360,200,245,377
"779",336,158,189,366,161,227,385
"780",284,147,209,353,180,231,849
"781",403,163,222,345,193,264,369
"782",260,156,195,348,181,243,373
"783",283,146,185,355,188,215,360
"784",286,154,206,351,187,220,383
"785",286,161,212,356,162,236,376
"786",269,146,204,336,203,239,366
"787",918,145,190,361,213,235,368
"788",297,154,201,370,195,257,371
"789",323,137,184,366,180,228,370
"790",328,172,220,349,244,459,377
"791",263,135,187,356,160,221,366
"792",310,150,216,334,183,228,359
"793",307,172,192,353,166,369,388
"794",308,143,209,361,176,238,373
"795",306,154,207,361,180,240,370
"796",300,151,201,327,173,242,368
"797",326,145,213,361,189,227,389
"798",321,162,214,336,198,252,396
"799",924,142,186,355,183,215,354
"800",281,135,189,352,413,211,360
"801",289,155,198,382,186,239,385
"802",282,162,193,343,183,226,354
"803",289,146,187,347,166,220,348
"804",332,148,214,347,199,231,371
"805",335,170,203,346,185,243,379
"806",288,160,210,336,193,258,386
"807",349,160,213,351,186,229,373
"808",272,159,204,344,182,227,365
"809",301,165,208,339,196,251,384
"810",269,149,181,349,166,199,355
"811",310,163,211,353,250,249,380
"812",332,172,208,358,209,258,392
"813",272,159,198,364,183,246,382
