"","Chennai Super Kings","Delhi Capitals","Kings XI Punjab","Kolkata Knight Riders","Mumbai Indians","Rajasthan Royals","Royal Challengers Bangalore"
"161",287,170,187,360,181,238,631
"162",261,145,176,347,151,240,376
"163",271,141,218,349,194,243,366
"164",287,173,220,353,207,242,399
"165",265,169,197,348,175,212,371
"166",269,171,202,349,181,245,370
"167",298,155,195,342,183,226,364
"168",272,151,192,327,171,228,372
"169",257,160,214,346,191,208,361
"170",281,143,210,365,198,217,364
"171",264,142,202,346,173,235,352
"172",289,156,195,346,205,237,379
"173",274,133,198,347,182,250,377
"174",301,151,200,336,362,222,355
"175",305,158,196,350,167,227,358
"176",269,136,181,358,174,228,366
"177",265,141,198,349,171,229,358
"178",340,174,195,350,160,245,387
"179",304,143,209,372,187,231,370
"180",309,169,233,350,194,255,369
"181",292,142,199,389,184,231,363
"182",290,181,188,370,164,258,378
"183",273,153,194,341,182,241,365
"184",301,156,194,332,178,225,370
"185",260,150,222,363,190,233,393
"186",301,155,198,350,190,245,367
"187",284,155,200,354,311,236,379
"188",285,160,200,358,169,242,375
"189",249,149,212,327,175,227,369
"190",263,141,217,346,194,221,364
"191",285,148,193,368,191,217,370
"192",271,154,194,328,203,209,371
"193",279,1351,216,362,189,254,387
"194",266,156,190,342,190,218,357
"195",327,173,220,364,350,259,380
"196",270,144,201,369,190,396,1220
"197",314,149,208,376,198,236,374
"198",271,155,211,334,237,244,365
"199",291,163,196,343,154,249,374
"200",303,173,217,351,181,266,373
"201",292,131,188,354,179,227,359
"202",274,175,209,347,178,275,386
"203",308,154,209,357,184,226,1248
"204",327,174,212,340,192,261,369
"205",316,160,189,356,183,247,360
"206",290,149,213,363,194,236,359
"207",263,152,202,324,182,240,374
"208",280,153,204,343,172,234,365
"209",323,170,208,362,441,241,366
"210",313,153,224,352,177,224,383
"211",313,170,211,350,179,254,377
"212",327,146,195,370,168,240,362
"213",282,160,210,346,195,252,362
"214",331,154,191,360,181,245,384
"215",328,163,200,375,209,508,378
"216",285,145,187,334,188,229,378
"217",260,150,208,337,170,246,372
"218",295,146,194,341,197,217,369
"219",343,160,198,375,182,242,382
"220",301,166,202,344,191,230,382
"221",278,157,206,322,184,228,361
"222",373,147,185,323,185,230,376
"223",302,152,216,369,208,233,388
"224",319,217,206,343,193,236,388
"225",291,151,208,371,202,228,363
"226",270,153,197,349,192,202,358
"227",270,159,193,362,187,239,378
"228",285,150,196,349,184,219,380
"229",308,151,200,365,204,244,498
"230",297,162,180,362,176,241,366
"231",300,167,214,358,199,247,380
"232",273,145,204,358,210,231,376
"233",306,148,214,377,226,232,372
"234",285,160,210,346,176,245,387
"235",302,167,228,351,177,251,386
"236",279,190,193,372,212,237,366
"237",297,169,206,339,204,262,371
"238",259,162,191,351,170,241,386
"239",291,153,198,391,177,241,376
"240",280,160,215,342,190,224,384
"241",285,154,183,340,162,243,383
"242",255,148,185,322,179,251,377
"243",270,139,177,348,165,218,373
"244",284,165,204,378,208,257,377
"245",294,154,194,347,191,353,436
"246",281,149,192,342,172,245,366
"247",260,153,185,323,158,223,358
"248",294,174,198,342,161,247,370
"249",277,161,191,326,182,228,368
"250",314,161,203,355,182,458,372
"251",267,149,204,341,192,239,364
"252",332,165,206,372,202,256,391
"253",300,153,216,368,196,226,371
"254",317,158,205,364,200,232,377
"255",291,203,195,364,185,223,360
"256",300,161,208,364,169,260,375
"257",320,166,200,341,176,250,378
"258",283,156,201,371,193,235,385
"259",277,159,185,314,169,248,410
"260",286,177,214,339,183,234,373
"261",270,139,194,359,177,233,350
"262",283,166,204,365,154,232,358
"263",330,172,224,356,182,250,367
"264",316,156,209,385,286,253,371
"265",259,323,177,377,157,211,381
"266",298,157,212,374,196,246,442
"267",275,150,200,363,191,241,365
"268",327,159,195,368,199,233,386
"269",335,167,196,356,176,274,371
"270",332,168,214,367,1102,269,389
"271",358,143,190,371,173,245,358
"272",328,170,193,352,180,248,374
"273",301,156,199,362,176,251,385
"274",263,152,197,348,184,249,365
"275",290,132,181,362,185,276,370
"276",267,155,202,330,167,346,362
"277",281,147,194,347,179,219,370
"278",269,150,193,353,187,223,369
"279",307,130,185,363,164,237,370
"280",314,141,214,353,212,213,359
"281",1078,158,208,351,203,225,383
"282",256,147,202,334,172,230,361
"283",293,136,182,344,177,215,364
"284",281,150,182,338,175,241,352
"285",308,159,221,356,192,259,390
"286",331,150,197,365,222,249,373
"287",272,163,200,326,165,222,351
"288",304,149,205,359,202,219,373
"289",299,153,206,345,205,227,358
"290",286,146,216,371,177,222,361
"291",255,153,213,341,204,229,385
"292",306,159,215,374,187,247,381
"293",287,143,191,373,171,414,424
"294",288,162,210,343,184,245,452
"295",259,155,195,325,163,243,368
"296",286,160,195,339,176,232,373
"297",271,151,198,371,184,238,370
"298",292,139,182,351,179,227,370
"299",344,155,191,326,191,226,369
"300",307,145,199,380,188,240,384
"301",287,172,207,349,189,289,365
"302",266,138,192,350,179,218,364
"303",319,165,196,355,196,217,381
"304",279,155,198,353,189,232,373
"305",291,153,191,339,168,221,373
"306",295,162,199,384,182,235,386
"307",339,173,215,356,211,256,375
"308",314,169,191,347,179,235,387
"309",298,160,196,357,198,218,381
"310",339,155,189,338,187,219,380
"311",325,164,187,372,180,260,387
"312",304,159,196,371,173,226,392
"313",280,175,206,337,195,256,374
"314",308,140,186,342,179,214,358
"315",293,155,192,337,175,217,352
"316",278,167,200,340,186,254,372
"317",300,155,199,333,174,224,381
"318",347,169,200,341,152,218,388
"319",281,151,198,352,196,236,347
"320",316,168,203,378,207,236,377
"321",267,155,207,354,192,215,367
"322",279,147,189,330,176,237,360
"323",276,154,214,358,196,226,347
"324",317,153,198,372,204,230,379
"325",298,157,204,363,169,244,374
"326",325,136,187,361,181,219,369
"327",320,162,199,344,166,237,368
"328",303,153,185,349,186,239,378
"329",324,153,208,370,184,239,385
"330",322,167,206,367,193,250,391
"331",286,171,206,338,200,258,573
"332",288,164,204,335,199,229,363
"333",347,158,198,326,162,246,690
"334",297,152,191,335,181,234,359
"335",273,168,209,322,198,243,369
"336",286,173,221,358,169,248,377
"337",307,154,201,337,180,234,379
"338",335,137,176,359,1392,231,376
"339",301,140,191,348,174,223,365
"340",290,206,203,334,162,225,386
"341",272,169,186,359,175,215,356
"342",288,148,206,351,203,248,391
"343",317,157,198,327,207,239,375
"344",329,156,211,360,216,248,380
"345",323,154,209,353,201,226,372
"346",296,161,188,363,161,238,379
"347",262,214,205,346,191,235,374
"348",286,143,203,355,199,234,348
"349",267,139,186,361,162,217,357
"350",286,167,197,339,164,240,384
"351",286,146,215,336,191,236,377
"352",250,164,188,346,196,217,362
"353",331,156,195,348,197,232,622
"354",284,148,208,348,193,218,378
"355",293,181,220,339,191,241,376
"356",282,161,205,403,189,241,376
"357",303,153,207,361,187,229,377
"358",264,140,185,328,180,235,370
"359",289,161,196,338,171,248,843
"360",275,161,206,334,205,248,374
"361",311,198,201,350,184,234,383
"362",302,151,203,364,201,230,386
"363",289,172,218,331,208,253,392
"364",295,151,196,361,175,233,371
"365",294,162,193,370,177,361,375
"366",324,165,223,349,201,259,374
"367",263,158,210,346,179,216,361
"368",306,154,204,379,213,233,370
"369",292,138,228,377,180,222,369
"370",309,161,199,349,185,263,382
"371",258,155,180,337,177,228,367
"372",274,155,198,327,170,236,371
"373",291,136,201,355,183,571,358
"374",292,141,210,364,187,231,355
"375",311,143,204,376,193,237,423
"376",290,155,495,370,225,229,382
"377",277,153,204,340,182,245,372
"378",262,159,200,337,174,215,3063
"379",281,166,201,349,175,233,373
"380",280,157,199,329,179,246,365
"381",286,152,196,346,172,229,365
"382",293,173,223,351,181,241,374
"383",309,138,188,356,185,228,374
"384",333,161,224,354,215,233,392
"385",282,152,209,360,183,245,369
"386",309,162,205,347,198,258,380
"387",321,164,199,331,177,239,388
"388",321,153,207,345,213,226,352
"389",296,159,214,359,195,256,386
"390",303,166,201,350,173,239,388
"391",324,173,215,355,202,265,383
"392",286,168,179,342,173,234,367
"393",290,141,184,359,170,233,361
"394",312,232,201,353,183,230,366
"395",311,165,211,360,196,250,378
"396",271,140,187,352,174,228,360
"397",305,164,201,348,185,220,355
"398",285,154,202,371,188,242,380
"399",281,142,189,339,157,216,358
"400",286,146,194,359,309,233,363
"401",316,135,217,376,216,238,518
"402",300,156,203,365,200,257,385
"403",303,139,193,361,183,222,389
"404",290,153,219,373,206,214,389
"405",306,145,204,364,201,229,383
"406",284,156,211,365,178,233,381
"407",286,153,191,337,163,240,358
"408",345,161,209,368,196,224,371
"409",289,156,193,338,158,243,370
"410",283,147,192,341,182,223,362
"411",270,139,185,350,169,226,361
"412",291,164,211,344,200,232,375
"413",295,168,221,353,2374,291,380
"414",286,169,215,351,190,246,404
"415",301,164,206,342,193,236,377
"416",299,141,200,369,194,229,371
"417",300,143,205,358,184,222,376
"418",293,154,210,365,151,242,359
"419",269,142,216,349,197,236,367
"420",254,155,191,341,160,225,365
"421",279,151,203,375,201,245,392
"422",305,161,195,344,185,243,375
"423",276,160,194,373,522,229,374
"424",284,150,189,343,195,229,376
"425",283,139,209,354,207,224,370
"426",298,144,208,359,200,237,359
"427",318,171,210,358,208,251,388
"428",311,141,217,357,215,256,350
"429",289,145,197,348,189,242,373
"430",312,163,191,341,172,2340,375
"431",290,164,219,346,175,255,375
"432",315,144,210,358,204,251,381
"433",290,158,184,345,199,244,365
"434",325,173,206,368,188,275,394
"435",311,158,202,340,188,233,365
"436",274,154,200,356,180,215,465
"437",276,171,207,369,186,232,383
"438",299,167,217,377,199,235,371
"439",272,139,210,361,199,237,380
"440",292,158,204,353,198,273,363
"441",263,164,205,362,203,239,380
"442",280,146,174,342,173,214,363
"443",262,172,205,340,181,248,353
"444",306,168,218,366,177,235,378
"445",258,153,206,364,169,227,364
"446",262,152,204,326,168,215,371
"447",288,170,213,343,181,239,374
"448",300,172,208,355,185,242,386
"449",339,167,190,351,170,228,388
"450",323,164,201,335,171,249,374
"451",300,158,202,336,194,230,374
"452",268,154,181,333,184,230,355
"453",282,164,222,354,201,241,379
"454",282,165,191,338,150,237,367
"455",315,165,189,367,166,236,367
"456",289,156,200,336,168,232,364
"457",259,155,200,330,174,236,359
"458",278,149,203,347,193,223,364
"459",263,140,185,349,170,240,356
"460",284,160,191,322,175,257,381
"461",268,148,193,329,155,323,372
"462",315,160,187,338,171,236,361
"463",830,162,215,337,211,266,387
"464",312,148,211,366,192,232,366
"465",335,159,212,373,174,237,379
"466",288,138,192,346,167,217,383
"467",291,171,181,348,160,242,376
"468",275,153,196,325,199,228,357
"469",274,286,194,338,183,223,379
"470",293,174,208,354,182,240,390
"471",328,180,226,347,203,252,388
"472",288,164,190,362,169,239,360
"473",338,156,212,362,218,220,377
"474",293,144,191,358,169,226,358
"475",276,165,192,332,165,245,370
"476",300,141,185,341,206,223,375
"477",279,148,193,356,191,238,368
"478",282,145,191,332,191,222,356
"479",276,167,210,352,191,232,379
"480",276,164,186,335,184,226,368
"481",287,170,210,357,186,246,363
"482",295,160,195,336,175,232,365
"483",256,168,201,350,200,249,360
"484",315,167,203,378,196,230,391
"485",311,169,196,354,180,224,371
"486",314,170,184,342,185,298,376
"487",265,157,187,361,161,233,369
"488",305,165,193,353,171,256,375
"489",293,154,184,338,161,230,364
"490",276,155,191,344,170,721,373
"491",304,159,205,352,195,231,370
"492",260,130,191,350,178,227,351
"493",287,158,190,352,157,245,368
"494",274,171,190,354,175,245,383
"495",281,155,181,332,164,825,368
"496",292,142,203,344,202,233,363
"497",276,177,198,330,176,263,391
"498",271,143,193,362,181,231,369
"499",313,159,204,334,186,237,376
"500",310,170,223,355,196,258,376
"501",275,139,194,357,184,222,364
"502",324,158,203,396,197,230,376
"503",282,168,190,350,190,250,378
"504",273,157,191,341,183,236,366
"505",371,145,211,358,196,237,384
"506",291,136,203,347,203,231,389
"507",335,165,196,323,169,235,378
"508",283,170,194,342,198,237,383
"509",290,146,210,358,173,232,363
"510",274,139,191,349,189,220,359
"511",273,151,211,357,189,240,371
"512",256,157,199,344,177,240,374
"513",308,154,216,366,184,238,389
"514",283,158,208,361,200,227,369
"515",328,155,197,358,204,237,374
"516",266,141,177,361,173,204,356
"517",286,167,197,359,154,224,368
"518",328,152,200,355,203,227,377
"519",280,142,187,368,203,209,367
"520",271,143,192,359,179,223,353
"521",259,152,196,324,160,221,349
"522",308,172,214,349,193,247,384
"523",260,143,211,364,1159,210,363
"524",304,143,206,344,209,517,365
"525",281,135,189,381,157,218,363
"526",316,165,199,346,215,235,390
"527",286,146,210,354,178,229,367
"528",337,177,203,354,191,248,358
"529",296,151,194,355,188,225,382
"530",296,146,203,361,206,224,357
"531",266,135,207,346,196,199,367
"532",284,149,199,356,182,246,378
"533",273,147,199,333,198,242,380
"534",266,169,201,338,194,232,382
"535",293,168,202,340,194,229,374
"536",309,161,183,334,179,235,372
"537",296,160,196,348,278,229,366
"538",294,170,199,335,161,237,361
"539",300,177,213,366,191,256,371
"540",321,148,173,360,180,230,359
"541",281,148,212,358,184,216,370
"542",292,158,195,343,159,253,370
"543",278,144,190,325,159,223,363
"544",293,548,188,342,166,231,356
"545",289,142,197,354,216,253,358
"546",295,166,195,352,169,247,381
"547",288,162,200,379,185,243,380
"548",302,135,187,342,1298,220,372
"549",286,143,191,362,179,236,390
"550",289,147,210,357,191,217,372
"551",254,154,205,358,174,235,356
"552",297,161,196,371,194,236,379
"553",269,150,210,363,204,249,370
"554",279,160,184,342,181,267,386
"555",288,169,186,353,186,236,361
"556",276,161,189,333,166,423,364
"557",286,168,204,355,198,257,380
"558",291,159,192,324,176,236,380
"559",264,155,187,352,191,221,379
"560",278,174,206,364,1638,240,372
"561",676,145,201,374,185,229,386
"562",297,150,192,373,202,249,364
"563",300,173,217,354,201,229,384
"564",282,164,204,350,205,255,373
"565",287,162,193,341,162,252,367
"566",274,323,182,352,162,206,365
"567",273,146,185,359,177,212,364
"568",308,169,233,345,204,241,378
"569",284,145,206,328,202,223,372
"570",274,146,187,344,159,220,352
"571",271,163,182,351,203,243,382
"572",308,149,196,356,181,232,928
"573",289,168,198,362,177,238,368
"574",268,140,203,336,207,236,375
"575",290,146,195,331,159,225,345
"576",260,138,189,358,172,200,363
"577",351,167,202,365,187,238,370
"578",284,145,218,360,175,223,351
"579",267,157,197,339,174,219,364
"580",307,152,200,366,197,236,376
"581",275,146,213,327,180,238,354
"582",263,140,181,334,163,216,360
"583",293,157,205,373,200,215,371
"584",263,157,190,352,181,242,372
"585",310,168,189,356,183,239,384
"586",280,138,191,334,181,226,365
"587",324,172,219,348,202,248,391
"588",839,164,209,383,192,240,392
"589",275,162,204,350,602,247,376
"590",283,164,202,339,176,226,367
"591",311,165,217,392,196,369,394
"592",287,163,206,355,183,237,378
"593",264,138,194,354,175,220,350
"594",292,153,195,364,194,216,378
"595",297,145,178,338,169,214,366
"596",282,151,192,369,212,240,381
"597",273,151,201,349,170,237,374
"598",313,171,209,357,195,270,366
"599",354,160,209,360,197,254,373
"600",289,139,195,380,186,223,361
"601",301,156,198,370,180,217,375
"602",272,156,199,337,191,233,345
"603",314,164,214,368,201,227,1636
"604",264,137,183,345,214,216,366
"605",302,160,201,354,148,245,356
"606",274,132,184,358,193,224,345
"607",262,175,215,345,175,609,369
"608",281,140,185,344,188,215,374
"609",257,135,185,348,177,226,373
"610",286,152,209,349,183,218,369
"611",304,160,201,365,182,241,379
"612",296,166,203,344,193,237,380
"613",316,170,218,354,215,250,388
"614",301,163,195,388,187,239,370
"615",283,161,201,327,170,223,350
"616",275,153,194,342,157,228,357
"617",294,319,197,358,164,232,374
"618",290,164,214,359,189,234,376
"619",279,159,198,360,191,247,375
"620",284,158,208,348,168,240,369
"621",271,153,193,344,203,227,377
"622",290,153,206,340,178,234,374
"623",332,145,195,342,176,220,367
"624",328,161,198,357,178,246,375
"625",311,171,206,373,206,252,377
"626",299,161,195,343,183,236,377
"627",274,135,193,349,170,222,365
"628",273,149,172,334,182,231,372
"629",287,149,180,345,176,223,350
"630",327,160,194,335,165,226,371
"631",300,147,213,375,192,248,380
"632",304,169,207,327,178,255,382
"633",284,159,203,366,200,250,395
"634",291,150,211,349,217,230,362
"635",296,148,210,362,186,214,367
"636",317,160,193,330,163,242,385
"637",276,168,187,350,179,257,362
"638",279,140,184,361,171,217,351
"639",275,154,190,318,173,229,376
"640",275,166,208,360,189,249,366
"641",310,157,198,345,190,253,371
"642",288,314,203,340,192,232,357
"643",283,179,216,356,196,246,382
"644",305,161,202,348,163,246,358
"645",315,163,197,346,170,239,367
"646",264,144,219,364,210,244,372
"647",279,143,190,347,165,228,367
"648",340,165,188,362,186,604,382
"649",285,156,204,354,1537,222,361
"650",297,275,216,359,184,238,362
"651",268,152,209,321,198,218,371
"652",289,140,211,358,195,226,402
"653",291,172,192,331,165,234,367
"654",303,163,206,376,198,237,375
"655",280,156,192,334,176,247,372
"656",270,158,205,348,206,261,365
"657",262,147,199,348,172,222,381
"658",282,175,201,347,201,253,382
"659",273,156,194,335,173,254,363
"660",266,139,187,335,164,215,362
"661",306,205,199,375,185,228,379
"662",284,149,199,348,162,226,361
"663",300,156,208,346,178,229,381
"664",272,152,197,312,177,225,355
"665",289,148,184,325,177,234,358
"666",286,179,180,339,174,220,374
"667",284,149,202,350,209,245,358
"668",320,132,188,381,160,232,359
"669",279,152,187,347,198,231,362
"670",308,162,198,338,192,232,372
"671",325,162,215,350,165,224,387
"672",473,129,184,344,173,230,346
"673",300,152,197,337,172,232,348
"674",300,161,180,343,165,251,370
"675",296,139,183,338,188,225,378
"676",273,140,202,373,191,239,384
"677",319,146,203,339,191,219,377
"678",290,168,205,341,194,249,368
"679",293,164,199,346,170,243,351
"680",513,146,215,363,185,232,375
"681",275,143,181,353,179,228,348
"682",270,157,200,332,185,223,361
"683",290,168,209,371,193,247,377
"684",262,137,190,341,166,214,377
"685",322,152,222,365,199,229,358
"686",293,146,196,370,212,237,362
"687",263,147,220,343,189,223,377
"688",279,148,217,353,189,218,364
"689",298,153,195,339,178,227,358
"690",309,158,205,376,199,222,380
"691",276,152,189,345,199,225,358
"692",289,148,207,371,181,235,374
"693",295,158,212,373,160,243,388
"694",281,164,197,345,176,233,357
"695",292,169,214,336,208,255,371
"696",289,166,219,352,196,287,377
"697",306,136,196,375,181,233,358
"698",321,159,217,348,190,213,372
"699",304,160,191,356,168,241,371
"700",301,141,202,345,181,228,370
"701",305,172,190,358,176,211,363
"702",270,147,215,361,203,227,373
"703",337,152,180,356,164,224,376
"704",322,151,190,359,169,219,375
"705",309,155,206,351,205,268,372
"706",276,158,202,331,172,225,377
"707",299,153,205,341,160,245,364
"708",321,156,207,368,395,203,364
"709",282,165,195,367,178,232,387
"710",256,154,207,331,174,208,358
"711",330,152,198,369,192,251,388
"712",293,147,179,360,173,225,361
"713",273,195,222,337,164,267,397
"714",282,163,215,353,183,266,382
"715",276,165,209,357,203,235,377
"716",290,161,210,334,175,221,1983
"717",289,161,195,376,189,438,382
"718",262,153,207,365,181,219,366
"719",292,150,190,347,174,231,359
"720",291,198,208,355,183,244,372
"721",296,162,191,344,181,243,380
"722",319,154,193,359,204,247,392
"723",307,170,209,342,192,250,377
"724",279,169,222,337,210,268,381
"725",330,157,191,373,204,240,379
"726",261,133,190,341,167,233,345
"727",282,154,199,340,178,232,366
"728",486,150,187,329,182,241,361
"729",302,162,198,360,180,217,374
"730",306,167,197,345,175,240,375
"731",289,160,188,349,167,256,381
"732",312,149,203,373,188,221,440
"733",284,150,193,361,181,240,358
"734",294,151,199,337,168,246,372
"735",272,140,187,344,190,213,373
"736",307,164,191,346,169,460,384
"737",291,170,208,348,207,235,386
"738",269,148,207,349,198,240,1348
"739",273,137,178,345,180,195,366
"740",288,183,219,345,176,322,387
"741",251,135,178,346,177,209,354
"742",287,161,196,330,373,227,381
"743",300,152,204,373,213,242,403
"744",271,166,206,342,166,259,358
"745",257,150,197,336,198,227,338
"746",283,162,217,346,216,525,373
"747",296,139,200,356,202,222,370
"748",291,169,210,356,175,243,392
"749",856,160,186,339,176,239,372
"750",274,851,191,311,190,231,361
"751",287,152,212,347,190,230,357
"752",340,166,196,352,176,247,378
"753",278,149,205,326,174,232,386
"754",268,168,189,344,151,275,369
"755",343,165,225,351,191,256,384
"756",295,160,196,346,179,937,380
"757",266,139,180,342,184,216,358
"758",341,160,211,341,203,244,388
"759",283,160,188,353,150,230,375
"760",261,170,229,358,175,245,370
"761",311,167,203,350,186,242,374
"762",317,150,216,353,184,240,378
"763",287,168,213,344,202,252,387
"764",294,148,183,348,175,195,348
"765",319,160,183,342,184,236,380
"766",278,150,211,391,180,221,356
"767",273,167,224,333,189,245,385
"768",291,154,193,355,196,248,372
"769",290,156,204,338,181,223,355
"770",277,155,200,383,185,249,370
"771",306,160,195,341,172,242,371
"772",304,152,194,355,198,231,385
"773",395,170,214,349,201,641,386
"774",294,163,192,348,165,242,389
"775",274,144,202,369,179,237,354
"776",275,141,200,362,195,232,355
"777",274,177,202,349,188,223,370
"778",345,171,189,353,183,236,359
"779",286,160,193,341,171,236,370
"780",284,132,182,338,179,229,353
"781",302,1281,205,321,157,234,357
"782",287,160,196,339,360,233,381
"783",305,159,204,337,184,219,378
"784",296,145,201,350,184,244,385
"785",273,142,183,366,178,223,374
"786",310,169,214,351,197,246,373
"787",301,160,196,347,189,242,369
"788",293,163,191,351,168,262,366
"789",302,166,188,349,170,253,369
"790",326,146,219,359,188,248,381
"791",275,174,214,357,177,234,388
"792",294,160,205,351,198,250,385
"793",312,153,208,363,184,229,378
"794",323,915,199,348,176,249,363
"795",290,417,176,353,163,828,359
"796",273,166,186,345,180,852,372
"797",289,141,211,357,191,235,378
"798",259,135,191,342,173,227,372
"799",301,160,199,354,178,253,373
"800",277,199,212,328,163,267,364
"801",286,152,205,341,171,232,360
"802",593,150,205,339,172,236,373
"803",281,146,196,365,178,222,390
"804",272,149,189,368,180,220,355
"805",313,145,208,353,213,225,437
"806",298,166,227,340,183,241,369
"807",329,165,224,364,182,264,389
"808",318,170,210,352,210,239,391
"809",308,164,211,362,188,264,377
"810",857,149,207,341,191,230,366
"811",311,137,204,366,199,222,378
"812",318,167,201,362,199,252,375
"813",273,154,191,349,188,241,343
