"","v Afghanistan","v Australia","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v New Zealand","v Pakistan","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"2434",19,38,23,11,18,20,18,18,18,19,10,19,18,11,17
"2435",18,38,24,11,18,19,18,19,19,18,10,14,19,10,19
"2436",18,39,23,10,18,19,18,19,17,18,11,10,19,11,19
"2437",19,37,21,11,18,21,19,19,18,18,9,22,18,10,18
"2438",18,34,23,14,19,21,18,18,18,18,9,13,18,13,19
"2439",19,34,19,9,18,19,18,18,18,18,9,16,20,7,19
"2440",18,37,26,10,19,20,18,18,18,18,10,14,18,8,18
"2441",19,37,25,11,18,22,19,18,18,19,10,18,18,9,19
"2442",18,37,26,11,18,21,18,19,18,18,10,16,19,12,18
"2443",18,39,23,12,18,21,18,18,19,19,9,11,19,8,18
"2444",19,35,26,10,18,21,18,18,19,18,13,13,18,11,19
"2445",19,37,27,10,18,20,18,19,18,18,8,13,18,11,19
"2446",18,35,23,13,18,22,19,18,18,17,13,21,19,8,19
"2447",18,35,21,11,19,19,18,19,19,18,9,14,18,8,19
"2448",18,38,21,11,18,22,18,18,19,19,8,14,19,9,19
"2449",19,35,25,11,18,22,19,19,18,18,9,16,18,13,19
"2450",19,38,26,9,18,21,18,18,18,19,8,13,18,14,18
"2451",19,37,22,10,18,20,18,19,19,19,9,17,18,8,19
"2452",18,34,23,12,19,22,18,19,18,19,11,18,18,11,19
"2453",18,38,25,11,18,20,18,18,18,19,11,20,19,9,19
"2454",18,37,27,12,19,21,18,18,18,18,13,14,18,8,19
"2455",18,38,26,11,17,18,18,18,18,18,10,20,18,14,18
"2456",18,34,24,11,18,19,18,19,18,19,9,11,19,8,19
"2457",18,37,22,12,18,20,19,19,18,18,10,10,18,10,19
"2458",19,41,24,11,19,22,18,18,18,18,11,13,19,14,18
"2459",18,35,18,13,18,22,18,18,18,18,9,13,18,9,19
"2460",18,34,23,10,19,19,19,18,19,18,10,13,18,13,18
"2461",19,37,26,12,18,20,18,19,19,18,10,11,18,10,18
"2462",19,38,22,11,18,20,18,19,18,19,9,15,18,8,17
"2463",18,35,21,10,19,19,18,19,18,19,11,18,19,12,18
"2464",18,36,25,12,17,22,18,17,18,18,11,18,18,6,18
"2465",18,35,25,11,18,21,19,18,18,18,8,16,19,13,19
"2466",20,37,25,11,19,21,19,18,18,18,12,17,18,14,19
"2467",18,37,24,12,19,21,18,19,19,18,9,12,18,16,19
"2468",19,34,27,11,19,20,19,19,17,19,10,16,18,8,18
"2469",18,36,17,10,18,22,18,18,19,18,12,19,19,9,19
"2470",18,36,24,12,18,20,19,18,18,18,11,14,19,10,19
"2471",19,37,30,11,19,19,19,18,18,19,11,11,19,10,18
"2472",18,37,25,12,19,19,18,18,18,18,11,15,18,9,18
"2473",18,37,22,12,18,21,18,19,18,19,11,20,19,13,18
"2474",19,36,23,12,18,22,18,18,18,18,11,16,19,8,18
"2475",18,37,22,11,18,19,19,18,18,19,12,16,19,8,18
"2476",18,36,28,12,19,21,18,18,19,18,11,18,18,9,18
"2477",18,35,24,10,18,20,19,18,19,18,8,15,18,10,18
"2478",18,37,29,12,18,20,19,18,18,19,12,15,18,8,18
"2479",19,35,22,12,19,21,17,18,18,18,12,15,18,7,18
"2480",18,39,23,11,18,22,18,18,18,18,13,22,19,11,18
"2481",18,36,24,9,18,22,18,18,18,18,9,14,19,14,18
"2482",19,35,24,12,18,22,19,19,17,18,11,13,19,9,19
"2483",18,37,22,11,18,22,19,20,19,18,10,16,18,8,19
"2484",18,37,21,11,18,19,18,19,18,18,10,18,19,15,18
"2485",18,34,26,12,18,20,18,18,18,18,10,16,18,10,18
"2486",18,38,23,11,19,22,19,18,18,18,9,18,18,7,18
"2487",19,35,27,11,18,20,18,18,18,19,11,18,18,11,19
"2488",18,37,24,10,18,20,18,18,18,17,8,18,18,7,18
"2489",18,38,24,11,19,21,18,18,18,18,15,18,18,7,18
"2490",18,35,21,11,18,20,17,18,19,19,10,15,18,10,18
"2491",19,38,27,10,17,21,18,18,19,18,10,18,19,7,18
"2492",19,37,26,11,18,20,19,18,18,18,8,16,18,9,18
"2493",19,37,26,12,19,20,18,18,18,19,10,16,17,11,19
"2494",18,35,24,11,18,22,18,18,18,17,12,11,18,13,18
"2495",18,35,26,10,18,20,18,18,19,19,11,18,19,8,18
"2496",19,37,23,13,18,20,19,18,18,18,8,13,18,13,18
"2497",19,38,24,11,18,20,18,18,19,18,10,20,18,12,19
"2498",19,36,26,13,18,19,19,18,19,18,9,18,18,11,18
"2499",18,36,21,11,17,19,18,19,19,18,10,14,18,10,18
"2500",18,36,25,11,18,22,18,19,18,18,10,15,19,9,18
"2501",20,35,22,11,18,20,18,18,18,18,12,11,19,12,19
"2502",18,37,24,10,18,19,19,19,19,18,9,15,18,7,18
"2503",18,37,26,10,18,21,19,18,19,18,10,16,18,10,19
"2504",18,36,30,12,19,22,18,18,18,19,11,21,18,12,18
"2505",18,35,22,10,18,21,19,18,19,18,11,14,18,11,18
"2506",18,38,22,11,18,21,19,18,18,18,11,18,18,10,18
"2507",18,37,25,12,18,22,19,18,19,18,10,14,18,9,19
"2508",18,33,21,12,19,21,18,19,19,18,9,17,18,7,18
"2509",18,36,24,10,17,19,18,19,18,18,10,21,19,12,18
"2510",19,38,24,13,18,20,18,19,18,18,12,18,18,13,18
"2511",18,35,23,11,18,22,18,18,19,18,11,19,17,17,18
"2512",19,39,25,11,19,21,18,19,18,18,10,15,18,9,18
"2513",18,35,30,10,19,21,18,18,18,19,10,17,19,9,19
"2514",19,37,28,11,18,20,18,18,19,18,9,14,18,10,19
"2515",19,35,25,10,18,22,18,18,19,18,9,14,18,16,19
"2516",18,38,24,11,19,18,18,19,18,18,13,13,19,9,18
"2517",18,40,28,11,18,23,18,18,18,18,12,9,18,14,18
"2518",19,38,29,10,17,22,18,18,18,19,9,15,18,15,18
"2519",19,36,23,11,18,19,19,19,19,18,14,15,18,16,18
"2520",18,37,20,11,18,20,19,18,18,19,10,12,18,17,17
"2521",18,36,23,11,18,20,18,19,18,19,11,14,19,7,19
"2522",18,34,22,10,19,19,19,18,19,19,10,15,18,9,18
"2523",18,35,21,10,19,20,18,18,19,18,12,14,19,13,19
"2524",18,34,27,10,19,20,19,18,19,18,9,14,19,7,19
"2525",19,34,24,12,18,20,19,18,18,19,9,14,19,6,18
"2526",19,34,23,12,18,20,19,18,19,18,11,15,19,8,18
"2527",19,40,24,11,18,21,17,18,18,18,11,15,18,11,18
"2528",19,39,21,11,18,19,18,18,19,18,9,18,19,9,18
"2529",19,35,27,11,18,22,19,18,18,18,11,15,18,7,19
"2530",19,32,25,10,18,22,19,18,18,19,8,12,18,8,18
"2531",19,36,24,11,19,22,18,18,18,19,11,13,19,19,18
"2532",18,38,22,12,18,20,18,18,18,18,11,16,19,12,18
"2533",18,36,28,10,19,22,18,18,18,19,11,23,19,10,19
"2534",18,36,21,10,18,20,19,19,18,18,8,15,18,11,18
"2535",17,36,24,12,19,20,18,18,19,18,12,16,18,12,19
"2536",18,40,20,12,18,19,18,19,18,18,10,14,18,10,18
"2537",19,35,23,10,18,19,18,18,19,18,13,15,18,7,19
"2538",18,40,21,12,18,22,18,19,18,18,9,15,18,10,18
"2539",19,37,23,10,18,21,18,18,18,18,14,18,18,8,19
"2540",19,39,21,11,18,19,18,18,18,19,10,14,18,8,19
"2541",18,34,25,10,18,20,19,18,18,18,11,15,18,12,18
"2542",19,35,20,10,18,21,18,18,18,18,7,18,18,8,19
"2543",18,38,25,12,19,20,18,19,18,18,12,19,18,11,18
"2544",18,35,27,10,18,20,18,19,18,18,10,15,18,12,19
"2545",18,40,29,12,18,21,18,18,17,18,9,16,18,6,19
"2546",18,40,22,10,19,21,19,18,19,19,8,20,19,10,18
"2547",18,34,24,12,18,23,18,19,18,18,11,13,18,11,18
"2548",19,39,25,11,18,22,18,19,18,17,12,23,19,16,18
"2549",19,37,26,11,18,18,19,19,18,19,11,16,18,9,19
"2550",17,37,24,11,18,18,19,18,18,18,10,12,18,17,18
"2551",19,38,22,10,18,21,17,19,18,18,11,16,19,6,18
"2552",19,37,23,12,18,20,18,19,18,18,11,15,18,9,18
"2553",18,39,25,11,19,19,18,18,19,18,9,13,18,10,18
"2554",19,36,26,12,18,21,18,19,18,19,10,13,18,11,19
"2555",19,38,21,12,19,21,18,19,18,18,8,14,18,8,18
"2556",18,41,22,11,18,21,18,18,18,18,9,12,18,13,19
"2557",18,35,26,10,19,20,18,18,18,18,8,13,19,7,17
"2558",19,37,26,10,19,20,18,18,18,19,13,18,18,8,18
"2559",19,37,22,10,19,22,18,18,18,18,9,12,19,9,19
"2560",18,34,20,11,19,20,18,19,19,18,9,14,17,9,18
"2561",18,37,24,11,18,21,19,18,18,18,10,15,18,12,18
"2562",18,39,22,10,18,23,18,19,19,19,9,19,18,9,18
"2563",18,37,24,11,18,19,18,19,18,18,9,14,19,10,18
"2564",18,40,26,11,18,22,18,19,18,18,13,15,19,12,18
"2565",19,37,28,12,18,19,19,18,19,18,11,14,18,8,18
"2566",18,32,24,9,18,20,18,19,20,18,11,16,18,14,18
"2567",18,38,22,13,19,22,18,19,19,19,11,15,19,10,19
"2568",18,37,22,12,18,21,19,18,18,18,10,13,19,10,18
"2569",18,37,26,10,18,22,19,19,19,18,10,12,18,11,19
"2570",18,35,26,11,19,21,18,18,18,18,9,15,18,19,18
"2571",18,40,26,11,19,21,18,18,18,20,11,21,19,11,17
"2572",18,36,23,11,19,20,18,19,17,18,10,13,18,12,18
"2573",19,36,20,11,18,22,18,18,19,18,10,13,19,15,18
"2574",18,39,23,11,19,19,18,18,18,18,10,17,18,13,18
"2575",19,35,24,11,18,21,18,18,19,19,11,12,18,9,19
"2576",19,37,22,12,19,22,18,19,18,19,11,16,19,10,18
"2577",18,38,24,12,19,21,18,19,18,18,9,12,19,12,19
"2578",18,35,23,10,18,23,18,18,19,18,9,20,18,14,19
"2579",18,36,23,11,18,20,17,18,19,18,12,12,18,9,19
"2580",18,35,23,12,18,21,18,18,19,18,13,19,18,13,19
"2581",18,38,27,11,19,21,19,19,18,18,11,17,18,9,19
"2582",18,38,19,10,18,23,18,19,19,18,10,16,19,7,19
"2583",19,38,23,11,19,21,19,18,18,19,11,12,18,8,19
"2584",19,38,19,11,18,21,18,18,18,18,8,13,18,14,18
"2585",19,34,24,12,18,20,18,18,18,19,13,17,18,8,18
"2586",18,37,20,10,18,22,18,19,18,18,11,15,19,9,19
"2587",19,37,22,10,19,19,18,18,18,19,10,16,18,10,18
"2588",18,36,23,12,19,20,19,18,18,19,9,10,18,11,19
"2589",18,37,27,9,18,20,18,18,18,18,10,16,18,5,19
"2590",18,37,24,11,18,20,18,19,18,19,9,17,19,10,19
"2591",19,37,23,12,18,22,18,18,19,19,8,16,18,9,19
"2592",17,36,20,11,18,19,18,18,18,18,9,23,18,11,19
"2593",18,35,25,12,18,21,18,18,18,18,7,17,19,9,18
"2594",19,37,25,11,18,20,18,19,18,19,9,15,18,12,18
"2595",18,37,25,10,18,23,19,19,18,18,11,14,18,17,18
"2596",19,36,26,11,18,18,18,18,18,19,10,14,18,10,18
"2597",18,35,23,12,19,22,17,19,18,19,11,18,19,13,18
"2598",18,37,26,10,19,22,18,18,18,18,7,15,19,11,18
"2599",19,38,25,11,19,22,17,18,18,19,13,17,18,16,19
"2600",18,37,28,11,18,19,18,18,18,19,12,19,18,11,18
"2601",18,38,24,13,18,19,19,18,19,18,11,18,18,16,19
"2602",18,36,23,11,18,22,18,19,18,19,12,12,18,7,18
"2603",19,34,23,11,18,20,18,18,18,18,9,18,19,11,19
"2604",18,37,23,11,18,20,18,19,18,19,8,14,18,9,18
"2605",19,34,22,12,19,22,19,19,18,18,13,18,18,9,18
"2606",18,37,20,12,18,19,18,18,19,18,11,15,19,10,19
"2607",18,38,25,11,19,21,18,19,19,18,9,11,18,10,19
"2608",18,38,25,13,19,20,18,19,19,19,11,18,18,12,19
"2609",19,37,26,12,19,22,19,19,18,19,12,16,19,9,19
"2610",19,34,25,11,19,19,18,18,18,19,9,15,18,8,19
"2611",19,36,24,12,19,19,19,18,19,18,11,17,19,9,18
"2612",18,36,26,10,19,19,19,18,18,18,10,14,18,10,18
"2613",18,37,26,11,18,22,19,18,18,18,11,22,19,9,19
"2614",18,38,24,12,19,20,19,18,19,18,12,19,18,13,18
"2615",18,37,23,10,18,23,19,18,19,19,9,13,18,9,18
"2616",18,36,25,10,19,21,18,19,18,18,9,15,18,7,19
"2617",19,38,27,11,19,19,18,18,18,18,13,18,19,11,18
"2618",18,37,23,12,18,21,18,18,18,18,9,13,19,10,18
"2619",18,36,26,13,19,22,19,18,18,18,13,14,18,12,18
"2620",18,37,23,11,19,18,18,19,18,18,9,18,17,12,18
"2621",18,40,27,11,19,21,18,18,18,18,8,17,18,14,18
"2622",18,37,28,11,18,21,19,18,19,18,12,14,18,13,17
"2623",20,36,26,11,19,20,19,18,19,18,10,15,18,8,18
"2624",18,39,22,11,17,21,18,18,19,18,12,11,18,11,18
"2625",19,34,23,11,18,22,18,19,18,18,11,11,19,7,19
"2626",18,36,23,10,18,21,18,18,18,19,10,17,18,8,18
"2627",19,35,20,11,19,19,19,18,18,18,11,12,19,9,19
"2628",19,34,22,12,19,20,18,17,19,19,9,16,18,14,18
"2629",19,38,22,11,20,21,19,18,18,18,8,18,19,10,18
"2630",18,37,24,11,18,20,18,18,18,18,10,18,19,10,18
"2631",18,38,26,11,19,20,19,19,18,19,9,15,18,13,18
"2632",18,36,23,12,18,21,18,18,18,18,11,18,18,9,19
"2633",18,34,22,12,18,20,18,18,18,18,11,13,18,7,18
"2634",19,36,20,11,18,22,19,18,18,18,12,16,18,9,19
"2635",17,36,27,11,19,23,19,19,18,19,12,14,18,13,18
"2636",18,37,26,10,18,19,18,18,19,18,12,16,18,7,19
"2637",18,35,23,11,18,21,18,18,18,18,9,14,18,10,18
"2638",19,35,24,12,19,20,17,18,18,18,9,12,19,12,18
"2639",19,38,24,11,17,21,19,18,18,18,9,18,18,9,18
"2640",18,35,25,10,18,21,18,18,18,18,11,13,19,17,19
"2641",18,37,24,11,18,20,19,19,18,19,10,19,18,15,18
"2642",18,38,22,10,18,21,18,18,19,18,9,13,18,9,18
"2643",17,32,24,11,18,21,18,18,18,19,12,20,19,10,19
"2644",19,38,24,11,18,20,18,18,18,18,8,13,18,12,18
"2645",18,35,22,12,18,19,19,18,19,17,11,16,18,9,19
"2646",19,37,28,10,18,20,18,18,18,19,11,13,19,10,18
"2647",18,37,26,9,18,19,19,19,18,19,11,13,18,13,19
"2648",18,36,24,11,18,22,19,18,18,18,10,18,18,9,18
"2649",19,36,22,11,19,23,18,18,19,19,8,14,19,15,19
"2650",18,36,24,12,18,20,18,18,19,18,10,17,18,11,18
"2651",17,36,23,12,18,21,18,18,18,19,11,15,18,6,18
"2652",18,37,27,12,18,20,18,19,18,18,9,18,18,11,19
"2653",18,36,23,11,19,20,18,19,18,18,10,16,18,7,18
"2654",18,37,22,11,19,20,19,18,19,18,11,14,18,11,18
"2655",18,39,24,11,19,21,18,19,19,18,9,12,18,13,18
"2656",18,36,23,10,18,20,18,19,19,18,7,13,19,19,19
"2657",18,38,23,10,18,21,19,19,18,18,9,15,18,9,18
"2658",18,39,21,10,18,20,19,19,19,18,9,15,18,6,19
"2659",19,36,32,11,18,20,18,17,19,18,10,13,18,11,18
"2660",19,40,24,12,18,20,18,19,18,19,10,14,18,8,18
"2661",18,35,19,13,18,21,19,18,17,19,16,17,18,15,19
"2662",19,34,27,11,18,20,18,18,18,18,10,13,18,8,18
"2663",18,36,25,11,18,20,18,19,19,19,11,17,19,10,18
"2664",19,37,25,10,18,18,18,19,18,19,10,17,18,11,18
"2665",18,36,26,12,18,22,18,19,19,19,11,17,18,10,19
"2666",18,38,24,12,18,20,18,18,19,18,9,14,18,9,18
"2667",18,35,20,11,18,20,18,18,19,18,8,21,18,17,18
"2668",19,33,23,10,18,21,18,18,18,19,12,11,19,16,18
"2669",18,34,21,9,18,19,19,19,18,18,11,18,19,11,19
"2670",19,37,21,11,18,20,18,19,19,19,8,18,19,11,18
"2671",18,36,25,10,18,22,19,18,18,18,12,19,18,10,18
"2672",18,36,27,11,18,19,18,18,19,18,10,16,18,11,19
"2673",18,40,28,11,18,22,18,19,18,18,12,17,19,8,18
"2674",18,37,26,11,19,21,19,18,18,18,9,14,19,10,18
"2675",18,38,20,10,19,19,19,18,19,18,8,11,18,12,18
"2676",18,35,27,11,18,21,18,18,19,18,10,15,19,12,18
"2677",19,37,22,11,18,20,18,18,18,18,13,17,19,12,19
"2678",19,34,23,11,19,23,19,19,18,19,9,21,17,13,18
"2679",19,41,26,12,19,20,18,18,18,18,9,16,19,9,18
"2680",18,37,26,11,18,18,18,17,19,18,11,22,18,10,19
"2681",18,35,22,10,19,22,18,18,18,18,11,20,18,11,19
"2682",18,39,20,9,18,20,18,19,19,18,11,17,18,9,18
"2683",18,39,26,10,18,20,17,19,18,18,11,10,19,9,18
"2684",19,38,27,10,19,21,18,18,18,18,9,16,19,13,19
"2685",18,36,22,11,18,21,18,19,18,18,12,16,17,10,19
"2686",19,35,25,10,19,21,18,18,18,19,11,15,19,9,18
"2687",19,35,21,9,19,22,18,18,19,18,9,12,18,11,19
"2688",17,37,25,11,18,20,19,19,18,19,10,12,18,10,19
"2689",19,35,25,11,19,21,18,18,18,19,9,15,19,11,19
"2690",18,35,26,10,18,23,18,18,18,19,9,18,18,6,18
"2691",18,34,26,10,19,20,18,19,18,19,12,11,19,7,19
"2692",19,32,21,12,18,21,18,18,18,19,12,14,18,8,18
"2693",18,36,24,10,18,20,17,19,18,18,8,14,18,8,18
"2694",18,38,24,11,18,20,19,18,18,19,9,18,18,8,18
"2695",18,38,29,11,19,22,19,19,19,18,9,18,18,9,18
"2696",18,34,20,11,19,20,19,18,19,18,10,15,18,13,18
"2697",19,33,26,10,19,23,18,19,19,18,9,13,19,10,18
"2698",19,38,25,11,19,22,18,18,19,17,10,13,19,16,18
"2699",19,37,19,11,18,19,19,18,19,18,9,17,18,14,18
"2700",18,36,29,10,17,20,19,18,19,18,10,17,18,11,19
"2701",17,36,26,11,19,21,19,18,18,18,9,16,19,6,18
"2702",18,34,25,11,18,22,18,18,19,19,8,11,19,8,19
"2703",18,35,22,10,18,21,19,19,18,18,8,14,19,6,18
"2704",19,34,24,12,18,21,18,19,18,18,10,15,18,12,18
"2705",19,39,24,12,18,20,18,18,18,18,7,13,18,9,19
"2706",19,37,26,11,19,19,19,18,19,18,8,16,18,9,18
"2707",18,38,22,12,18,19,18,18,18,18,10,15,19,15,19
"2708",19,33,25,11,19,19,19,18,18,19,8,14,18,15,18
"2709",19,36,23,11,18,20,18,18,18,18,12,18,19,9,18
"2710",19,36,28,11,18,19,18,18,17,19,11,11,19,15,18
"2711",18,35,30,11,18,22,18,18,18,18,8,19,18,7,18
"2712",18,38,19,12,18,20,18,18,19,19,9,18,19,11,18
"2713",19,36,20,10,19,22,18,19,19,17,10,18,18,9,18
"2714",18,35,23,11,18,20,18,19,18,18,9,13,18,12,19
"2715",18,37,26,11,18,22,18,19,18,18,9,19,18,9,18
"2716",18,37,24,11,19,20,18,18,18,19,12,14,19,6,18
"2717",18,35,26,11,18,23,18,18,19,18,11,13,18,7,19
"2718",18,34,29,11,18,20,18,18,18,19,10,16,18,4,18
"2719",18,36,22,11,18,22,19,18,18,19,10,20,18,9,18
"2720",18,35,27,11,18,20,19,18,18,18,9,17,18,13,19
"2721",18,38,24,9,19,19,18,18,18,19,11,14,18,13,18
"2722",18,39,24,10,18,22,18,19,18,18,11,13,19,11,18
"2723",17,36,26,11,18,17,18,19,18,18,11,14,18,12,18
"2724",18,37,27,12,18,20,18,19,17,18,10,18,18,13,18
"2725",19,34,22,10,17,21,18,18,19,18,11,18,18,11,18
"2726",18,35,24,10,18,21,18,18,19,17,8,11,18,12,19
"2727",19,35,25,11,18,19,18,18,18,18,11,15,18,11,19
"2728",19,38,22,11,17,19,19,18,18,18,9,11,18,11,19
"2729",18,36,26,11,18,19,18,18,18,19,10,19,19,12,18
"2730",18,37,25,10,19,20,18,19,19,19,11,11,19,9,18
"2731",18,37,19,10,19,19,19,18,19,19,8,12,18,10,18
"2732",18,37,24,10,18,21,18,18,18,18,12,12,19,8,19
"2733",18,36,22,10,18,19,18,18,18,18,9,23,18,13,19
"2734",18,34,25,9,18,20,18,19,19,18,11,17,18,8,18
"2735",18,34,26,10,18,22,18,18,18,18,12,14,18,9,19
"2736",19,39,25,12,18,20,18,18,18,19,11,15,18,9,18
"2737",19,36,25,11,18,19,18,18,19,20,11,13,19,8,18
"2738",19,38,28,12,18,18,18,19,18,18,10,13,18,14,19
"2739",18,39,23,10,18,21,18,18,18,18,11,12,18,13,19
"2740",19,39,22,12,19,18,18,18,18,18,11,14,19,6,18
"2741",19,34,28,11,18,23,18,18,18,18,11,15,19,5,19
"2742",18,36,27,13,19,20,18,19,19,18,9,16,18,16,19
"2743",18,36,28,11,18,21,18,18,18,19,9,19,18,11,18
"2744",18,37,25,10,18,20,18,19,18,19,11,11,18,14,18
"2745",19,35,24,11,18,22,19,18,18,19,9,14,18,7,18
"2746",18,39,25,10,18,21,18,18,18,18,9,18,18,7,18
"2747",19,33,21,11,18,19,18,18,18,18,10,12,18,8,18
"2748",18,37,22,11,18,20,18,18,18,18,8,13,18,7,18
"2749",18,42,24,11,19,21,19,18,18,19,11,18,18,12,18
"2750",18,34,22,13,18,20,18,18,18,19,8,19,19,10,19
"2751",18,38,21,10,18,19,18,19,18,18,11,15,19,11,18
"2752",18,37,21,10,19,20,18,18,19,18,9,20,18,9,19
"2753",19,37,22,11,18,21,19,18,18,18,11,15,19,12,18
"2754",18,36,23,10,18,23,18,18,18,18,12,8,19,10,18
"2755",18,34,23,10,18,21,18,19,18,19,10,12,19,9,19
"2756",18,37,26,11,18,22,18,17,18,19,10,14,19,11,18
"2757",18,38,24,11,19,22,19,19,18,18,12,14,18,10,18
"2758",18,33,26,11,19,22,19,18,19,18,10,13,18,9,18
"2759",18,36,21,11,18,22,18,18,19,18,13,17,18,13,18
"2760",19,38,23,10,18,23,18,18,19,18,10,16,19,13,17
"2761",19,35,27,11,18,21,18,18,19,18,10,13,18,10,19
"2762",18,32,24,10,18,21,19,18,19,18,11,14,19,11,19
"2763",18,37,21,11,18,21,19,19,18,19,8,13,18,8,19
"2764",18,35,26,11,18,20,18,19,18,18,10,16,18,8,18
"2765",18,37,25,11,18,20,18,18,18,18,9,19,18,8,18
"2766",18,37,21,10,18,21,19,18,18,18,10,26,19,8,18
"2767",18,38,24,11,19,19,18,18,18,18,10,10,18,9,19
"2768",18,33,21,10,19,22,18,18,18,19,9,15,19,11,18
"2769",19,34,26,10,18,20,18,18,19,18,11,14,18,11,18
"2770",18,35,27,10,18,20,19,19,18,17,8,12,19,12,18
"2771",19,37,23,13,18,20,18,18,18,18,10,15,18,9,19
"2772",18,40,26,11,19,21,19,18,18,18,12,12,18,12,18
"2773",19,38,22,12,19,22,19,18,18,18,10,13,18,8,19
"2774",18,34,19,11,19,20,18,18,19,20,11,14,19,13,18
"2775",19,38,22,10,18,20,19,19,19,18,10,16,18,9,18
"2776",19,35,24,11,19,20,18,18,18,18,10,16,17,9,19
"2777",18,38,20,11,18,20,18,19,19,18,10,20,19,10,18
"2778",19,35,21,10,19,21,18,18,18,18,9,17,18,12,18
"2779",18,37,26,10,17,21,18,18,18,19,12,14,18,10,18
"2780",19,37,21,11,18,20,18,19,19,18,11,16,19,10,19
"2781",18,37,25,11,18,20,18,19,18,18,10,12,19,11,18
"2782",18,38,26,12,18,20,18,18,18,18,10,16,18,6,19
"2783",18,34,24,10,18,22,18,18,18,18,9,18,19,9,18
"2784",18,36,23,11,18,19,19,18,19,18,12,15,19,11,18
"2785",18,38,23,11,18,21,19,18,18,18,11,16,19,8,19
"2786",18,36,23,11,18,20,18,19,18,18,13,15,18,10,19
"2787",18,36,22,11,18,20,18,18,18,18,8,18,18,10,19
"2788",18,39,20,11,18,19,19,18,19,18,9,19,19,7,18
"2789",19,36,22,10,18,20,18,18,18,19,12,14,17,13,18
"2790",19,33,23,11,18,21,18,18,18,18,10,14,18,7,18
"2791",18,37,25,13,18,21,18,18,18,18,10,19,18,10,19
"2792",18,38,29,10,19,21,19,19,18,18,14,18,18,9,18
"2793",19,40,26,10,19,18,18,18,18,18,10,12,19,6,18
"2794",18,36,23,9,19,21,17,18,19,18,8,14,18,7,19
"2795",19,39,22,11,19,19,19,18,18,19,9,18,18,8,18
"2796",18,33,25,11,18,20,19,18,19,18,10,12,19,12,18
"2797",19,35,25,11,18,18,19,18,18,17,9,15,18,13,18
"2798",18,37,24,11,18,20,18,19,19,19,9,18,18,7,19
"2799",19,34,23,10,18,22,17,18,18,18,10,16,18,8,18
"2800",18,37,25,12,18,21,18,18,18,18,11,16,18,13,18
"2801",18,38,26,13,18,22,19,19,18,19,10,13,19,12,18
"2802",19,39,24,12,18,21,18,18,18,19,11,13,19,10,18
"2803",19,35,27,10,19,23,19,19,18,18,11,18,19,12,19
"2804",18,38,25,11,18,22,19,18,19,19,10,17,19,10,19
"2805",18,35,22,11,19,20,18,18,19,18,10,15,18,11,19
"2806",18,34,24,11,18,19,18,18,18,19,12,14,19,9,17
"2807",18,37,28,11,18,20,19,19,18,18,9,18,18,11,19
"2808",18,37,24,12,18,23,18,18,18,19,11,18,18,8,18
"2809",18,38,23,12,19,20,18,18,18,18,9,11,18,10,18
"2810",19,36,23,10,18,21,17,18,18,18,9,15,18,11,18
"2811",18,36,26,9,19,21,18,18,18,19,8,18,18,9,18
"2812",19,36,23,13,19,22,19,19,18,18,10,14,19,11,18
"2813",19,35,19,12,19,20,18,18,18,19,14,19,18,6,19
"2814",18,37,26,10,19,21,18,18,18,19,12,13,18,10,18
"2815",18,38,27,11,18,20,19,18,18,18,11,18,18,16,18
"2816",19,39,24,12,18,22,19,18,18,19,10,13,18,10,18
"2817",18,39,25,10,18,20,18,19,18,18,13,15,19,8,18
"2818",19,39,26,11,19,21,18,18,18,19,12,13,18,13,18
"2819",18,39,28,10,19,22,18,18,19,19,8,15,19,9,19
"2820",17,39,22,11,18,21,18,18,19,18,9,14,18,8,18
"2821",18,35,27,12,19,19,19,19,18,19,10,15,18,11,18
"2822",17,38,22,10,18,22,19,18,18,18,11,13,18,10,17
"2823",18,36,25,10,19,21,19,19,17,19,11,16,18,9,18
"2824",19,35,25,10,19,20,18,18,18,18,10,25,19,9,19
"2825",19,37,24,12,18,20,19,18,18,18,10,15,19,12,18
"2826",18,34,26,11,18,20,18,18,19,18,9,17,19,9,18
"2827",18,37,24,10,18,21,18,18,19,18,10,21,19,12,19
"2828",18,39,24,10,18,21,18,19,18,18,10,13,19,12,18
"2829",19,38,29,11,19,21,19,18,19,18,9,15,19,7,18
"2830",18,38,24,12,18,21,18,18,18,19,10,20,19,13,18
"2831",18,34,23,10,18,19,18,18,18,19,11,15,19,11,18
"2832",18,37,24,11,18,21,18,18,18,19,12,15,18,8,18
"2833",19,37,24,10,18,19,18,19,18,18,14,12,18,13,19
"2834",18,39,26,10,17,21,19,19,18,17,7,19,19,7,19
"2835",18,32,24,12,19,22,18,18,17,19,12,14,18,10,18
"2836",18,35,23,12,18,20,18,17,19,18,12,19,19,11,18
"2837",18,37,23,12,18,22,18,19,19,19,10,16,18,10,18
"2838",18,36,25,12,18,21,19,18,19,19,11,22,18,9,18
"2839",18,39,20,13,18,21,18,17,18,19,10,14,19,8,18
"2840",19,37,24,11,19,22,19,18,18,19,12,19,18,11,18
"2841",19,36,25,11,19,21,19,18,18,18,9,18,18,12,18
