"","v Afghanistan","v Australia","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v New Zealand","v Pakistan","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"8988",18,35,20,10,19,23,19,18,19,19,13,13,18,10,18
"8989",19,35,29,11,18,19,19,19,19,18,11,17,18,12,18
"8990",18,35,23,10,17,19,18,19,18,19,10,13,19,10,18
"8991",18,35,25,10,18,21,18,19,18,19,11,15,19,9,18
"8992",18,37,26,11,19,21,18,19,18,18,11,17,18,12,19
"8993",18,37,21,10,17,20,18,18,18,19,12,13,18,8,19
"8994",19,35,23,10,18,21,18,18,18,17,9,19,18,9,19
"8995",17,38,26,10,18,20,18,18,18,18,12,16,18,15,18
"8996",18,38,26,10,18,22,18,18,18,19,10,17,19,12,18
"8997",18,35,28,10,19,21,18,18,18,18,11,16,18,9,18
"8998",18,37,23,12,18,21,19,19,19,19,13,12,19,12,18
"8999",18,34,30,11,19,21,19,18,18,19,10,12,18,11,18
"9000",18,36,23,11,19,19,18,18,18,18,9,12,19,11,18
"9001",18,40,21,12,18,21,18,19,18,18,11,17,18,16,18
"9002",18,37,21,10,18,19,18,18,19,19,10,19,19,10,19
"9003",18,35,32,11,19,20,19,18,18,18,10,20,18,14,19
"9004",18,33,28,12,19,20,19,19,18,18,9,14,18,12,18
"9005",18,33,22,11,19,18,18,18,19,19,12,14,18,14,18
"9006",18,41,25,9,17,21,18,19,18,18,10,16,18,12,18
"9007",19,36,26,11,18,19,18,18,19,17,11,18,18,12,18
"9008",18,35,30,10,18,18,18,19,19,18,10,15,18,9,18
"9009",18,35,19,11,19,20,18,18,19,18,9,11,19,14,19
"9010",18,35,22,11,18,19,19,19,18,19,13,14,18,12,18
"9011",19,33,24,10,18,19,18,18,19,18,9,13,18,8,19
"9012",18,36,25,11,19,21,19,18,19,18,9,11,18,7,18
"9013",19,35,21,10,18,22,18,18,18,18,10,16,18,8,18
"9014",19,36,22,11,18,21,19,18,19,19,10,14,18,9,18
"9015",18,39,25,12,19,19,18,19,18,18,12,10,19,8,18
"9016",18,38,24,10,18,19,18,18,18,19,10,13,19,9,18
"9017",19,36,22,11,18,20,19,18,19,18,13,17,17,13,18
"9018",19,36,21,11,19,20,18,19,18,18,13,14,18,11,17
"9019",17,33,23,10,18,20,18,18,18,18,10,22,18,10,18
"9020",19,36,22,11,19,20,19,18,18,18,11,12,18,7,19
"9021",18,36,25,12,18,21,18,18,19,18,12,21,18,9,18
"9022",18,34,23,11,18,22,18,19,19,18,10,18,18,9,18
"9023",19,34,24,10,18,22,18,19,18,18,12,12,19,15,19
"9024",19,36,21,10,18,20,17,18,19,18,10,20,18,8,18
"9025",18,36,24,10,18,20,18,19,18,18,11,14,19,7,18
"9026",19,36,22,9,19,21,19,18,18,18,9,16,18,12,18
"9027",18,37,22,12,18,20,19,18,18,19,11,16,18,15,18
"9028",19,34,22,11,19,20,18,18,19,19,11,13,19,13,19
"9029",18,37,24,14,18,23,18,18,18,19,10,15,19,14,18
"9030",18,35,23,11,18,20,18,18,19,19,12,16,19,8,18
"9031",18,39,22,11,18,20,18,18,19,18,10,12,19,11,18
"9032",18,37,22,12,19,18,19,18,18,19,12,10,18,9,18
"9033",18,39,23,10,18,18,19,19,18,18,10,15,18,15,18
"9034",18,37,23,12,19,23,19,19,19,19,12,15,18,11,18
"9035",18,35,19,12,18,21,18,19,18,18,12,15,18,9,19
"9036",18,35,23,10,18,20,18,18,18,19,9,21,18,14,18
"9037",18,35,26,10,18,20,18,18,18,18,10,17,18,16,19
"9038",19,33,23,12,18,20,18,18,19,19,11,14,18,10,18
"9039",18,36,24,10,18,21,17,18,19,18,12,11,19,11,19
"9040",18,38,22,10,18,22,19,19,18,18,10,20,19,10,18
"9041",17,38,27,13,17,20,19,18,18,19,11,16,18,12,19
"9042",18,38,23,10,18,20,19,19,18,18,13,15,18,13,18
"9043",18,34,24,10,19,21,18,19,18,18,11,16,19,8,17
"9044",19,34,20,10,19,20,18,19,19,18,9,13,18,10,18
"9045",18,35,24,12,18,21,18,18,18,18,7,16,18,11,18
"9046",18,37,26,10,18,21,18,18,19,18,13,14,18,9,17
"9047",18,36,28,11,18,20,18,19,18,18,12,16,18,9,18
"9048",18,37,26,12,19,21,18,18,18,19,14,18,18,16,19
"9049",19,33,27,13,18,21,18,18,19,18,12,17,19,6,18
"9050",18,39,21,11,18,21,18,18,19,19,9,14,18,9,18
"9051",18,37,26,12,18,19,18,18,19,18,9,17,18,18,18
"9052",18,34,21,11,18,22,19,18,18,18,10,22,19,10,18
"9053",17,33,27,11,18,22,18,19,19,19,10,13,19,8,18
"9054",18,35,22,11,19,22,18,18,18,18,10,14,18,10,18
"9055",19,35,24,11,18,21,19,18,19,18,12,23,18,9,18
"9056",19,36,28,13,18,20,18,18,17,18,9,13,18,9,19
"9057",18,38,25,10,19,19,19,18,18,18,11,11,19,11,19
"9058",19,36,25,12,18,20,18,19,18,19,10,19,18,10,18
"9059",18,36,25,10,18,21,18,18,19,19,9,17,19,13,18
"9060",18,39,23,11,18,19,18,18,18,18,11,16,18,10,19
"9061",18,38,25,10,18,22,18,19,19,18,12,14,18,9,18
"9062",18,37,25,13,18,20,19,18,18,18,10,17,19,10,18
"9063",19,40,25,10,19,21,18,18,18,18,11,16,19,10,18
"9064",19,36,26,12,18,21,18,18,18,18,11,15,18,10,18
"9065",18,39,26,13,18,21,18,18,19,19,11,15,19,10,19
"9066",18,37,23,12,19,19,18,18,18,18,10,18,18,14,19
"9067",18,36,20,10,19,22,17,18,18,18,11,11,18,11,19
"9068",18,32,30,9,18,21,18,18,18,18,9,15,19,12,18
"9069",19,35,25,10,18,20,19,18,19,18,9,16,18,12,19
"9070",18,36,22,11,19,21,17,19,19,19,11,19,19,12,18
"9071",18,38,24,12,17,21,18,18,19,18,8,13,19,7,18
"9072",19,36,24,10,19,20,18,19,18,19,12,10,19,9,18
"9073",18,36,29,10,18,21,18,18,18,18,10,19,18,9,18
"9074",18,37,22,10,18,20,19,18,19,19,11,18,19,8,19
"9075",19,37,23,10,19,22,17,18,19,18,11,18,18,10,19
"9076",18,39,27,11,19,21,19,18,19,18,11,14,18,14,18
"9077",18,35,23,10,19,22,18,18,18,17,10,16,18,15,18
"9078",18,40,25,10,19,21,18,18,18,18,11,19,18,12,18
"9079",18,41,27,10,19,20,18,18,19,19,10,20,18,8,19
"9080",18,37,22,10,19,20,18,19,18,18,9,18,19,7,18
"9081",18,37,24,11,18,20,19,19,19,19,9,16,19,6,19
"9082",18,36,26,13,19,19,18,19,18,18,12,12,19,9,18
"9083",18,39,22,11,18,21,19,18,18,19,8,13,18,8,19
"9084",18,36,25,11,18,22,18,18,18,18,9,14,19,10,19
"9085",18,36,24,11,19,19,18,18,18,18,10,16,19,12,19
"9086",19,39,23,12,18,22,19,18,17,18,9,19,18,9,18
"9087",18,38,30,11,18,21,18,19,19,18,11,17,18,9,18
"9088",18,39,18,10,18,21,19,17,18,18,12,16,18,9,18
"9089",19,33,26,11,17,19,18,18,19,18,10,16,18,15,18
"9090",18,35,22,11,19,20,18,19,19,18,9,16,19,10,18
"9091",18,35,28,9,19,22,18,18,18,18,11,13,18,9,19
"9092",18,39,21,11,18,19,18,18,18,18,9,13,18,8,19
"9093",18,36,22,10,18,20,18,18,18,18,8,17,19,8,18
"9094",19,33,21,10,19,22,19,18,19,18,8,13,18,18,18
"9095",18,37,25,12,18,23,18,19,18,18,13,15,19,10,18
"9096",19,35,29,12,19,22,18,18,19,18,9,15,19,7,18
"9097",19,37,25,12,19,21,18,18,18,19,9,13,18,14,18
"9098",19,35,21,12,18,22,18,18,19,18,10,15,19,10,19
"9099",18,36,19,11,19,22,18,18,19,18,12,15,18,6,19
"9100",18,36,23,12,18,21,18,18,19,18,11,16,19,11,18
"9101",18,36,23,11,18,19,18,18,18,19,10,11,18,14,18
"9102",19,33,24,10,19,20,18,18,18,18,10,21,18,9,18
"9103",18,34,21,11,19,20,18,18,18,19,9,18,18,10,19
"9104",18,39,26,11,19,21,18,18,19,19,9,20,19,11,19
"9105",18,37,18,11,18,22,18,18,18,18,11,18,19,8,18
"9106",19,37,27,10,19,22,18,18,18,18,8,14,18,9,18
"9107",18,34,25,11,17,21,19,19,19,18,11,10,19,12,18
"9108",18,36,23,11,18,20,18,18,18,18,11,17,18,11,18
"9109",18,37,26,12,18,20,19,19,19,18,12,16,19,16,19
"9110",18,37,19,11,18,22,18,19,18,18,9,15,18,12,17
"9111",19,33,21,10,18,21,18,18,18,19,11,13,19,9,18
"9112",18,35,25,12,18,22,19,18,18,18,10,12,18,14,18
"9113",19,36,22,11,18,17,19,18,18,18,9,15,19,8,18
"9114",18,36,22,9,19,21,19,18,18,18,9,12,18,12,18
"9115",18,36,27,11,18,20,19,19,18,18,9,15,19,13,18
"9116",18,37,25,11,19,21,19,19,19,18,10,14,18,9,18
"9117",18,36,24,12,18,20,18,18,19,18,10,14,18,6,18
"9118",19,36,28,10,19,21,19,19,19,18,10,17,18,12,18
"9119",18,35,30,10,18,20,18,18,18,19,10,14,19,10,18
"9120",18,38,22,12,18,22,18,17,18,18,10,21,19,9,18
"9121",18,37,22,10,19,20,17,18,18,18,12,21,18,11,18
"9122",18,33,21,10,18,22,19,18,18,18,9,11,18,12,18
"9123",18,37,21,8,18,21,18,18,18,19,10,14,18,9,18
"9124",18,35,28,11,19,20,18,18,18,18,10,19,18,12,18
"9125",18,38,23,11,18,21,18,18,18,18,13,15,18,10,19
"9126",19,33,25,13,18,22,18,18,18,18,9,16,18,8,18
"9127",18,34,22,11,18,21,18,18,19,18,12,14,18,11,18
"9128",18,35,23,11,19,21,18,18,19,19,12,13,18,15,19
"9129",18,37,24,10,17,20,19,18,18,18,11,15,19,11,18
"9130",18,38,23,11,19,21,18,18,18,18,10,21,18,10,19
"9131",18,39,23,9,18,20,18,19,18,19,8,15,18,14,18
"9132",18,36,26,10,18,19,18,18,18,18,11,22,18,15,18
"9133",18,35,22,12,18,22,18,19,18,18,8,14,17,12,18
"9134",18,36,23,11,18,21,18,18,18,18,10,13,19,11,17
"9135",18,37,19,10,18,19,18,19,19,18,12,14,18,9,19
"9136",18,37,21,10,18,20,18,18,18,18,9,16,18,14,19
"9137",18,39,24,9,18,19,18,19,18,18,11,15,18,7,19
"9138",18,35,16,11,19,20,17,18,19,18,8,15,19,13,18
"9139",19,35,20,10,19,22,18,18,19,18,9,15,18,14,19
"9140",18,36,20,11,18,23,19,18,18,19,10,13,18,12,18
"9141",19,34,26,10,18,21,18,18,19,19,10,17,18,7,19
"9142",19,36,20,12,18,20,18,19,18,19,13,15,18,12,18
"9143",18,35,25,11,18,22,18,18,19,18,12,11,19,12,19
"9144",18,34,26,10,18,23,18,18,19,18,9,10,19,12,18
"9145",18,39,29,10,19,20,19,18,19,18,11,9,18,8,18
"9146",18,38,26,11,19,21,19,19,18,19,11,18,18,10,19
"9147",18,34,21,11,19,18,19,19,18,18,8,17,18,7,18
"9148",19,40,27,10,18,21,18,18,18,18,9,16,19,16,18
"9149",18,36,27,11,18,22,19,18,18,19,12,13,18,10,19
"9150",18,35,23,10,18,20,18,17,18,18,8,12,18,9,18
"9151",18,39,24,12,18,21,19,18,18,19,10,15,19,13,18
"9152",18,34,22,11,18,20,19,18,18,18,13,13,19,10,18
"9153",18,38,20,13,19,19,18,18,19,19,9,15,18,11,18
"9154",18,39,23,11,18,22,18,19,18,18,12,17,18,11,19
"9155",17,36,26,13,18,20,19,19,18,18,8,18,19,11,18
"9156",19,35,24,12,17,21,18,18,18,19,12,15,18,10,17
"9157",18,37,23,10,18,19,19,18,19,19,10,11,18,9,18
"9158",18,36,23,10,19,22,17,19,18,18,9,17,19,11,18
"9159",18,35,27,13,19,21,18,18,18,18,9,17,19,5,18
"9160",17,36,25,11,19,21,18,18,18,19,8,17,18,7,18
"9161",19,36,22,12,18,20,19,18,20,19,11,15,19,9,18
"9162",18,35,20,11,18,20,19,18,18,19,11,16,18,12,18
"9163",18,39,23,11,19,20,18,19,19,18,10,13,18,8,18
"9164",18,36,23,12,19,20,18,18,19,18,11,16,18,9,18
"9165",18,35,22,11,18,21,19,18,18,18,10,13,19,8,19
"9166",18,39,27,11,19,19,18,19,19,17,12,18,19,12,18
"9167",18,36,20,10,18,19,19,19,19,18,12,17,18,8,18
"9168",19,35,23,12,19,21,19,18,19,19,9,11,18,14,19
"9169",18,35,24,12,18,20,19,19,18,18,14,17,19,14,18
"9170",19,39,23,11,18,21,18,18,19,18,9,14,19,8,18
"9171",19,35,23,12,18,19,18,18,18,18,11,18,18,9,18
"9172",18,38,24,12,19,21,18,18,18,18,11,17,18,13,19
"9173",18,36,25,10,18,19,18,18,18,19,13,12,18,12,18
"9174",18,36,22,11,18,20,18,18,18,18,10,13,19,8,19
"9175",18,35,21,13,18,18,18,19,19,18,11,16,18,13,18
"9176",18,36,28,12,19,20,19,18,18,18,12,18,18,8,18
"9177",19,36,27,10,19,17,19,18,19,18,11,17,19,10,18
"9178",18,33,25,13,19,21,18,18,19,18,9,17,18,16,17
"9179",18,35,25,11,18,20,18,18,18,18,9,16,19,15,18
"9180",18,39,27,9,19,21,18,19,18,18,9,16,18,6,18
"9181",19,38,23,12,18,25,18,18,18,18,10,15,17,10,18
"9182",19,37,18,11,18,22,18,18,18,18,9,14,18,10,19
"9183",19,36,24,13,18,21,18,19,18,18,14,18,18,11,18
"9184",19,38,25,11,18,20,17,18,18,18,12,14,18,10,18
"9185",18,36,23,12,18,19,19,18,18,19,11,21,18,10,18
"9186",18,36,24,12,18,22,18,18,19,18,8,11,18,10,18
"9187",19,37,26,11,18,22,18,18,18,17,9,15,18,10,18
"9188",19,37,24,12,18,19,19,18,18,18,9,16,19,12,18
"9189",19,35,23,10,19,19,18,19,17,19,10,20,18,11,18
"9190",19,36,25,10,18,20,18,18,18,19,13,13,18,10,18
"9191",18,33,26,9,19,20,19,18,18,19,9,15,18,7,18
"9192",19,34,25,12,18,20,18,18,18,18,12,15,19,10,19
"9193",18,35,25,11,19,19,18,19,18,18,10,20,18,8,18
"9194",17,39,25,11,18,20,18,18,18,17,11,14,18,10,18
"9195",19,37,23,11,19,20,19,18,18,18,11,18,19,7,18
"9196",19,38,28,10,19,20,18,19,18,19,11,20,19,8,18
"9197",18,37,27,11,18,22,18,19,18,18,11,14,19,14,19
"9198",19,35,26,9,19,20,19,18,19,18,9,14,18,10,18
"9199",18,39,23,10,18,19,19,18,18,18,10,17,17,10,18
"9200",19,38,32,12,19,20,18,18,19,18,10,12,19,8,18
"9201",19,35,24,12,18,22,18,18,18,18,10,17,18,10,18
"9202",18,37,25,10,18,19,18,18,18,18,9,13,18,13,18
"9203",19,35,23,12,18,21,19,18,18,18,13,14,18,11,19
"9204",19,37,25,11,18,21,18,18,19,19,9,12,18,8,18
"9205",18,38,23,12,18,21,19,18,18,18,11,17,18,10,18
"9206",18,37,19,11,18,20,19,18,19,18,10,14,18,8,18
"9207",18,35,24,12,19,21,19,19,19,18,9,13,18,7,18
"9208",18,36,23,12,18,20,18,18,19,18,9,10,19,14,18
"9209",18,37,21,11,18,20,18,19,18,19,8,16,18,13,19
"9210",19,34,18,12,18,20,18,17,17,18,10,11,18,12,19
"9211",18,36,25,11,19,20,19,18,18,18,8,16,19,11,18
"9212",18,35,24,12,18,21,18,18,18,19,10,16,18,17,18
"9213",19,36,27,12,19,23,18,18,18,18,11,15,19,13,18
"9214",19,35,24,11,18,20,18,18,18,18,10,13,18,12,18
"9215",17,39,22,10,19,18,19,18,18,18,10,13,18,12,18
"9216",18,35,26,11,18,20,18,18,18,18,10,15,18,9,18
"9217",18,37,19,11,18,20,17,18,18,19,9,17,19,13,18
"9218",17,40,22,11,18,20,19,18,18,18,12,18,19,10,18
"9219",19,36,26,10,19,20,19,19,18,19,9,15,19,11,19
"9220",18,38,26,11,18,20,18,18,19,19,9,13,18,11,18
"9221",18,35,23,11,18,19,18,18,18,18,11,10,18,10,18
"9222",18,38,19,12,18,18,18,18,18,18,10,15,19,10,18
"9223",18,36,24,11,19,21,19,19,18,18,10,15,18,11,18
"9224",18,38,22,13,18,19,18,18,19,19,10,15,20,10,18
"9225",18,37,19,10,18,20,17,18,19,19,11,16,19,11,18
"9226",18,37,27,12,19,20,18,18,18,19,10,23,19,9,18
"9227",18,35,27,11,19,21,18,18,19,18,12,10,17,8,19
"9228",18,40,31,11,19,22,18,18,18,17,11,16,18,11,18
"9229",19,37,22,11,19,19,18,18,18,19,10,14,18,6,18
"9230",18,38,29,10,19,20,18,18,18,18,9,18,19,11,19
"9231",18,37,23,11,19,23,18,19,18,18,10,16,18,12,19
"9232",18,37,23,12,18,19,19,18,18,18,12,15,19,11,18
"9233",19,35,18,12,18,19,18,19,18,18,13,18,18,17,18
"9234",18,37,23,12,18,19,18,19,18,18,10,20,18,10,18
"9235",18,35,23,11,18,19,18,19,18,18,11,16,18,10,18
"9236",18,36,21,11,18,20,18,19,18,18,10,15,19,12,18
"9237",19,37,23,10,19,21,18,18,19,19,12,15,19,13,18
"9238",18,37,23,11,19,21,19,18,19,18,8,22,19,12,18
"9239",18,35,21,13,19,17,18,18,19,19,12,11,19,14,18
"9240",18,37,25,11,18,20,19,19,18,18,12,14,18,12,18
"9241",18,38,21,9,18,18,19,18,19,19,9,14,19,11,17
"9242",19,37,28,10,18,20,19,19,19,18,8,12,18,14,18
"9243",18,35,21,11,20,20,18,19,18,19,9,12,18,11,18
"9244",18,38,23,12,18,20,19,18,18,19,9,12,18,8,18
"9245",19,36,28,10,18,20,17,19,18,18,10,11,19,7,18
"9246",19,36,24,10,18,20,18,18,18,19,10,13,19,12,18
"9247",18,34,29,11,18,22,19,18,18,18,9,11,19,8,18
"9248",18,37,20,10,18,20,18,18,18,19,14,14,18,9,17
"9249",19,40,24,12,18,20,18,18,18,18,11,16,19,15,19
"9250",18,37,25,11,18,20,19,19,19,19,10,23,18,11,18
"9251",18,37,26,11,18,22,19,18,19,19,9,19,18,12,19
"9252",19,34,29,12,19,23,18,19,19,18,10,17,18,12,18
"9253",18,37,24,11,18,19,17,18,18,19,9,19,18,11,18
"9254",18,39,22,11,18,23,18,18,18,18,11,15,19,8,18
"9255",19,35,28,10,19,24,19,19,19,19,11,17,17,8,19
"9256",18,37,26,10,18,21,18,19,19,19,10,15,19,10,18
"9257",19,38,22,10,18,19,18,18,18,18,11,15,19,8,18
"9258",18,36,24,11,18,21,19,18,18,19,13,10,19,8,18
"9259",18,36,24,13,18,20,19,18,18,19,9,20,18,11,18
"9260",18,38,21,10,18,20,18,18,18,19,11,12,18,11,18
"9261",19,38,28,9,18,24,18,18,19,18,10,14,18,10,19
"9262",18,37,27,13,19,21,19,19,19,18,10,15,19,16,18
"9263",18,37,26,12,17,20,19,18,18,18,10,14,18,10,19
"9264",18,36,20,11,19,21,18,18,18,18,12,12,18,21,19
"9265",18,37,26,11,18,23,18,18,19,18,11,14,19,10,19
"9266",19,38,28,13,19,21,19,18,19,18,10,12,19,13,18
"9267",18,35,27,11,18,20,18,18,18,18,10,15,18,9,18
"9268",18,40,26,11,19,21,19,19,18,19,11,14,18,11,19
"9269",19,35,25,11,18,22,19,17,18,18,9,15,18,8,18
"9270",18,36,25,10,18,19,19,18,18,18,10,12,19,14,18
"9271",18,35,25,12,19,20,18,18,19,18,13,18,19,8,19
"9272",18,38,24,9,18,21,18,19,18,19,11,19,18,7,19
"9273",18,36,24,10,18,22,18,18,18,18,12,17,18,5,18
"9274",19,37,28,10,19,20,18,18,18,18,9,16,18,10,18
"9275",18,39,26,10,18,19,18,18,18,18,13,15,18,10,18
"9276",19,39,19,10,18,21,18,19,18,18,9,16,18,10,18
"9277",18,36,23,12,18,20,18,19,19,18,8,13,19,12,17
"9278",18,37,23,12,18,21,19,18,18,18,9,19,19,10,18
"9279",18,36,21,10,18,20,18,18,19,18,12,19,18,8,18
"9280",18,35,25,11,18,20,18,18,18,18,8,12,19,10,18
"9281",18,35,20,9,18,21,19,19,18,19,10,17,18,6,18
"9282",18,35,22,12,19,23,18,19,19,18,9,18,19,8,17
"9283",18,37,22,10,18,21,18,18,19,19,8,19,18,10,19
"9284",19,37,16,10,19,19,18,18,18,18,11,12,18,11,19
"9285",19,35,27,11,18,19,18,17,18,19,10,14,19,13,18
"9286",19,35,25,12,18,20,18,19,18,18,9,18,18,8,19
"9287",18,37,23,12,18,20,19,18,19,18,8,15,18,12,19
"9288",18,38,25,12,19,20,18,18,18,19,12,16,18,7,19
"9289",17,36,22,11,18,21,18,19,18,19,12,11,19,13,18
"9290",19,36,22,11,17,20,19,18,19,18,7,17,18,8,18
"9291",18,37,27,10,18,21,18,18,19,19,9,12,18,6,18
"9292",19,37,23,10,18,20,19,19,17,18,10,20,18,9,19
"9293",19,38,24,10,18,20,18,18,19,19,10,22,18,9,19
"9294",19,38,26,13,18,21,18,19,19,18,12,21,18,8,18
"9295",18,38,24,11,18,19,18,18,19,18,12,17,19,12,19
"9296",19,38,24,13,17,21,18,19,19,18,9,19,18,10,19
"9297",19,38,27,13,18,20,18,19,18,18,9,16,18,10,18
"9298",19,35,20,12,18,19,19,18,17,19,11,19,18,10,17
"9299",18,38,20,11,18,22,18,19,18,19,11,13,18,10,18
"9300",18,36,25,13,18,20,18,18,18,19,9,17,18,12,18
"9301",17,36,23,11,18,20,18,18,18,19,11,15,18,12,18
"9302",18,37,28,11,18,21,18,18,18,18,11,15,18,16,18
"9303",18,37,26,11,18,20,19,18,19,18,8,13,18,7,18
"9304",18,35,28,10,18,20,19,19,18,19,13,12,19,9,19
"9305",18,35,23,12,18,21,19,18,19,18,11,18,18,12,18
"9306",18,33,26,11,19,19,18,18,19,18,11,14,18,23,19
"9307",19,36,23,11,18,21,19,18,19,17,11,16,18,7,18
"9308",18,34,24,12,19,21,18,18,18,19,12,17,18,10,18
"9309",18,35,19,12,18,22,19,19,18,18,10,16,18,9,19
"9310",19,37,24,12,18,17,19,18,18,18,9,18,18,9,18
"9311",18,37,23,10,18,22,18,19,18,18,8,14,18,11,18
"9312",19,34,28,9,19,21,18,18,19,19,11,15,18,15,19
"9313",19,35,26,12,18,22,18,18,18,19,8,14,18,7,18
"9314",19,38,24,11,18,21,18,17,18,18,9,13,19,6,19
"9315",18,37,21,12,19,20,18,18,19,18,11,10,18,10,19
"9316",19,36,25,11,18,21,18,19,18,18,10,16,18,8,19
"9317",18,38,24,11,19,22,18,19,18,19,10,15,18,8,19
"9318",18,37,22,11,18,20,19,19,18,18,10,15,18,18,18
"9319",17,37,24,11,17,22,19,18,19,18,10,14,18,12,19
"9320",19,35,29,12,18,20,18,19,18,18,9,15,18,11,18
"9321",18,36,26,12,17,20,18,19,19,18,10,18,18,13,19
"9322",19,38,27,11,18,21,18,19,18,18,9,15,18,8,18
"9323",19,35,22,11,18,21,18,18,18,18,9,20,19,10,18
"9324",19,40,27,12,18,22,19,18,18,19,9,14,17,12,18
"9325",18,37,29,11,18,23,19,18,18,18,10,11,18,13,18
"9326",19,35,24,9,18,21,19,19,19,18,10,13,18,12,18
"9327",18,36,22,12,19,20,18,17,20,19,11,17,18,13,18
"9328",18,35,22,9,18,19,19,18,18,18,7,21,18,12,19
"9329",18,36,28,10,19,20,18,18,18,18,13,13,18,15,18
"9330",18,38,25,10,18,21,18,18,18,19,13,17,18,8,19
"9331",18,36,24,10,18,21,18,18,19,18,12,12,18,8,18
"9332",19,34,26,12,18,19,18,18,18,19,10,14,17,8,18
"9333",19,33,22,10,19,21,18,18,18,18,12,13,19,15,18
"9334",18,33,29,12,18,20,19,18,19,18,10,18,18,10,18
"9335",19,34,26,11,18,20,18,19,18,19,13,14,18,10,18
"9336",18,35,19,10,19,19,18,18,19,19,8,19,19,10,18
"9337",18,39,25,12,18,20,19,18,18,19,8,19,18,6,18
"9338",18,39,21,12,19,19,18,18,18,19,12,13,18,9,18
"9339",18,38,23,10,18,22,18,19,18,19,16,20,19,13,18
"9340",19,35,24,9,19,20,18,18,18,19,12,12,19,9,18
"9341",19,36,30,11,19,19,18,18,19,19,10,15,18,10,19
"9342",19,38,19,11,18,20,18,18,18,18,10,14,18,9,18
"9343",18,36,27,10,18,20,18,19,18,18,10,19,18,13,19
"9344",18,36,26,12,18,19,18,18,19,17,9,17,18,9,18
"9345",18,39,28,10,18,19,19,18,19,19,9,16,18,10,18
"9346",19,38,23,11,18,22,17,19,18,17,13,14,18,8,19
"9347",18,39,23,12,19,20,18,19,18,19,10,12,19,9,19
"9348",19,35,25,12,19,21,19,18,18,18,8,12,18,9,18
"9349",19,37,22,11,19,21,18,18,18,18,9,15,18,9,19
"9350",18,40,23,10,18,22,18,18,18,18,10,9,18,14,18
"9351",18,35,20,11,18,20,18,19,18,18,9,20,19,9,19
"9352",18,36,28,11,18,22,18,19,18,18,9,18,19,7,18
"9353",19,36,23,10,18,19,19,18,18,18,11,9,18,13,18
"9354",18,37,25,11,18,20,18,18,18,19,9,18,18,8,18
"9355",18,39,25,11,18,19,18,19,19,18,9,12,19,7,19
"9356",19,37,24,11,18,22,18,18,19,18,9,15,18,10,19
"9357",18,40,24,10,18,21,18,18,18,18,11,22,18,8,19
"9358",18,34,28,10,18,22,18,18,18,18,11,17,18,10,18
"9359",18,38,25,11,19,20,18,18,18,18,13,18,19,10,19
"9360",18,34,25,12,18,18,18,19,18,18,12,16,18,10,18
"9361",18,34,21,10,18,19,19,19,18,18,11,20,18,9,18
"9362",18,39,20,11,18,21,19,19,19,18,11,11,18,12,19
"9363",18,37,23,13,19,21,19,19,19,19,7,11,18,12,18
"9364",18,37,25,12,18,21,18,19,18,18,8,13,18,11,18
"9365",18,35,22,10,18,21,18,19,18,18,11,17,18,8,18
"9366",18,38,23,11,18,21,18,18,18,19,9,11,19,12,18
"9367",19,33,25,13,18,19,18,19,18,19,9,16,18,7,18
"9368",18,35,25,11,18,18,18,18,19,19,10,18,19,11,19
"9369",18,36,27,11,19,21,18,19,18,18,10,13,19,11,18
"9370",19,39,22,11,18,22,17,19,19,18,8,11,18,11,19
"9371",19,35,26,12,19,21,18,18,18,19,10,12,18,11,19
"9372",18,35,24,11,19,21,17,18,17,18,9,15,19,8,18
"9373",18,33,25,11,18,20,17,18,19,18,11,14,19,8,19
"9374",19,38,27,10,18,22,18,18,18,18,11,15,18,16,18
"9375",19,37,23,9,18,20,18,18,18,18,9,13,18,7,18
"9376",19,36,22,12,18,19,18,18,19,18,11,17,18,7,19
"9377",19,34,25,10,18,21,18,19,18,18,9,17,18,14,18
"9378",18,39,28,11,18,22,18,18,17,19,8,13,18,9,19
"9379",19,35,21,9,18,20,18,19,18,19,10,11,18,8,18
"9380",18,35,21,11,18,20,18,18,18,19,12,16,18,11,19
"9381",18,34,23,11,18,19,19,18,19,19,10,15,18,12,19
"9382",18,33,27,12,19,17,18,19,18,18,8,25,19,11,19
"9383",18,35,27,11,18,22,18,18,19,18,8,16,19,7,18
"9384",18,35,22,10,18,19,18,18,19,18,12,15,18,10,18
"9385",18,32,17,11,18,20,18,18,18,19,11,14,18,8,18
"9386",18,37,29,10,17,20,18,19,18,18,9,20,18,10,18
"9387",18,38,24,11,18,20,19,19,18,19,10,21,19,6,18
"9388",18,34,23,11,18,21,18,18,19,18,8,13,18,9,18
"9389",19,40,22,11,19,18,18,18,19,19,9,17,18,9,18
"9390",19,39,20,10,18,21,18,18,18,18,12,16,18,16,18
"9391",18,35,18,10,18,21,18,19,18,19,10,15,18,7,19
"9392",18,36,29,13,18,21,18,18,18,18,14,16,18,12,18
"9393",19,35,23,10,18,20,18,18,18,19,10,16,19,7,18
"9394",18,37,28,10,18,21,19,18,18,19,10,19,18,8,19
"9395",18,37,26,11,18,23,18,19,19,18,8,14,19,10,17
