"","v Afghanistan","v Australia","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v Pakistan","v South Africa","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"1400",116,37,61,57,49,28,55,48,52,61,70,42,52,41,78
"1401",118,48,59,60,50,35,65,52,58,52,43,33,50,54,75
"1402",114,36,43,60,53,38,69,54,59,53,51,39,53,45,74
"1403",108,42,49,52,55,43,61,65,43,55,57,51,54,30,75
"1404",113,35,66,51,66,37,59,53,69,57,38,39,58,37,76
"1405",112,50,41,55,57,50,55,49,45,60,53,31,58,33,75
"1406",116,47,58,54,55,30,48,46,62,57,44,45,62,36,78
"1407",115,43,49,57,59,38,56,53,58,56,52,44,53,33,74
"1408",124,42,54,51,56,33,64,47,52,55,51,39,62,36,77
"1409",112,50,49,47,54,34,49,46,47,65,44,44,59,45,76
"1410",118,43,58,51,54,37,60,62,49,68,43,45,58,34,78
"1411",110,33,53,55,53,43,53,55,55,55,48,38,47,39,74
"1412",114,42,51,56,59,35,56,55,62,59,39,31,57,40,79
"1413",111,37,58,50,57,27,63,59,52,50,61,36,44,40,76
"1414",114,33,48,56,51,54,61,54,56,45,46,36,59,34,79
"1415",112,50,48,61,65,38,55,61,55,57,42,41,54,38,73
"1416",106,41,49,71,53,32,54,55,60,60,39,34,52,41,78
"1417",117,43,50,52,61,33,57,63,62,57,47,41,53,50,79
"1418",112,41,54,57,49,47,55,69,65,55,63,50,45,53,71
"1419",110,44,48,64,65,34,62,47,58,70,49,31,61,42,76
"1420",116,39,55,54,49,42,52,63,52,63,48,40,50,50,74
"1421",115,37,50,55,50,35,58,48,50,59,45,39,52,23,81
"1422",112,45,46,59,57,48,51,64,63,52,51,48,62,36,76
"1423",120,39,51,49,49,37,59,47,58,67,43,34,50,50,79
"1424",112,37,61,50,66,34,48,52,59,49,46,34,60,47,78
"1425",114,47,41,59,51,37,53,46,56,64,48,37,58,37,68
"1426",117,42,47,58,50,40,53,57,64,59,58,51,65,50,76
"1427",111,40,52,58,64,45,57,47,55,59,55,44,57,37,76
"1428",109,38,48,61,47,36,62,70,55,49,44,47,59,45,76
"1429",109,46,61,50,65,46,55,55,51,53,33,38,59,46,78
"1430",107,49,50,58,51,33,51,60,59,47,61,34,45,55,75
"1431",112,47,47,48,60,39,53,59,56,49,49,35,47,33,78
"1432",112,43,57,51,52,40,54,53,58,66,58,31,59,34,70
"1433",110,39,50,46,53,56,59,48,50,54,50,34,63,35,72
"1434",112,36,62,57,65,31,49,59,51,50,40,39,67,38,74
"1435",103,45,53,52,63,43,55,51,59,49,40,31,56,42,76
"1436",113,38,64,58,52,35,50,55,65,60,40,44,67,34,75
"1437",108,49,42,44,49,40,60,57,54,50,43,38,66,38,75
"1438",116,41,48,52,55,36,61,53,50,50,51,42,47,50,75
"1439",114,37,58,58,57,38,63,66,57,52,53,40,52,56,78
"1440",113,32,42,49,45,29,61,50,54,50,51,35,65,51,76
"1441",115,42,49,61,47,53,56,54,58,53,38,33,54,48,76
"1442",112,45,59,49,54,37,62,55,61,48,37,47,55,52,80
"1443",113,40,53,52,50,36,57,58,54,53,46,41,65,30,76
"1444",113,40,58,60,62,53,52,68,58,54,52,38,66,44,76
"1445",110,39,53,54,60,42,46,60,52,48,65,44,57,60,78
"1446",110,37,48,58,57,49,50,57,56,61,49,35,62,52,76
"1447",111,38,59,50,65,32,54,69,57,55,66,35,57,34,77
"1448",113,51,52,47,51,48,68,55,58,52,42,32,66,43,76
"1449",106,46,54,48,58,54,61,44,60,61,56,41,50,45,73
"1450",111,36,61,55,67,35,52,53,52,60,32,43,50,54,80
"1451",111,35,49,52,63,38,65,55,58,58,42,36,63,41,71
"1452",107,47,44,50,56,40,70,51,61,51,56,37,52,37,80
"1453",105,43,60,65,67,37,49,58,52,55,59,40,62,36,70
"1454",108,50,54,54,67,31,58,63,45,55,35,33,54,40,76
"1455",115,40,47,58,55,39,56,54,64,71,47,40,58,30,74
"1456",114,36,49,47,52,41,54,55,48,73,63,37,57,39,79
"1457",112,46,59,65,71,40,67,51,47,59,65,41,58,47,75
"1458",114,47,49,48,54,33,55,59,58,57,40,40,38,30,77
"1459",116,38,49,51,55,42,59,50,58,48,79,43,51,35,76
"1460",116,47,53,63,61,39,57,49,56,53,39,34,52,37,75
"1461",110,48,50,57,50,41,58,59,56,50,46,42,52,36,81
"1462",114,47,54,51,58,43,59,49,57,60,65,36,62,32,76
"1463",114,49,54,61,62,41,68,49,49,42,44,30,57,47,82
"1464",103,39,54,56,57,53,59,53,46,56,41,29,47,32,74
"1465",115,36,55,60,60,42,52,45,58,45,45,46,57,32,70
"1466",117,40,46,57,62,34,62,54,59,56,50,48,62,36,68
"1467",117,45,50,53,59,28,49,51,55,61,45,31,55,36,78
"1468",109,45,54,59,55,52,60,46,55,68,57,45,54,43,80
"1469",116,39,55,52,55,24,72,61,55,60,53,29,51,33,75
"1470",111,41,45,51,48,40,60,51,53,56,62,38,55,42,77
"1471",113,37,52,48,56,36,59,49,56,50,51,46,54,33,77
"1472",107,39,46,54,58,46,51,59,64,56,50,32,51,53,73
"1473",115,38,56,61,57,37,62,58,54,59,33,29,63,41,74
"1474",114,43,50,48,55,33,51,47,58,61,40,27,61,41,74
"1475",120,31,55,56,56,29,48,55,63,56,47,42,57,31,72
"1476",110,43,45,50,55,41,43,46,51,63,40,29,56,43,72
"1477",112,43,49,46,63,39,54,55,58,45,34,39,51,37,78
"1478",118,42,53,64,61,47,43,59,60,64,47,40,58,51,79
"1479",108,45,50,59,56,52,52,57,60,62,49,36,53,49,71
"1480",116,38,66,47,54,42,52,56,57,55,40,37,61,32,77
"1481",113,50,50,54,62,45,54,45,48,55,56,41,51,39,76
"1482",105,45,49,48,55,42,59,67,62,60,53,44,59,39,73
"1483",110,48,53,57,52,50,43,52,56,54,43,32,56,54,76
"1484",112,39,50,59,44,47,46,40,54,49,50,34,52,44,73
"1485",118,38,47,55,62,38,58,55,51,65,52,39,53,42,76
"1486",114,42,53,56,51,32,49,53,51,51,31,47,56,49,77
"1487",112,36,54,52,51,41,62,57,56,59,43,52,51,43,79
"1488",110,43,57,52,61,31,53,56,56,49,58,45,55,28,76
"1489",113,33,59,63,57,34,52,57,58,63,55,39,56,37,75
"1490",113,43,50,47,65,41,53,53,50,60,55,39,59,50,82
"1491",114,39,51,53,57,32,56,68,67,62,52,32,43,36,77
"1492",108,46,57,48,58,42,63,56,47,55,47,39,55,43,76
"1493",115,37,54,52,52,38,55,49,59,49,39,41,54,40,79
"1494",112,44,63,53,63,41,63,50,58,51,40,35,51,45,73
"1495",111,38,59,55,44,36,50,61,57,53,49,40,52,48,75
"1496",114,29,52,58,58,39,57,61,71,44,47,43,55,34,75
"1497",116,43,50,54,70,43,59,58,51,58,42,44,58,40,74
"1498",109,41,51,53,62,42,51,54,64,55,31,37,57,42,77
"1499",115,40,47,61,57,35,56,55,56,55,52,31,56,39,74
"1500",115,48,51,51,65,43,55,58,60,57,51,43,66,42,72
"1501",113,47,57,54,55,28,45,61,62,47,42,35,55,50,79
"1502",110,45,53,60,52,35,51,47,52,56,59,42,56,41,78
"1503",104,39,51,49,54,53,49,55,55,54,49,46,65,65,78
"1504",113,46,54,58,64,33,52,54,62,63,58,29,53,40,71
"1505",117,35,47,60,55,41,55,62,63,51,48,36,52,41,75
"1506",121,32,49,65,67,34,63,57,52,60,46,39,63,32,72
"1507",120,40,50,57,51,39,49,69,57,49,55,36,44,30,75
"1508",119,33,47,54,45,37,49,52,63,55,41,29,64,38,73
"1509",117,31,52,47,57,43,54,53,53,57,47,47,53,47,73
"1510",111,40,50,51,51,36,47,60,49,50,55,35,59,39,81
"1511",109,42,57,65,55,42,72,53,62,59,46,42,54,44,72
"1512",121,39,55,66,49,41,58,60,51,60,47,28,53,56,74
"1513",115,51,51,60,49,39,51,50,70,53,39,35,49,50,76
"1514",111,36,48,68,59,54,47,53,61,48,44,45,59,34,79
"1515",115,35,52,55,61,38,54,52,48,59,52,42,62,43,70
"1516",108,49,52,50,57,33,62,58,57,53,49,54,50,43,76
"1517",116,37,50,56,52,41,57,61,58,66,51,29,47,40,77
"1518",110,33,47,46,54,38,61,50,53,47,56,41,47,43,77
"1519",118,32,56,47,57,37,62,53,53,56,50,41,55,41,72
"1520",112,38,50,50,56,39,55,64,59,55,42,38,55,48,77
"1521",115,45,51,48,53,41,58,62,64,51,37,33,63,39,78
"1522",115,44,53,61,44,53,62,55,57,55,43,34,54,46,72
"1523",117,50,51,65,52,38,53,58,66,57,49,34,69,55,79
"1524",109,46,49,63,58,43,51,57,50,45,54,43,64,52,75
"1525",120,38,54,59,54,48,70,55,64,52,40,33,52,39,81
"1526",116,35,46,58,68,41,51,59,64,58,52,41,49,36,76
"1527",116,34,62,50,58,38,58,49,52,65,60,44,50,48,74
"1528",114,47,52,51,58,50,53,56,55,45,47,48,64,32,76
"1529",114,44,54,52,53,39,51,54,56,56,52,35,51,31,79
"1530",115,40,48,54,53,36,60,57,51,50,57,40,58,44,83
"1531",113,39,52,56,52,48,51,60,57,50,49,37,45,40,77
"1532",105,41,55,58,56,41,57,56,55,60,49,32,47,29,75
"1533",116,45,58,54,54,30,58,55,56,58,50,37,58,52,76
"1534",107,38,52,50,80,35,48,61,56,59,38,44,56,34,70
"1535",112,36,62,51,61,52,55,61,51,60,40,42,53,39,77
"1536",112,38,44,50,48,42,51,52,58,54,38,41,57,43,75
"1537",108,40,48,65,57,44,50,50,59,56,44,35,57,46,78
"1538",109,33,59,60,63,34,53,59,60,63,42,32,55,35,73
"1539",114,40,50,49,55,44,51,55,50,62,57,30,61,49,79
"1540",111,43,57,49,51,53,49,61,56,57,47,32,59,41,76
"1541",113,46,59,52,65,32,48,59,42,57,51,36,49,46,77
"1542",111,45,61,48,53,51,57,53,52,54,53,30,54,39,75
"1543",114,39,50,69,60,34,60,63,51,47,58,33,53,47,80
"1544",114,32,45,53,53,36,59,47,63,57,46,35,45,40,77
"1545",111,37,46,53,64,41,62,49,58,62,47,35,53,38,73
"1546",115,30,54,49,60,37,59,56,58,54,40,39,55,39,79
"1547",113,45,52,56,63,37,54,53,60,60,51,29,54,36,74
"1548",113,36,59,60,55,42,59,60,63,61,60,50,62,51,79
"1549",116,44,54,63,47,37,60,65,68,48,45,35,46,38,77
"1550",107,43,50,52,53,35,55,71,61,62,52,38,59,38,75
"1551",114,39,62,59,51,31,51,53,52,62,33,33,59,50,72
"1552",110,37,53,49,52,28,56,56,62,51,54,50,59,49,75
"1553",108,52,47,52,54,45,63,47,51,61,51,36,60,31,79
"1554",117,45,52,53,56,40,55,49,69,44,62,40,54,35,79
"1555",98,40,57,58,52,51,53,54,52,61,60,30,65,44,73
"1556",109,39,48,52,72,42,71,51,54,68,37,37,59,37,75
"1557",113,45,44,59,61,37,58,66,57,57,54,49,56,46,77
"1558",111,31,53,57,58,38,51,53,50,60,38,37,57,39,76
"1559",118,46,62,67,53,38,56,60,50,56,43,35,64,43,77
"1560",116,35,56,66,54,55,67,57,46,54,45,32,49,44,76
"1561",112,40,62,50,56,44,62,54,61,59,37,32,51,27,74
"1562",113,38,62,53,61,43,52,67,57,56,48,33,58,43,76
"1563",108,38,59,56,50,37,60,52,57,70,40,37,57,41,73
"1564",109,36,53,62,55,42,47,55,58,56,38,46,55,44,77
"1565",110,34,52,47,52,36,59,51,52,65,50,45,57,36,75
"1566",110,37,54,64,65,48,59,63,49,62,39,39,50,35,83
"1567",112,42,50,47,61,32,57,62,57,49,66,45,58,45,78
"1568",110,44,64,64,66,41,54,47,57,53,48,34,62,33,74
"1569",112,38,55,78,49,50,52,62,53,59,58,41,46,44,79
"1570",117,37,61,45,61,34,55,60,58,50,49,29,60,43,76
"1571",116,34,54,56,57,50,60,60,51,49,49,32,61,51,75
"1572",113,37,53,66,58,35,62,55,57,64,46,44,49,59,75
"1573",116,44,53,60,56,38,52,61,72,61,44,41,55,27,75
"1574",114,44,46,43,70,35,54,50,61,49,41,40,52,37,78
"1575",110,39,46,66,52,39,57,54,52,65,46,35,53,39,78
"1576",115,41,51,38,61,50,52,64,50,63,69,41,53,28,82
"1577",111,39,52,56,64,41,48,51,67,53,45,39,67,46,84
"1578",114,44,43,56,60,42,56,49,55,61,34,40,54,46,78
"1579",111,49,55,54,64,43,53,61,44,45,47,42,52,36,72
"1580",109,34,47,49,77,32,58,56,61,51,52,40,56,40,82
"1581",120,40,47,65,52,35,52,50,58,46,43,39,62,40,79
"1582",114,35,54,58,51,33,54,59,52,52,52,45,58,56,79
"1583",113,45,46,54,57,42,51,57,55,56,51,47,58,41,69
"1584",113,45,55,58,50,39,58,60,58,51,40,28,56,45,82
"1585",109,44,49,46,56,35,54,51,54,62,48,35,60,49,73
"1586",114,39,58,49,52,36,53,59,56,58,75,42,61,57,74
"1587",113,46,50,57,62,40,52,57,59,61,51,34,55,43,80
"1588",118,45,52,49,57,39,55,67,68,55,39,31,54,41,73
"1589",106,44,51,57,56,34,58,56,55,56,42,47,55,43,76
"1590",111,38,60,59,64,55,62,62,70,49,43,27,66,41,79
"1591",113,39,57,56,52,38,58,58,65,51,48,35,47,41,72
"1592",106,50,57,52,61,44,58,49,56,52,45,40,54,49,77
"1593",115,32,61,56,71,36,56,52,58,55,46,42,53,46,74
"1594",110,36,51,51,49,48,58,60,47,63,50,43,52,37,78
"1595",109,39,59,56,53,54,48,48,56,59,44,44,58,54,72
"1596",113,41,48,49,67,43,49,54,59,48,49,35,70,47,76
"1597",110,45,64,50,57,48,48,48,54,58,49,38,56,43,73
"1598",111,40,53,62,60,40,60,56,53,50,34,38,62,32,77
"1599",114,42,56,60,54,43,55,47,44,57,52,37,51,50,80
"1600",111,46,54,51,63,45,62,57,63,63,81,39,56,46,76
"1601",113,35,62,58,55,35,58,51,54,63,59,38,49,38,78
"1602",111,42,47,47,57,54,69,59,55,60,57,33,51,42,82
"1603",110,53,60,65,60,40,59,55,49,56,48,41,56,35,81
"1604",112,46,57,56,51,52,53,59,66,59,48,44,53,51,75
"1605",108,35,55,52,51,61,61,53,57,59,42,37,47,46,75
"1606",114,32,55,69,59,30,54,54,55,56,49,37,54,50,75
"1607",113,42,57,58,55,39,62,61,50,58,36,35,53,45,80
"1608",108,37,57,53,58,34,58,51,49,61,43,39,55,40,80
"1609",112,36,50,50,67,43,54,56,65,53,45,53,67,44,79
"1610",111,35,55,60,43,33,51,46,54,54,46,45,58,35,75
"1611",110,39,51,53,57,42,56,64,58,50,29,36,64,48,78
"1612",113,37,50,50,50,37,50,46,60,57,53,31,52,39,80
"1613",113,48,62,36,60,38,56,56,49,57,37,38,73,51,74
"1614",119,42,48,56,66,31,55,68,58,52,62,37,49,33,77
"1615",116,45,49,50,64,36,51,61,62,62,58,40,51,44,74
"1616",106,34,63,61,63,33,50,64,55,49,48,38,53,62,74
"1617",112,34,56,52,45,41,65,58,58,57,56,35,58,49,73
"1618",113,35,48,60,59,35,52,53,65,56,44,43,59,59,80
"1619",107,46,47,49,49,37,52,51,56,45,42,31,55,47,75
"1620",115,35,45,59,60,37,50,58,65,60,50,38,56,29,72
"1621",117,41,48,60,56,42,69,62,52,51,50,39,59,41,74
"1622",113,32,53,53,64,45,54,68,58,59,57,42,56,33,79
"1623",108,39,51,57,54,50,55,66,56,53,51,41,59,44,77
"1624",113,42,42,64,52,44,65,60,39,59,41,34,57,40,79
"1625",115,46,51,59,55,32,51,53,48,53,40,45,56,65,73
"1626",111,50,53,55,53,44,57,54,58,55,55,34,57,42,71
"1627",120,37,57,61,45,53,61,58,56,55,47,47,58,35,73
"1628",121,42,54,48,62,42,64,53,66,57,54,34,55,44,73
"1629",108,42,48,56,49,45,51,60,65,57,34,51,61,36,75
"1630",110,40,57,56,59,41,58,46,49,65,41,36,62,46,73
"1631",112,43,58,50,46,38,62,58,56,54,51,42,51,43,80
"1632",116,37,51,61,60,46,56,55,49,50,46,41,59,42,76
"1633",117,43,49,70,49,42,56,58,64,52,50,42,58,55,73
"1634",115,37,47,53,53,52,55,65,53,58,52,33,51,41,81
"1635",116,38,53,46,55,36,58,49,52,51,56,34,50,40,76
"1636",111,39,55,57,59,44,61,49,64,60,52,36,66,47,82
"1637",112,31,61,57,55,40,60,62,54,59,42,36,45,36,74
"1638",117,38,49,56,55,38,55,55,68,72,57,41,51,35,77
"1639",116,34,63,47,60,40,62,51,60,48,54,39,45,38,74
"1640",111,49,65,52,51,33,64,61,52,53,48,30,59,42,77
"1641",115,34,58,62,58,50,49,53,59,59,44,31,54,40,78
"1642",112,37,61,40,55,39,50,55,53,64,52,48,47,55,78
"1643",112,37,50,57,53,38,56,62,60,54,39,46,59,26,76
"1644",112,44,58,65,50,37,53,55,53,50,56,34,54,27,74
"1645",116,42,63,56,57,33,60,46,50,62,44,44,61,60,73
"1646",107,36,51,56,51,43,50,53,57,59,45,41,59,31,76
"1647",115,46,53,61,65,36,52,57,62,64,45,42,60,37,70
"1648",114,42,47,56,54,43,65,64,62,55,55,46,54,46,79
"1649",109,44,58,58,62,41,51,60,67,49,46,33,54,43,72
"1650",114,33,55,54,59,43,52,55,53,61,34,40,51,43,79
"1651",116,40,52,52,57,52,49,61,53,64,59,36,54,41,79
"1652",116,40,54,56,56,46,53,51,58,53,58,38,64,55,78
"1653",128,44,59,51,70,31,56,51,47,53,36,43,58,36,76
"1654",116,38,55,53,53,46,61,57,51,53,39,37,57,43,78
"1655",107,35,57,51,57,50,58,50,66,50,58,37,59,60,78
"1656",115,45,59,56,63,48,54,56,53,56,42,47,48,51,73
"1657",112,38,58,58,58,35,55,58,70,47,62,29,57,34,78
"1658",112,38,55,47,61,33,48,63,47,58,47,43,62,38,76
"1659",117,32,57,57,64,43,53,59,58,61,39,31,56,50,75
"1660",112,54,58,65,56,40,54,51,60,55,52,32,44,38,78
"1661",113,36,39,60,62,37,61,63,54,57,58,37,57,45,75
"1662",114,41,52,67,55,32,56,49,67,67,50,41,56,37,82
"1663",110,44,50,51,50,46,63,54,54,58,54,54,52,35,77
"1664",113,47,54,60,59,39,49,57,48,61,55,39,55,38,72
"1665",108,37,49,53,54,51,60,47,50,59,51,35,54,52,78
"1666",109,36,56,50,59,40,56,48,51,54,51,38,58,46,76
"1667",109,40,61,53,58,38,53,57,53,54,59,42,61,36,76
"1668",107,38,47,57,59,43,58,69,59,43,49,27,52,45,76
"1669",109,45,54,50,56,37,56,59,51,61,60,31,57,36,76
"1670",116,33,55,44,54,46,68,68,59,57,53,44,60,42,79
"1671",118,52,55,52,53,45,50,52,60,62,52,35,48,58,74
"1672",110,47,56,45,47,45,51,63,50,56,52,37,60,37,74
"1673",117,35,38,66,50,46,51,62,52,54,40,36,64,34,74
"1674",113,33,46,47,48,32,59,59,50,50,51,42,67,46,78
"1675",121,33,47,63,65,39,54,55,47,63,64,41,53,36,78
"1676",112,43,53,57,53,44,65,55,52,54,49,33,55,36,75
"1677",110,45,59,57,62,47,59,58,52,44,52,29,61,57,75
"1678",112,45,48,59,49,41,50,51,57,49,40,42,53,41,79
"1679",109,38,45,56,54,40,49,57,50,61,56,35,52,48,69
"1680",110,39,47,58,63,45,55,56,50,60,50,33,53,53,77
"1681",114,37,48,52,51,33,49,58,45,57,48,51,54,38,75
"1682",114,43,53,49,59,32,57,57,48,59,45,38,56,44,77
"1683",112,36,54,46,50,41,51,60,54,57,41,38,60,46,76
"1684",115,32,54,57,48,33,55,62,60,59,53,36,49,38,75
"1685",116,49,44,49,56,30,56,67,49,58,40,33,49,30,76
"1686",110,34,52,54,65,39,54,55,58,46,39,46,60,34,73
"1687",113,40,53,55,56,38,62,54,59,59,50,43,59,42,81
"1688",116,36,53,56,56,47,53,60,60,64,43,35,52,29,75
"1689",113,40,52,51,55,50,56,48,50,53,40,32,58,32,74
"1690",118,38,54,51,54,42,59,55,53,41,55,37,54,33,74
"1691",115,42,59,49,58,28,60,60,57,57,58,57,56,48,78
"1692",109,41,57,67,52,36,45,52,53,61,38,35,46,43,81
"1693",114,41,55,57,54,33,52,58,47,50,53,36,61,50,78
"1694",114,31,43,53,63,45,53,44,51,50,48,44,56,53,71
"1695",113,49,45,53,56,39,54,57,51,45,45,30,64,38,78
"1696",118,39,51,64,56,38,59,40,55,53,49,42,48,36,75
"1697",116,38,61,53,58,34,46,56,53,66,48,39,55,37,76
"1698",114,40,50,57,56,41,55,51,50,56,59,32,62,42,73
"1699",119,39,49,50,50,36,62,54,43,57,57,31,53,47,75
"1700",113,44,57,54,52,54,54,63,56,53,47,39,57,35,80
"1701",111,38,52,48,51,47,51,62,65,49,52,36,58,31,79
"1702",111,46,54,66,59,40,51,60,57,50,48,33,63,43,71
"1703",114,39,50,58,59,45,58,49,53,66,46,40,53,45,74
"1704",106,40,49,62,59,44,61,58,49,58,47,42,68,39,77
"1705",117,38,62,64,70,41,58,59,50,50,44,36,55,31,75
"1706",107,33,52,49,63,32,53,61,53,54,47,38,59,30,77
"1707",111,51,53,64,54,33,56,56,53,53,55,37,51,31,78
"1708",117,39,60,50,64,39,56,55,50,55,64,40,62,47,71
"1709",115,42,53,64,47,44,52,61,60,62,52,27,60,44,75
"1710",117,38,57,56,48,58,62,64,61,66,50,37,59,45,75
"1711",112,34,54,61,54,36,62,65,57,56,48,40,63,45,75
"1712",117,38,59,65,58,38,55,48,63,56,48,38,56,48,76
"1713",112,37,49,55,63,49,54,59,52,54,56,35,54,43,69
"1714",119,40,49,66,39,38,57,57,55,56,38,42,52,45,81
"1715",114,34,58,61,54,42,59,56,56,60,54,34,57,28,79
"1716",112,44,53,58,61,36,58,57,58,57,45,29,53,41,80
"1717",108,37,43,53,53,39,53,65,48,67,58,33,44,48,78
"1718",110,48,46,59,58,38,61,57,60,54,54,38,49,30,75
"1719",117,40,59,56,50,38,47,56,56,51,47,34,57,37,75
"1720",111,40,59,62,52,28,57,52,49,44,42,46,50,37,75
"1721",113,40,46,47,65,51,53,54,44,47,48,31,51,37,73
"1722",111,31,44,54,54,25,51,59,61,44,36,49,57,46,74
"1723",118,48,50,58,51,45,52,58,51,57,53,36,48,39,79
"1724",106,34,55,51,63,34,51,53,58,53,44,36,56,44,76
"1725",115,41,48,53,65,55,63,62,56,53,65,41,69,53,72
"1726",121,45,52,55,44,35,51,60,53,46,45,44,52,40,74
"1727",111,47,50,53,46,34,52,61,57,62,50,38,56,39,75
"1728",107,48,59,55,52,29,54,52,59,54,39,37,54,41,77
"1729",114,36,56,52,59,43,49,53,59,53,57,33,59,41,72
"1730",105,36,59,62,53,29,62,55,55,68,53,44,50,58,74
"1731",113,46,50,64,60,34,59,63,57,61,34,30,50,37,73
"1732",112,42,59,55,67,31,50,42,58,52,57,30,72,32,76
"1733",106,51,55,53,60,33,60,47,55,66,52,40,56,35,79
"1734",109,41,53,53,51,37,50,55,56,41,52,35,52,38,76
"1735",111,43,44,66,57,35,59,58,53,59,41,43,60,38,73
"1736",110,36,55,64,49,30,64,59,53,59,59,33,54,46,79
"1737",114,41,58,56,53,42,50,55,61,62,29,42,62,44,75
"1738",122,46,56,56,54,49,61,59,57,62,63,41,57,42,75
"1739",107,42,56,46,56,33,52,48,63,57,34,30,67,20,81
"1740",114,34,55,51,61,53,56,59,55,39,42,35,49,29,74
"1741",107,42,58,61,45,34,54,65,51,52,49,35,57,40,79
"1742",110,48,53,61,63,45,57,57,50,55,45,43,52,52,79
"1743",115,40,60,54,64,46,52,56,53,57,53,39,64,59,79
"1744",110,43,57,52,51,36,54,53,57,56,47,36,53,36,76
"1745",114,40,63,52,50,30,47,55,62,61,41,56,66,37,76
"1746",114,44,50,60,57,37,61,64,50,54,55,37,55,51,79
"1747",119,47,48,58,61,42,55,55,49,52,41,28,55,50,74
"1748",111,37,53,64,62,44,51,57,51,52,36,33,61,46,73
"1749",110,37,43,64,56,38,61,54,51,54,35,37,61,49,73
"1750",111,38,52,56,61,39,52,59,52,64,44,37,55,34,76
"1751",113,40,53,51,53,49,57,60,61,54,52,51,47,33,74
"1752",113,45,49,58,70,36,51,54,61,56,51,43,64,21,74
"1753",112,35,48,60,57,42,56,62,63,54,46,34,58,52,75
"1754",114,41,65,52,63,54,55,51,50,51,40,36,66,34,79
"1755",113,61,55,69,70,38,60,62,61,56,49,37,62,41,75
"1756",116,35,63,51,53,40,57,57,55,45,44,31,68,28,79
"1757",115,47,52,60,61,53,59,58,56,69,39,33,55,56,72
"1758",113,35,55,52,56,35,56,53,60,60,51,37,56,41,81
"1759",110,43,60,49,49,44,69,53,68,61,48,38,49,39,78
"1760",108,38,40,50,53,37,72,58,49,50,42,41,53,47,75
"1761",112,47,54,57,57,37,58,51,66,57,52,39,54,42,76
"1762",123,37,51,57,53,26,59,68,53,53,72,44,61,41,78
"1763",113,37,50,53,55,37,60,59,56,64,49,39,59,36,73
"1764",114,57,50,52,62,41,58,55,48,46,55,43,68,56,74
"1765",116,39,49,54,63,39,59,48,54,50,45,39,55,32,75
"1766",107,31,51,55,72,53,47,59,55,58,58,36,54,33,76
"1767",117,51,54,60,60,39,52,61,60,45,45,37,51,41,74
"1768",118,41,51,50,64,41,62,48,58,61,47,44,47,46,79
"1769",109,33,60,57,50,44,57,57,59,45,36,31,57,38,80
"1770",114,41,63,49,63,34,68,65,52,53,64,34,59,47,75
"1771",119,37,48,66,66,38,57,66,63,57,61,47,65,45,79
"1772",112,37,57,61,53,47,53,55,50,45,52,38,58,44,79
"1773",120,39,59,53,53,37,61,52,48,57,46,47,59,33,79
"1774",112,48,60,50,58,43,55,55,55,52,42,47,64,37,72
"1775",116,31,58,55,61,42,57,51,55,43,44,42,42,32,75
"1776",115,43,55,66,56,38,51,54,44,63,55,48,56,40,72
"1777",106,47,55,52,59,50,49,60,53,61,39,37,54,49,80
"1778",111,41,56,54,63,49,62,49,53,44,49,35,60,54,74
"1779",114,44,68,62,54,49,54,49,55,61,50,44,59,45,74
"1780",110,49,55,58,55,48,56,54,59,52,36,38,58,31,72
"1781",112,40,46,53,62,36,56,60,60,55,44,34,63,47,72
"1782",113,38,56,56,53,38,57,47,57,53,47,33,45,55,72
"1783",115,38,52,52,58,40,54,50,53,49,52,44,53,34,76
"1784",112,41,55,43,50,39,57,56,43,46,62,39,54,37,78
"1785",111,36,60,55,56,41,62,64,56,46,41,45,47,37,75
"1786",112,41,55,54,56,31,55,54,60,44,51,37,48,45,77
"1787",117,41,47,61,63,53,50,65,52,55,48,40,56,47,80
"1788",114,34,55,48,56,32,59,55,56,56,39,48,58,44,74
"1789",113,36,49,51,52,34,55,60,45,54,51,36,56,31,72
"1790",113,41,50,61,53,33,48,72,48,54,46,39,50,46,80
"1791",112,56,61,56,62,37,54,58,53,50,50,30,52,46,74
"1792",111,36,56,64,58,36,50,48,53,59,49,39,53,42,75
"1793",115,36,51,55,50,44,65,54,59,60,42,44,60,31,74
"1794",114,41,48,51,59,33,63,59,49,61,47,41,53,58,78
"1795",115,45,61,61,59,36,64,54,55,67,45,40,52,30,79
"1796",111,43,42,59,65,36,69,54,57,61,38,30,58,53,79
"1797",107,36,46,59,55,34,54,56,49,52,36,40,61,42,74
"1798",109,43,59,52,49,48,62,67,52,52,60,32,58,40,76
"1799",111,39,57,53,44,44,57,52,63,69,56,33,61,34,73
"1800",116,39,54,68,59,50,50,56,53,53,45,42,65,43,78
"1801",120,48,54,53,58,47,54,55,53,56,59,35,55,46,78
"1802",125,38,52,56,61,33,52,58,57,52,48,39,55,51,77
"1803",116,45,56,66,54,43,54,54,55,58,38,42,59,32,73
"1804",114,38,68,65,47,34,59,54,56,66,55,40,49,33,78
"1805",109,47,55,54,53,46,55,53,59,55,58,38,61,32,77
"1806",115,34,54,63,53,39,56,57,52,66,49,32,59,38,74
"1807",126,41,53,61,58,39,51,61,63,57,42,39,54,45,74
