"","v Afghanistan","v Australia","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v Pakistan","v South Africa","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"8099",116,28,53,51,64,43,64,58,51,52,46,36,54,51,75
"8100",106,46,53,73,49,29,65,56,50,50,30,35,50,39,78
"8101",109,41,60,47,59,46,56,48,58,61,35,37,58,42,80
"8102",114,51,57,70,56,40,53,60,57,55,40,38,51,44,73
"8103",110,49,58,53,63,39,58,52,48,54,61,37,56,35,73
"8104",121,41,49,52,45,40,54,50,51,53,49,38,59,50,69
"8105",106,46,56,55,61,46,55,56,53,61,59,40,63,37,72
"8106",115,43,53,57,53,50,51,60,63,74,55,44,51,55,75
"8107",111,40,49,63,61,32,45,51,52,65,46,43,52,48,75
"8108",106,46,51,57,67,46,55,49,52,46,33,39,60,53,71
"8109",114,43,51,53,63,46,55,71,60,50,57,28,48,34,72
"8110",115,42,59,48,59,38,58,60,58,48,53,38,52,26,70
"8111",113,36,52,54,65,38,55,61,51,56,48,41,63,41,77
"8112",115,41,45,47,55,47,57,58,58,52,39,34,61,53,80
"8113",107,44,50,42,72,43,65,53,68,62,53,43,57,55,78
"8114",110,46,46,68,54,38,57,60,55,54,52,34,57,40,75
"8115",113,34,52,62,51,50,48,63,49,48,40,35,67,35,78
"8116",115,33,54,52,54,43,55,50,53,57,37,43,55,52,83
"8117",110,35,46,50,57,43,60,56,55,54,53,39,60,51,81
"8118",115,37,54,67,49,34,72,54,47,48,37,36,64,41,77
"8119",112,43,49,51,55,51,55,59,55,57,37,44,55,38,78
"8120",118,39,47,55,60,38,57,51,65,55,38,39,46,50,76
"8121",113,40,51,56,52,48,55,51,61,61,50,40,59,51,75
"8122",115,37,49,55,59,32,57,55,58,45,47,28,60,42,72
"8123",107,42,50,53,57,37,55,53,51,57,50,39,61,38,76
"8124",112,41,48,66,56,38,53,55,62,59,41,49,53,44,78
"8125",114,47,46,58,60,42,65,57,57,57,50,35,59,43,73
"8126",113,42,62,53,57,40,47,51,57,59,37,37,44,47,80
"8127",111,40,52,43,55,36,61,55,53,48,35,45,51,52,80
"8128",113,37,58,56,57,33,55,48,53,46,43,35,64,31,72
"8129",116,45,55,47,47,33,51,53,58,74,51,42,53,36,75
"8130",110,32,56,52,62,42,58,56,51,55,60,33,56,42,76
"8131",113,44,51,51,55,37,58,52,62,59,55,42,65,56,77
"8132",113,44,49,54,54,32,68,60,59,58,43,41,59,30,76
"8133",110,38,56,59,44,39,58,60,55,45,40,39,57,42,73
"8134",114,34,63,57,53,33,49,51,52,42,43,40,65,45,73
"8135",103,37,50,60,55,44,46,51,60,47,73,44,56,45,79
"8136",118,37,44,51,59,36,58,54,59,52,46,39,62,35,80
"8137",109,47,49,48,59,36,56,47,64,54,53,39,46,39,77
"8138",111,34,48,60,58,40,65,56,52,60,50,37,63,31,78
"8139",112,40,46,57,50,31,60,65,62,60,33,48,49,36,81
"8140",119,44,59,54,60,35,59,60,48,60,56,29,59,32,72
"8141",115,32,53,49,55,45,57,60,57,52,45,30,61,53,76
"8142",110,42,55,55,61,41,56,52,66,57,48,43,60,49,81
"8143",110,46,54,57,60,42,57,45,61,55,48,33,51,40,74
"8144",112,38,52,64,55,40,51,67,49,56,45,47,61,40,75
"8145",108,38,65,47,50,30,53,54,55,46,53,32,64,47,78
"8146",121,35,59,59,49,44,52,51,52,46,46,45,63,28,82
"8147",110,41,50,56,52,37,61,55,54,50,41,46,51,43,76
"8148",112,37,52,55,49,48,56,51,56,60,36,37,42,40,77
"8149",116,40,51,54,64,41,43,59,49,46,51,37,47,30,76
"8150",109,35,62,54,52,42,48,55,61,52,47,41,60,38,77
"8151",114,32,45,52,48,34,53,57,56,52,44,43,58,48,72
"8152",116,36,49,54,53,37,60,62,58,60,53,38,61,34,80
"8153",110,37,49,57,58,39,60,53,55,57,48,41,61,36,80
"8154",116,41,49,58,66,31,53,56,64,54,39,35,68,48,75
"8155",108,37,45,50,59,33,51,66,77,55,41,45,55,49,74
"8156",108,38,48,53,59,34,55,54,57,55,52,50,55,27,74
"8157",114,41,56,56,65,39,55,51,63,61,55,40,52,49,73
"8158",113,39,53,42,51,34,54,49,62,54,35,38,61,48,75
"8159",116,51,57,50,59,52,58,57,62,51,39,34,66,37,82
"8160",114,39,47,58,50,45,53,68,59,51,47,36,68,35,76
"8161",121,32,54,54,61,39,62,51,56,58,47,36,63,39,78
"8162",112,40,73,56,54,37,53,60,46,56,54,39,52,37,81
"8163",109,43,49,57,60,31,59,58,57,49,56,36,57,37,73
"8164",112,47,59,49,56,32,55,55,57,52,43,41,64,49,75
"8165",109,40,54,58,66,31,58,62,57,49,51,33,55,39,77
"8166",118,40,57,58,69,40,49,68,70,58,49,35,63,34,76
"8167",117,32,59,47,50,40,57,62,46,48,42,39,64,34,75
"8168",111,41,51,44,61,41,56,55,54,60,56,35,54,31,77
"8169",111,40,52,55,62,37,56,61,48,59,46,35,54,45,74
"8170",116,48,65,52,60,35,62,57,60,59,68,31,50,42,75
"8171",112,43,59,51,55,43,57,51,57,66,53,48,51,46,82
"8172",120,43,42,43,55,39,56,59,58,48,42,50,53,38,73
"8173",112,45,64,66,53,46,64,64,60,48,44,33,53,43,73
"8174",111,55,56,52,57,49,59,53,68,47,42,29,56,37,80
"8175",106,34,47,49,58,37,54,55,59,54,48,30,61,47,76
"8176",114,38,47,50,56,36,53,62,50,56,52,42,55,33,78
"8177",113,33,56,62,44,39,48,59,57,44,41,41,54,38,78
"8178",115,42,50,55,61,39,58,64,65,60,42,32,59,43,77
"8179",108,38,50,58,45,42,55,64,52,51,57,38,57,39,80
"8180",106,38,39,43,58,40,45,56,59,51,40,45,66,45,70
"8181",107,41,49,48,51,40,48,55,60,54,59,35,49,40,78
"8182",116,35,48,61,57,42,53,68,56,57,45,27,56,36,75
"8183",112,34,58,54,53,33,57,50,60,69,59,42,53,38,75
"8184",107,45,58,48,50,42,57,58,68,62,46,35,69,41,77
"8185",117,46,51,44,54,38,57,54,49,60,50,36,51,39,77
"8186",108,40,60,65,53,41,57,54,46,57,47,31,72,40,75
"8187",117,34,50,48,53,38,47,51,52,51,51,36,56,52,78
"8188",108,44,50,43,54,43,52,48,60,48,57,34,58,41,74
"8189",117,40,63,60,56,47,59,59,60,63,64,44,54,34,80
"8190",117,32,57,61,60,45,59,61,56,60,47,40,57,59,78
"8191",112,45,56,58,61,44,55,61,53,58,34,43,45,51,74
"8192",114,42,55,58,50,44,57,54,56,55,53,42,50,44,82
"8193",106,38,56,53,54,42,63,56,49,63,42,51,55,36,74
"8194",113,39,62,45,52,38,51,55,58,56,49,41,60,42,73
"8195",116,36,52,54,52,37,66,57,59,56,57,38,44,32,76
"8196",118,40,51,56,48,41,48,59,65,50,65,35,59,37,79
"8197",119,46,52,59,61,41,59,52,56,62,50,36,54,40,78
"8198",113,39,49,54,53,39,53,67,54,44,35,31,57,44,76
"8199",112,38,52,56,52,56,57,52,51,52,53,30,64,51,77
"8200",117,46,50,55,54,39,51,65,56,50,61,34,66,42,75
"8201",110,39,50,54,66,44,59,50,59,62,44,37,60,39,76
"8202",111,40,45,53,59,33,60,63,49,41,48,41,51,48,74
"8203",109,46,58,58,52,30,58,59,65,55,51,32,57,42,77
"8204",115,43,56,47,61,39,45,63,56,61,50,35,52,54,79
"8205",114,43,64,54,55,33,54,56,51,52,52,33,60,48,79
"8206",113,39,55,50,67,44,62,51,57,53,41,36,59,35,75
"8207",109,37,54,56,56,41,76,56,55,54,44,44,56,47,73
"8208",113,42,58,59,60,41,57,56,48,51,53,45,64,58,76
"8209",107,38,46,52,60,55,52,54,62,63,64,37,48,27,80
"8210",109,43,44,48,56,46,57,56,63,49,56,49,46,33,75
"8211",112,48,50,67,51,33,45,52,47,54,55,43,60,45,75
"8212",112,35,57,67,55,29,51,58,56,72,45,52,54,52,77
"8213",113,47,51,55,49,41,52,67,51,46,42,36,52,50,74
"8214",118,44,40,54,64,46,46,69,44,67,39,37,49,27,77
"8215",117,39,51,51,59,44,65,58,60,51,56,36,66,44,71
"8216",111,32,53,56,59,45,57,64,50,51,52,42,56,38,78
"8217",120,36,49,47,43,44,57,62,56,47,42,46,55,51,78
"8218",112,39,53,61,63,39,50,62,49,52,45,28,60,30,78
"8219",109,39,57,49,53,47,56,56,50,53,44,33,49,47,78
"8220",108,36,46,55,54,41,57,54,58,51,50,38,59,43,76
"8221",110,42,57,49,57,35,65,52,59,52,47,45,64,50,81
"8222",113,42,54,57,57,28,55,61,57,52,47,45,65,38,76
"8223",109,55,62,64,52,46,54,57,54,64,45,34,48,36,83
"8224",112,50,59,55,59,35,64,53,52,55,49,38,51,48,76
"8225",113,37,54,53,50,32,59,49,54,60,55,28,60,43,80
"8226",113,41,46,57,54,34,47,53,55,50,52,47,52,40,76
"8227",110,37,53,59,62,30,72,64,63,51,42,39,58,41,79
"8228",108,42,46,55,46,48,58,45,59,52,41,42,60,42,76
"8229",108,45,48,57,64,41,57,74,51,60,74,49,59,52,79
"8230",117,32,53,57,50,39,51,48,51,63,40,32,49,41,80
"8231",119,48,61,49,53,33,55,56,50,49,43,49,50,46,75
"8232",113,32,59,55,51,35,58,46,53,47,47,37,52,57,77
"8233",114,38,48,56,62,29,53,50,55,50,54,38,64,57,75
"8234",116,42,47,60,59,39,50,57,50,54,32,45,56,42,77
"8235",110,37,52,57,54,47,67,46,51,64,69,27,55,47,74
"8236",117,40,55,52,54,33,53,60,55,57,41,34,58,31,80
"8237",109,47,46,53,57,45,73,56,58,57,45,47,51,48,84
"8238",111,45,58,53,62,46,55,68,63,57,43,44,66,31,74
"8239",117,37,50,64,53,47,51,50,54,52,39,37,53,47,75
"8240",112,37,53,65,52,48,53,62,63,51,37,38,55,37,73
"8241",117,32,52,54,53,31,59,54,53,65,43,34,58,48,77
"8242",113,46,60,46,58,42,57,53,60,64,50,37,65,43,77
"8243",111,44,67,53,56,38,55,56,57,53,57,33,50,49,80
"8244",111,52,47,52,58,30,58,61,52,46,42,34,53,42,77
"8245",113,45,48,52,60,52,59,44,51,60,50,43,58,35,76
"8246",111,40,61,53,61,47,56,53,63,55,52,41,61,48,76
"8247",115,30,56,57,60,44,59,54,53,60,47,47,56,29,74
"8248",112,48,60,60,64,51,50,49,59,54,42,38,65,34,77
"8249",106,38,57,56,60,43,52,61,63,56,44,33,53,44,77
"8250",111,48,60,65,63,48,56,55,53,46,46,34,47,43,73
"8251",120,36,51,54,51,42,66,59,67,57,52,35,60,34,79
"8252",110,39,47,61,58,41,46,55,59,49,51,38,54,40,76
"8253",114,38,52,57,54,37,68,49,61,53,41,30,58,39,75
"8254",112,35,56,52,55,30,56,53,64,60,42,49,60,48,71
"8255",109,39,52,56,51,47,54,50,50,56,45,35,57,42,73
"8256",109,48,50,62,51,32,55,58,58,60,34,43,51,46,74
"8257",120,52,55,50,57,41,55,47,55,56,46,45,63,42,77
"8258",115,45,62,54,65,39,55,54,64,58,46,34,52,43,75
"8259",113,43,57,58,52,36,68,59,72,60,52,41,56,35,77
"8260",121,37,55,48,61,32,56,56,51,59,47,37,62,32,79
"8261",115,32,52,53,62,40,57,54,51,58,34,43,57,50,74
"8262",115,37,53,67,54,33,61,56,54,50,38,40,48,53,78
"8263",109,48,50,59,52,37,59,57,61,60,40,29,64,47,77
"8264",112,58,53,51,51,43,58,58,55,53,37,37,49,38,81
"8265",109,50,64,47,60,43,57,59,61,67,46,32,60,30,73
"8266",114,31,59,47,57,41,53,61,56,69,39,39,59,38,79
"8267",114,37,50,54,64,39,58,52,64,55,44,45,54,37,76
"8268",110,32,55,57,50,46,54,55,49,62,40,36,56,35,73
"8269",108,33,45,52,63,35,49,49,58,49,53,32,68,33,80
"8270",115,35,48,60,52,43,50,56,56,59,65,32,55,51,81
"8271",116,39,50,54,56,50,46,65,57,60,43,30,62,23,76
"8272",111,36,55,59,66,53,59,64,59,58,42,34,55,41,70
"8273",112,33,59,58,53,48,73,59,52,54,46,36,58,29,75
"8274",114,36,54,59,59,42,58,58,59,44,49,43,58,48,75
"8275",111,42,52,45,63,47,52,47,53,62,34,49,48,36,71
"8276",115,39,52,46,73,34,55,56,57,50,38,33,58,44,76
"8277",117,33,64,53,55,46,49,64,57,53,40,42,60,36,74
"8278",119,32,54,52,51,29,68,55,63,55,37,31,59,34,72
"8279",110,36,56,55,46,36,57,56,63,45,43,28,55,50,78
"8280",115,44,56,49,55,44,54,57,58,57,40,36,52,28,73
"8281",117,39,57,52,60,41,53,58,61,56,43,39,57,39,77
"8282",118,47,47,62,49,41,60,55,55,56,38,34,42,39,78
"8283",112,43,48,59,60,31,49,52,49,60,43,34,63,57,78
"8284",108,40,55,65,48,44,64,63,63,57,36,34,58,35,72
"8285",118,43,56,50,55,43,62,52,57,53,41,52,58,40,81
"8286",116,40,64,53,55,31,64,56,51,53,43,38,50,40,72
"8287",110,52,46,49,52,34,61,63,52,51,58,38,56,58,76
"8288",115,38,59,55,49,33,43,54,49,63,37,38,49,29,73
"8289",116,70,53,57,37,41,53,57,62,57,61,34,57,37,78
"8290",113,39,51,64,41,26,49,57,59,54,54,41,53,44,76
"8291",105,41,56,46,62,33,68,53,52,53,52,33,55,27,78
"8292",108,40,49,55,61,41,51,54,60,58,39,45,58,55,72
"8293",118,46,55,66,55,35,61,45,64,58,54,43,61,44,76
"8294",112,36,50,58,56,44,56,56,55,51,60,41,54,43,80
"8295",119,42,52,60,53,41,55,59,64,61,54,46,63,35,79
"8296",117,40,51,68,57,42,56,64,52,72,41,41,53,51,79
"8297",109,35,54,48,53,28,53,55,60,60,38,32,62,53,80
"8298",116,37,46,58,59,39,50,54,66,56,49,26,51,25,73
"8299",103,48,57,54,60,37,60,49,58,44,55,33,65,58,72
"8300",114,32,55,59,51,49,54,55,61,43,36,37,49,30,75
"8301",120,33,55,45,48,50,57,60,60,61,59,38,62,44,76
"8302",118,42,44,53,50,39,58,48,60,64,51,47,48,52,75
"8303",112,44,55,56,52,34,51,59,69,50,40,32,55,42,78
"8304",116,36,56,63,56,46,61,59,60,48,47,39,52,25,74
"8305",116,44,54,48,52,45,53,63,55,64,52,36,57,45,79
"8306",118,43,46,60,45,39,53,54,55,58,58,36,70,53,73
"8307",107,43,43,50,60,40,55,56,55,49,36,44,54,37,76
"8308",107,46,59,58,55,33,58,56,53,52,46,34,53,23,76
"8309",114,34,52,53,59,37,50,53,50,39,61,40,53,60,78
"8310",112,41,56,48,62,45,55,53,59,41,45,36,65,62,78
"8311",118,43,58,61,60,43,45,61,54,60,56,45,56,43,71
"8312",112,41,56,45,56,40,62,57,50,51,47,36,55,35,76
"8313",115,42,57,50,57,38,53,55,51,50,43,32,62,28,79
"8314",110,43,53,55,51,27,61,57,56,69,49,43,55,47,74
"8315",108,50,51,57,58,43,54,53,50,58,50,38,55,30,75
"8316",112,33,59,61,60,42,57,67,48,46,48,38,55,34,78
"8317",114,39,54,48,58,35,63,48,52,46,55,37,60,46,76
"8318",110,37,57,49,50,41,67,61,53,55,47,40,61,45,80
"8319",106,43,50,63,57,48,51,56,53,54,51,40,66,35,76
"8320",105,43,49,59,56,41,56,63,52,51,50,38,59,42,80
"8321",114,48,52,53,47,45,60,50,62,48,54,34,49,40,74
"8322",116,32,57,67,63,27,67,52,55,53,41,37,45,36,83
"8323",115,41,44,56,51,41,57,59,52,59,39,33,46,35,73
"8324",106,41,55,49,58,45,44,52,59,58,51,44,44,54,72
"8325",113,48,53,50,61,36,57,67,55,57,53,41,56,55,73
"8326",114,53,57,55,57,39,48,62,54,51,53,54,58,27,82
"8327",117,50,53,65,55,30,49,59,50,54,44,42,55,30,76
"8328",114,38,57,52,56,37,66,56,52,48,43,51,62,64,76
"8329",116,39,60,53,57,44,61,56,52,67,42,39,52,48,73
"8330",118,37,54,61,59,42,49,56,56,52,54,51,53,46,74
"8331",112,43,45,54,58,37,54,52,70,54,48,43,61,47,78
"8332",114,38,69,48,58,36,54,54,63,50,49,43,65,38,77
"8333",111,51,58,52,54,45,61,59,64,64,45,35,51,34,73
"8334",106,42,45,50,61,48,54,53,55,61,43,35,65,40,75
"8335",113,38,47,60,57,39,46,69,60,52,47,35,54,47,71
"8336",113,30,51,48,62,38,63,62,50,54,48,39,65,41,73
"8337",118,39,41,45,49,53,51,58,63,57,38,32,54,36,73
"8338",114,55,58,54,58,38,59,53,63,65,44,39,53,38,74
"8339",106,37,54,54,59,47,59,54,51,53,47,38,58,46,72
"8340",114,33,54,61,57,44,54,49,57,62,48,37,56,40,76
"8341",120,38,45,55,54,34,54,57,62,58,60,37,58,43,75
"8342",111,41,56,46,49,40,49,56,63,64,35,38,55,39,78
"8343",114,47,56,65,59,53,54,52,55,56,47,34,53,31,77
"8344",113,43,53,48,46,39,53,52,52,68,64,44,55,47,75
"8345",116,47,56,46,55,42,53,63,47,64,51,37,57,44,75
"8346",114,51,57,54,62,42,57,53,66,68,60,40,55,28,73
"8347",112,35,60,63,55,49,64,55,52,45,57,40,51,31,80
"8348",121,48,63,67,54,46,48,57,60,57,46,37,59,40,78
"8349",109,33,57,46,52,45,62,60,65,44,52,36,46,39,83
"8350",105,37,52,60,55,34,64,56,52,54,41,52,61,40,77
"8351",109,38,52,54,55,36,50,62,62,55,40,46,57,41,77
"8352",118,37,60,45,49,35,46,59,62,52,50,34,58,40,74
"8353",112,45,58,56,63,37,51,51,61,40,40,41,50,46,77
"8354",110,43,56,60,62,39,54,48,59,57,46,31,48,30,73
"8355",111,40,54,40,58,34,38,66,60,50,56,29,66,46,74
"8356",121,38,48,52,49,35,67,56,53,54,62,39,62,41,74
"8357",109,34,45,59,52,42,50,59,52,49,52,48,62,29,73
"8358",115,37,50,59,54,48,65,50,47,55,46,47,55,43,76
"8359",117,51,54,57,51,47,66,63,53,47,51,33,55,27,76
"8360",115,45,55,55,55,50,61,55,61,67,47,39,68,36,72
"8361",109,48,49,48,59,36,56,57,61,57,54,40,46,53,80
"8362",111,40,47,68,57,34,62,52,54,57,54,46,56,37,76
"8363",106,34,60,47,60,44,59,62,59,54,56,51,50,48,75
"8364",116,39,55,53,55,39,51,59,57,59,43,35,52,46,77
"8365",119,45,56,58,64,41,52,52,57,51,76,45,52,54,77
"8366",114,48,47,51,57,46,57,52,60,52,38,42,66,34,71
"8367",119,42,53,54,58,48,56,57,61,50,39,45,55,45,74
"8368",120,39,50,50,67,49,63,57,56,59,44,32,57,40,79
"8369",118,43,52,46,58,44,61,51,62,45,36,35,52,44,78
"8370",114,40,41,50,42,40,58,51,47,55,54,38,53,59,71
"8371",121,44,52,51,58,43,55,49,54,48,33,42,53,51,80
"8372",111,38,58,54,57,38,53,57,53,63,51,39,54,33,78
"8373",107,35,46,62,50,62,55,59,56,53,50,30,49,25,75
"8374",117,34,48,52,61,34,50,56,50,50,44,50,50,46,84
"8375",112,35,45,49,67,37,78,53,59,44,47,36,52,45,81
"8376",112,50,49,60,55,35,59,60,58,58,45,29,46,28,74
"8377",115,46,51,55,51,44,65,71,69,52,61,43,50,62,76
"8378",110,40,54,47,47,40,63,50,54,61,63,44,48,54,78
"8379",115,32,59,63,59,41,50,56,54,52,48,40,60,38,73
"8380",111,33,56,56,49,32,60,51,50,56,44,38,50,31,78
"8381",110,54,46,59,47,44,63,63,50,58,59,39,62,46,79
"8382",110,44,63,57,58,48,46,61,58,58,48,33,59,40,76
"8383",121,45,47,63,56,32,57,55,54,57,52,45,67,40,75
"8384",115,40,58,50,57,42,64,60,43,58,56,43,59,48,79
"8385",108,47,50,60,59,37,63,48,64,67,41,33,52,49,80
"8386",109,35,51,57,66,39,51,64,56,59,54,28,64,45,76
"8387",108,32,58,51,66,42,65,60,53,57,49,45,47,58,74
"8388",120,40,60,53,54,44,52,50,52,50,44,47,62,39,74
"8389",119,39,51,52,56,34,49,63,54,49,48,38,52,39,76
"8390",114,43,63,52,52,38,44,59,50,57,61,36,56,33,79
"8391",107,36,54,64,59,36,52,54,58,49,33,35,70,54,77
"8392",118,37,51,53,60,41,58,58,57,54,56,33,53,40,77
"8393",114,50,50,49,46,28,75,62,49,55,47,42,59,40,70
"8394",119,42,45,54,57,40,48,58,53,57,48,42,55,41,74
"8395",109,46,53,58,51,42,60,50,68,51,46,31,64,36,79
"8396",106,43,49,57,52,39,48,42,49,53,52,34,66,37,75
"8397",115,40,46,51,57,35,66,54,58,53,50,37,63,33,74
"8398",115,44,53,54,54,37,56,59,39,50,51,35,60,37,74
"8399",117,38,51,48,52,36,46,54,63,62,42,41,60,43,80
"8400",116,40,45,49,52,57,54,54,57,57,50,28,58,40,71
"8401",115,46,57,56,53,44,59,62,62,57,51,28,62,48,78
"8402",121,42,53,53,59,33,53,46,58,67,57,47,61,45,78
"8403",115,43,52,62,61,36,55,43,63,61,56,32,57,41,81
"8404",112,41,63,48,45,46,47,75,54,64,45,45,66,42,77
"8405",110,40,52,59,57,62,59,51,53,58,36,38,64,48,78
"8406",113,43,52,53,52,43,56,57,48,64,41,41,58,33,76
"8407",114,38,53,48,43,43,59,54,57,70,59,43,54,33,75
"8408",114,32,56,60,61,45,51,62,57,51,35,40,59,34,74
"8409",112,39,52,51,61,38,50,59,54,63,35,39,52,39,74
"8410",115,37,50,64,57,44,58,62,64,60,50,32,62,43,79
"8411",110,35,56,53,56,45,51,64,55,61,39,45,56,41,75
"8412",115,45,53,51,57,44,48,62,65,51,57,42,51,35,79
"8413",112,34,49,57,54,45,57,57,53,57,48,44,57,43,80
"8414",119,42,64,53,54,39,55,49,68,55,54,38,58,43,73
"8415",116,42,56,57,48,51,51,61,65,63,52,42,56,42,76
"8416",114,35,55,36,63,40,62,50,51,50,48,27,66,43,75
"8417",111,40,58,51,56,31,62,45,51,64,49,38,57,37,74
"8418",107,44,48,59,60,26,56,57,56,59,40,39,62,39,79
"8419",117,40,55,58,53,42,56,64,50,56,55,37,61,40,75
"8420",118,41,50,67,49,39,67,58,53,46,58,29,57,49,76
"8421",112,44,51,56,54,37,56,49,59,62,52,47,49,43,70
"8422",114,38,56,53,49,35,57,51,51,62,39,30,53,49,79
"8423",111,42,53,67,60,37,58,56,50,51,58,37,51,40,78
"8424",115,39,52,53,54,46,64,52,52,51,42,35,54,49,72
"8425",115,36,52,56,49,44,54,55,57,45,45,39,65,40,74
"8426",109,42,53,53,61,35,55,54,55,51,62,33,57,33,76
"8427",110,42,57,52,54,46,61,56,54,52,44,38,45,28,77
"8428",118,32,41,56,49,42,69,62,53,57,48,37,53,47,75
"8429",113,38,56,45,61,42,53,57,52,61,42,45,55,38,80
"8430",116,50,56,63,46,48,53,53,50,57,35,47,58,38,75
"8431",108,54,52,55,48,38,54,55,53,49,58,39,61,36,75
"8432",108,38,53,50,50,37,62,56,57,55,39,51,56,29,74
"8433",111,49,45,51,45,29,62,51,51,55,47,42,73,48,76
"8434",126,41,51,55,50,44,53,61,57,63,52,45,51,50,79
"8435",111,33,59,56,71,46,57,58,52,44,55,37,54,36,74
"8436",109,44,60,61,56,35,60,61,50,58,60,41,54,28,75
"8437",112,45,54,66,53,45,61,55,59,52,43,30,52,57,78
"8438",113,37,53,43,63,42,50,63,51,56,58,39,58,38,75
"8439",108,47,52,53,59,28,58,55,48,50,52,39,60,43,81
"8440",115,45,46,69,49,38,55,53,56,53,60,38,64,39,81
"8441",120,53,61,63,59,38,55,52,53,63,46,44,58,39,76
"8442",111,31,43,55,58,43,49,48,57,57,50,43,54,32,80
"8443",117,46,62,48,49,40,68,58,56,61,35,43,51,50,71
"8444",115,43,53,52,65,46,58,56,53,57,40,34,62,30,80
"8445",111,38,50,52,57,31,62,66,51,60,50,46,54,38,81
"8446",112,42,56,49,66,41,48,51,57,53,46,35,52,45,79
"8447",115,41,54,56,61,39,68,65,60,53,39,41,61,43,74
"8448",113,40,57,59,48,43,57,47,57,58,41,42,59,49,73
"8449",115,38,43,58,59,46,62,55,57,56,46,36,53,38,82
"8450",107,41,57,59,55,40,48,65,47,67,66,55,54,31,80
"8451",113,40,48,62,58,44,58,60,55,43,41,41,55,42,81
"8452",114,31,50,63,56,39,49,60,49,60,41,40,61,51,80
"8453",107,35,62,55,53,42,64,60,48,58,42,41,62,34,74
"8454",113,40,49,47,60,49,60,54,60,50,58,35,53,47,74
"8455",119,39,46,54,52,48,53,57,58,57,46,32,54,49,75
"8456",120,41,59,51,58,44,52,57,57,62,63,32,47,46,74
"8457",106,49,61,41,57,42,64,56,53,48,56,37,51,28,72
"8458",110,37,53,57,55,39,48,56,56,48,44,42,51,35,77
"8459",120,42,58,52,56,45,56,59,56,58,37,39,47,61,78
"8460",111,40,56,49,61,47,58,56,46,66,45,39,51,40,74
"8461",112,50,56,56,50,44,56,60,65,50,40,35,59,46,76
"8462",107,34,54,45,57,41,55,70,49,54,48,37,54,37,80
"8463",110,32,56,61,51,44,57,57,61,47,47,41,62,41,74
"8464",111,29,51,61,46,31,58,59,51,57,50,41,55,36,75
"8465",118,40,46,53,53,45,48,48,63,47,46,36,54,52,76
"8466",109,46,49,57,63,46,53,59,62,56,50,41,68,35,75
"8467",114,46,56,60,61,41,57,60,55,55,47,32,51,46,72
"8468",110,45,50,60,48,47,48,50,62,52,50,47,61,52,77
"8469",112,33,45,64,58,35,62,59,52,51,54,36,66,41,76
"8470",110,38,48,46,50,33,58,49,61,64,46,36,57,58,82
"8471",109,41,47,59,48,38,58,52,57,46,47,40,55,31,76
"8472",113,39,53,53,58,38,56,52,53,68,51,36,60,40,75
"8473",106,31,52,56,51,27,61,57,53,59,58,37,57,34,78
"8474",108,33,59,55,47,39,59,53,58,43,62,47,53,59,73
"8475",112,34,58,62,58,36,53,49,59,52,33,29,59,35,78
"8476",117,40,47,57,62,37,60,43,50,44,38,31,59,39,76
"8477",116,32,48,68,63,50,53,56,57,55,57,37,70,27,72
"8478",111,46,55,62,58,47,54,60,56,47,47,44,62,35,76
"8479",109,44,42,60,60,38,62,57,58,42,45,30,53,49,73
"8480",114,46,53,57,54,40,67,56,56,55,63,41,44,56,80
"8481",117,54,50,45,47,36,54,60,56,59,36,35,55,33,77
"8482",111,52,51,61,59,31,53,59,51,54,39,37,58,43,76
"8483",111,53,48,56,57,37,58,53,47,49,51,38,52,59,77
"8484",120,36,52,50,53,39,64,55,53,54,41,44,58,40,71
"8485",113,39,53,59,49,32,63,65,56,52,56,48,47,52,80
"8486",113,40,46,52,68,37,56,57,56,44,51,38,56,38,71
"8487",108,33,45,45,60,50,61,58,50,63,47,46,62,41,80
"8488",116,48,46,50,50,40,64,57,63,58,37,28,56,38,80
"8489",108,40,49,56,54,42,51,56,61,50,43,40,57,63,74
"8490",113,36,53,59,72,44,58,50,47,58,56,39,56,33,77
"8491",118,40,49,63,62,39,63,53,56,59,52,39,46,31,76
"8492",107,50,40,67,52,40,53,53,53,52,58,34,50,28,79
"8493",111,38,49,54,56,33,50,58,56,49,49,33,64,44,74
"8494",115,39,59,58,57,30,58,65,59,48,37,41,56,33,76
"8495",114,36,52,49,59,45,60,58,52,71,49,34,57,50,75
"8496",116,36,55,54,56,39,57,62,55,55,70,31,61,40,75
"8497",120,57,58,49,59,39,57,68,51,54,43,43,58,30,75
"8498",109,48,52,56,45,47,56,55,56,61,46,40,54,34,82
"8499",111,36,53,54,50,43,60,49,53,66,49,43,55,39,77
"8500",122,34,58,50,52,36,56,65,56,58,46,28,56,40,75
"8501",114,48,54,50,56,26,66,57,60,54,50,40,50,58,73
"8502",110,35,57,53,57,51,58,49,61,55,53,44,48,61,73
"8503",111,33,53,51,61,41,51,55,56,50,53,45,53,43,77
"8504",108,37,46,54,56,36,51,57,49,55,56,41,66,61,75
"8505",105,46,50,52,59,50,61,65,56,61,53,44,59,33,72
"8506",107,32,53,51,59,40,55,64,64,57,55,41,56,26,77
