"","v csk","v dc","v kxip","v kkr","v mi","v rr","v srh"
"2883",36,21,47,28,47,44,37
"2884",34,16,54,28,46,42,36
"2885",23,16,50,32,39,46,40
"2886",32,14,50,27,53,40,31
"2887",26,19,49,24,35,38,36
"2888",35,18,45,26,39,42,39
"2889",37,10,52,31,42,42,28
"2890",31,12,51,28,39,44,35
"2891",22,16,56,33,36,41,23
"2892",27,11,51,34,35,43,46
"2893",38,13,52,30,45,40,28
"2894",31,22,49,35,56,39,32
"2895",33,10,53,28,54,43,31
"2896",30,13,51,32,40,44,34
"2897",29,8,49,35,46,38,25
"2898",22,9,55,27,44,44,38
"2899",29,14,53,27,50,41,37
"2900",25,19,48,28,44,38,28
"2901",24,19,54,25,36,43,32
"2902",24,23,55,31,43,39,32
"2903",39,35,52,30,45,44,37
"2904",39,31,53,25,57,43,32
"2905",37,15,49,27,39,46,32
"2906",21,41,48,34,45,42,36
"2907",23,11,52,30,48,42,37
"2908",33,20,56,31,44,39,28
"2909",46,20,52,26,39,45,29
"2910",24,24,50,23,51,44,29
"2911",32,23,51,25,48,39,35
"2912",22,10,47,25,50,47,40
"2913",30,19,57,33,47,37,34
"2914",20,28,51,23,46,35,43
"2915",28,26,57,26,51,42,37
"2916",24,8,45,32,39,38,31
"2917",36,21,50,28,41,43,26
"2918",19,16,43,27,58,40,30
"2919",27,15,55,27,40,45,36
"2920",18,11,52,32,48,42,35
"2921",21,15,52,35,42,50,42
"2922",32,22,55,27,38,40,28
"2923",26,13,50,27,49,45,39
"2924",26,21,54,34,44,47,39
"2925",28,9,49,26,46,41,29
"2926",27,21,52,25,32,50,39
"2927",30,19,55,27,39,40,30
"2928",23,7,49,29,50,35,28
"2929",32,18,46,29,45,43,27
"2930",34,14,48,33,39,45,36
"2931",25,20,54,39,24,41,31
"2932",28,9,54,33,53,43,27
"2933",29,20,52,30,46,40,36
"2934",25,12,54,30,49,46,36
"2935",25,23,56,26,27,43,46
"2936",28,18,58,31,53,47,34
"2937",30,29,50,29,38,40,43
"2938",27,19,55,32,52,49,31
"2939",25,17,53,31,40,43,40
"2940",28,11,52,23,62,41,36
"2941",24,12,53,31,48,36,43
"2942",25,16,55,30,52,41,30
"2943",23,23,49,28,36,44,33
"2944",35,32,51,30,38,42,43
"2945",33,11,54,34,51,39,41
"2946",31,9,56,27,55,42,33
"2947",28,9,51,29,39,39,36
"2948",25,11,60,28,45,45,26
"2949",31,13,49,26,48,41,35
"2950",20,23,55,35,45,37,36
"2951",20,15,47,26,32,38,31
"2952",23,8,51,26,41,48,37
"2953",33,17,46,31,41,45,31
"2954",29,12,61,30,43,38,28
"2955",34,30,53,28,44,39,28
"2956",27,24,51,24,48,41,34
"2957",22,27,46,30,48,38,39
"2958",24,21,51,24,71,43,32
"2959",26,10,52,29,40,41,34
"2960",31,14,52,27,42,44,31
"2961",29,9,52,28,49,38,43
"2962",21,21,48,29,38,44,38
"2963",22,15,53,27,52,41,28
"2964",25,7,56,24,48,38,30
"2965",22,18,51,25,51,43,37
"2966",36,11,52,29,34,38,35
"2967",26,16,52,27,44,41,34
"2968",29,21,54,27,35,45,30
"2969",34,18,48,36,52,45,41
"2970",33,19,55,31,52,36,39
"2971",33,9,54,27,34,46,39
"2972",25,13,49,33,57,44,31
"2973",25,12,54,25,65,44,37
"2974",27,17,52,30,50,51,35
"2975",28,21,56,28,42,38,26
"2976",32,20,55,31,41,44,29
"2977",38,8,50,32,49,44,33
"2978",26,13,50,26,44,40,38
"2979",25,13,50,31,48,44,37
"2980",23,11,56,31,47,45,39
"2981",21,15,53,24,41,38,29
"2982",21,9,65,31,43,48,37
"2983",25,8,48,25,44,43,35
"2984",33,18,49,23,64,38,37
"2985",30,13,57,27,35,42,29
"2986",21,23,56,29,36,37,39
"2987",33,13,50,28,43,46,31
"2988",33,11,55,26,40,39,32
"2989",25,29,50,25,45,44,24
"2990",23,12,52,20,40,44,26
"2991",32,21,54,24,34,40,31
"2992",33,11,53,31,45,39,35
"2993",26,15,55,24,55,37,28
"2994",43,13,53,28,36,43,45
"2995",33,17,53,29,51,43,35
"2996",29,22,50,28,43,45,29
"2997",19,11,57,36,48,38,40
"2998",33,27,51,35,49,40,35
"2999",21,16,54,30,39,41,42
"3000",27,13,49,24,39,50,34
"3001",28,10,47,30,49,46,37
"3002",33,11,49,29,43,36,36
"3003",24,12,57,25,57,50,36
"3004",27,19,47,30,54,38,37
"3005",29,15,48,27,34,43,29
"3006",25,14,52,30,44,45,32
"3007",34,9,50,28,61,46,33
"3008",26,19,60,28,41,39,31
"3009",29,31,50,26,49,40,31
"3010",21,16,50,30,40,39,31
"3011",39,17,57,27,41,46,28
"3012",36,13,56,26,32,42,34
"3013",26,26,58,25,41,43,40
"3014",26,12,51,26,37,41,31
"3015",43,22,53,29,55,40,39
"3016",27,9,52,33,34,47,29
"3017",27,25,55,28,58,44,28
"3018",21,22,55,24,41,38,23
"3019",29,10,49,23,35,43,37
"3020",25,16,51,33,35,42,40
"3021",26,22,61,33,45,45,33
"3022",24,11,57,24,38,45,38
"3023",30,17,55,25,48,41,31
"3024",27,15,52,25,47,44,33
"3025",27,17,51,27,42,41,37
"3026",28,12,55,31,41,40,27
"3027",22,17,51,25,47,40,32
"3028",29,8,52,28,56,41,30
"3029",42,13,50,24,29,48,27
"3030",31,20,52,21,33,42,32
"3031",30,14,55,26,38,43,38
"3032",23,26,54,27,53,46,32
"3033",34,10,56,29,40,44,39
"3034",17,14,57,29,59,41,36
"3035",27,33,56,25,39,42,34
"3036",31,12,52,27,37,43,44
"3037",32,15,52,32,55,40,37
"3038",31,19,49,29,37,48,34
"3039",26,22,60,34,45,41,42
"3040",31,18,58,29,47,45,41
"3041",31,11,51,29,45,43,40
"3042",28,15,57,26,40,45,34
"3043",22,22,51,27,45,47,31
"3044",25,21,55,29,49,45,36
"3045",29,21,43,28,36,42,37
"3046",29,14,49,34,44,38,33
"3047",31,19,57,34,43,44,31
"3048",21,10,46,26,43,43,30
"3049",27,19,57,26,46,40,27
"3050",30,16,51,30,39,37,38
"3051",26,12,51,27,42,47,30
"3052",33,19,48,28,31,42,33
"3053",24,29,50,31,51,38,31
"3054",35,16,57,34,40,38,33
"3055",32,12,44,30,44,36,32
"3056",28,19,51,22,47,44,32
"3057",26,30,51,30,42,41,34
"3058",22,10,51,30,67,54,30
"3059",36,33,52,24,39,37,41
"3060",29,12,48,29,46,34,34
"3061",32,19,49,28,46,44,33
"3062",30,15,52,27,44,40,29
"3063",26,19,48,26,36,39,28
"3064",24,20,53,27,55,32,33
"3065",34,15,56,30,57,38,25
"3066",27,12,58,27,40,45,33
"3067",29,13,50,24,47,40,39
"3068",28,12,57,22,50,42,34
"3069",28,21,52,33,44,40,34
"3070",31,21,50,21,56,48,36
"3071",30,15,57,27,46,40,32
"3072",40,20,55,27,35,42,37
"3073",32,14,54,27,39,45,29
"3074",30,13,56,25,52,50,40
"3075",36,23,51,30,56,38,36
"3076",19,22,60,26,48,40,27
"3077",39,16,51,29,40,46,35
"3078",26,18,56,32,46,41,38
"3079",30,23,53,25,43,51,28
"3080",39,11,56,29,29,42,36
"3081",21,5,51,28,41,41,34
"3082",34,23,50,28,45,40,32
"3083",28,19,53,28,48,38,32
"3084",19,11,51,28,33,42,33
"3085",32,11,52,30,60,34,34
"3086",20,15,54,29,55,45,36
"3087",31,25,50,26,42,42,34
"3088",26,17,55,25,43,40,39
"3089",31,11,54,17,52,45,36
"3090",34,29,52,29,30,39,29
"3091",34,27,52,25,32,38,31
"3092",19,20,54,26,41,40,36
"3093",20,14,51,26,41,32,26
"3094",32,11,53,33,44,48,29
"3095",34,14,50,28,41,44,34
"3096",27,14,60,25,37,45,37
"3097",31,10,49,26,29,38,30
"3098",28,22,57,29,46,38,31
"3099",21,21,52,30,36,43,40
"3100",24,14,46,30,51,44,35
"3101",21,19,50,27,47,42,26
"3102",23,10,48,29,46,39,29
"3103",31,13,59,27,37,44,34
"3104",32,11,54,28,41,44,33
"3105",30,12,49,27,34,42,45
"3106",24,27,46,30,65,47,34
"3107",36,6,56,31,31,42,33
"3108",34,20,48,29,44,41,36
"3109",30,23,52,30,53,40,33
"3110",30,19,48,27,52,40,29
"3111",33,12,57,30,45,44,32
"3112",19,13,55,30,57,42,40
"3113",25,23,52,32,34,41,36
"3114",28,19,55,26,40,42,28
"3115",27,10,54,28,36,41,34
"3116",36,13,54,30,47,45,34
"3117",32,17,56,25,38,46,29
"3118",28,15,56,27,44,43,37
"3119",37,21,53,32,54,41,41
"3120",23,23,46,34,61,42,21
"3121",27,12,53,26,48,49,29
"3122",41,17,52,30,54,42,35
"3123",21,8,52,27,41,46,34
"3124",25,20,47,24,53,48,35
"3125",26,20,53,31,43,44,27
"3126",23,13,50,25,41,42,35
"3127",32,18,55,27,43,45,29
"3128",25,15,52,25,48,40,33
"3129",25,21,54,27,35,42,31
"3130",26,12,58,28,42,47,33
"3131",23,24,52,27,37,45,30
"3132",28,17,53,26,33,45,35
"3133",18,18,59,26,41,41,32
"3134",28,9,62,25,44,47,40
"3135",27,16,52,27,31,38,37
"3136",28,10,53,24,43,38,31
"3137",24,8,50,23,40,39,38
"3138",36,15,56,23,50,47,32
"3139",36,12,56,27,62,41,33
"3140",22,22,50,25,31,42,36
"3141",27,15,55,29,36,45,31
"3142",27,12,55,30,44,42,30
"3143",26,19,55,29,54,46,29
"3144",36,10,52,29,49,48,27
"3145",24,14,54,27,38,45,28
"3146",18,13,49,27,43,36,33
"3147",27,10,50,27,44,41,34
"3148",18,24,57,24,42,47,30
"3149",31,12,55,33,44,42,35
"3150",42,23,51,25,40,45,34
"3151",32,15,52,32,64,41,37
"3152",34,16,55,25,30,39,26
"3153",31,32,50,22,56,36,31
"3154",30,13,52,27,40,41,27
"3155",25,13,53,28,35,43,29
"3156",33,13,49,26,45,41,34
"3157",31,30,57,34,35,41,35
"3158",16,19,50,26,47,41,36
"3159",38,14,50,26,40,39,25
"3160",27,9,52,22,47,45,37
"3161",37,21,52,26,39,46,27
"3162",24,17,55,27,49,46,30
"3163",34,22,51,34,36,45,41
"3164",40,14,57,23,47,43,40
"3165",32,12,51,32,44,46,32
"3166",32,14,51,24,51,46,35
"3167",27,13,56,29,28,48,49
"3168",25,16,53,28,60,42,32
"3169",34,9,55,35,37,39,39
"3170",30,10,57,30,37,40,30
"3171",34,14,55,28,52,42,32
"3172",30,12,51,27,44,44,32
"3173",25,19,53,29,43,36,42
"3174",40,15,54,28,49,42,31
"3175",31,19,48,28,47,38,43
"3176",41,19,49,31,43,35,32
"3177",48,16,58,35,43,48,41
"3178",39,19,47,25,32,41,38
"3179",35,18,55,26,47,39,32
"3180",29,21,57,36,37,44,34
"3181",19,21,54,23,39,40,32
"3182",32,15,56,35,32,42,39
"3183",21,15,51,26,43,40,29
"3184",29,29,56,31,45,40,45
"3185",21,15,44,28,47,41,32
"3186",30,21,65,35,39,44,29
"3187",27,9,49,29,40,47,45
"3188",30,27,49,27,44,39,27
"3189",26,13,56,28,51,42,37
"3190",26,9,52,29,42,41,31
"3191",46,22,57,29,52,43,33
"3192",32,11,49,26,46,47,32
"3193",24,16,43,26,58,35,28
"3194",35,17,49,30,44,38,25
"3195",35,25,50,27,51,41,31
"3196",23,15,50,32,36,46,39
"3197",28,13,55,28,43,48,44
"3198",30,37,55,30,55,43,31
"3199",32,11,54,26,48,34,46
"3200",35,20,52,28,56,39,31
"3201",37,21,51,29,49,46,27
"3202",31,21,47,29,50,43,38
"3203",27,17,61,33,59,39,28
"3204",33,13,56,29,62,46,28
"3205",34,30,49,25,35,40,35
"3206",39,25,51,25,29,52,28
"3207",22,11,54,28,45,45,28
"3208",24,23,46,25,52,40,29
"3209",31,7,55,27,41,41,38
"3210",34,18,57,26,49,41,30
"3211",30,25,52,28,59,41,36
"3212",28,19,50,25,48,40,31
"3213",31,15,50,29,46,38,34
"3214",39,12,49,29,41,41,31
"3215",28,16,55,24,43,40,32
"3216",26,25,52,29,50,46,26
"3217",21,15,49,26,52,39,31
"3218",25,17,57,31,39,45,37
"3219",28,19,50,22,49,48,34
"3220",26,13,54,28,43,34,35
"3221",34,20,48,26,44,45,31
"3222",31,14,58,27,57,43,29
"3223",28,24,51,29,44,33,37
"3224",21,12,56,26,45,40,30
"3225",24,27,51,22,44,46,35
"3226",37,17,50,29,39,44,39
"3227",26,15,58,26,47,40,34
"3228",33,13,59,30,37,48,39
"3229",32,26,52,31,41,37,27
"3230",38,26,52,29,51,37,38
"3231",28,15,51,35,65,42,34
"3232",30,23,51,26,40,41,46
"3233",27,14,50,24,42,40,36
"3234",31,20,56,29,48,46,35
"3235",30,10,45,27,45,50,32
"3236",23,16,55,31,38,46,29
"3237",30,12,54,30,46,38,29
"3238",36,7,52,32,37,44,32
"3239",24,20,53,28,35,37,31
"3240",32,7,54,26,46,38,25
"3241",26,13,55,32,47,39,26
"3242",20,16,52,30,52,44,28
"3243",21,9,54,26,51,39,40
"3244",27,13,51,36,52,37,34
"3245",31,18,54,24,39,43,38
"3246",32,15,52,25,41,42,27
"3247",29,22,58,26,47,40,35
"3248",31,13,51,23,50,36,30
"3249",30,14,57,25,43,37,39
"3250",29,30,52,31,51,40,37
"3251",26,16,49,29,49,44,40
"3252",30,22,58,28,44,39,32
"3253",30,17,52,23,44,42,41
"3254",28,16,60,21,48,46,35
"3255",32,17,50,23,39,37,32
"3256",24,24,50,31,43,39,39
"3257",19,13,51,40,35,45,32
"3258",25,15,48,28,41,43,37
"3259",23,17,54,23,47,48,45
"3260",19,16,53,26,47,42,32
"3261",22,35,53,22,44,46,34
"3262",38,7,61,32,40,48,29
"3263",26,19,50,29,44,44,30
"3264",35,20,60,30,47,38,35
"3265",33,11,56,29,40,44,37
"3266",32,15,44,30,48,38,29
"3267",26,9,53,24,45,45,32
"3268",23,38,50,31,34,40,26
"3269",32,8,59,29,50,38,32
"3270",27,11,52,29,45,45,34
"3271",25,15,50,32,37,39,31
"3272",29,23,53,27,37,39,29
"3273",21,15,50,29,46,46,29
"3274",27,23,52,24,43,45,29
"3275",25,13,49,26,32,44,39
"3276",27,23,53,29,48,39,32
"3277",31,16,54,25,49,39,31
"3278",38,17,55,25,32,46,42
"3279",29,30,53,32,42,38,27
"3280",24,24,51,33,41,45,30
"3281",20,14,50,29,59,42,28
"3282",22,26,52,32,43,37,33
"3283",42,25,52,24,46,39,50
"3284",28,22,52,29,48,42,29
"3285",28,24,53,26,51,44,31
"3286",29,20,54,26,47,39,31
"3287",17,14,56,30,38,48,43
"3288",31,18,50,29,50,39,33
"3289",28,13,53,26,50,46,34
"3290",35,10,53,29,41,40,28
"3291",26,16,47,25,39,46,35
"3292",18,19,51,27,35,45,30
"3293",17,16,52,28,48,41,29
"3294",32,14,51,22,44,40,26
"3295",24,8,53,28,40,43,38
"3296",26,12,53,28,44,37,28
"3297",23,25,51,35,40,44,35
"3298",25,16,53,24,47,45,44
"3299",21,13,48,28,54,37,32
"3300",18,27,49,32,55,43,25
"3301",24,17,55,23,43,40,36
"3302",27,11,51,24,45,42,35
"3303",33,20,50,28,44,44,35
"3304",36,11,48,27,51,47,36
"3305",25,15,50,27,47,45,33
"3306",29,21,53,31,38,40,27
"3307",25,18,55,27,49,41,33
"3308",29,13,50,26,48,43,38
"3309",27,24,47,26,42,47,30
"3310",28,18,56,27,40,39,34
"3311",29,13,54,28,50,48,33
"3312",19,15,52,24,63,43,30
"3313",24,23,60,29,36,41,34
"3314",32,28,57,29,45,41,38
"3315",20,16,44,30,40,38,30
"3316",19,27,50,27,48,39,37
"3317",22,30,52,25,61,36,39
"3318",30,23,54,33,43,41,33
"3319",35,13,52,29,41,43,32
"3320",29,22,53,27,52,43,31
"3321",24,14,59,28,46,54,38
"3322",26,22,52,27,52,41,27
"3323",20,19,55,26,44,39,31
"3324",27,15,52,28,49,50,33
"3325",35,17,55,28,44,49,33
"3326",33,19,59,25,43,50,26
"3327",39,10,49,30,39,41,37
"3328",37,20,55,32,42,44,31
"3329",27,7,51,26,35,39,34
"3330",32,17,48,32,46,38,33
"3331",26,13,53,28,44,52,39
"3332",26,28,56,28,45,51,32
"3333",25,15,48,33,49,41,35
"3334",23,23,52,32,42,38,41
"3335",29,21,51,29,47,43,27
"3336",33,18,51,27,70,44,41
"3337",30,14,60,30,47,45,30
"3338",33,42,53,24,49,39,40
"3339",31,14,50,33,36,43,34
"3340",37,24,52,36,36,42,34
"3341",26,26,56,34,51,42,41
"3342",29,16,56,35,52,34,26
"3343",22,28,51,31,50,39,37
"3344",22,33,59,25,47,44,30
"3345",31,12,49,30,43,43,45
"3346",32,22,56,28,41,41,31
"3347",24,10,54,21,52,41,40
"3348",32,20,58,28,49,40,31
"3349",22,13,49,25,33,50,40
"3350",29,27,50,32,49,42,38
"3351",26,15,54,25,51,42,32
"3352",18,25,51,24,49,42,39
"3353",29,17,51,28,37,43,27
"3354",31,27,52,25,39,40,35
"3355",23,24,51,31,40,36,37
"3356",22,19,46,34,43,39,37
"3357",19,23,52,22,45,45,37
"3358",23,9,52,29,38,47,36
"3359",33,11,50,25,40,41,34
"3360",41,40,49,31,40,49,39
"3361",38,20,53,28,44,41,33
"3362",37,16,49,31,43,38,43
"3363",26,10,48,29,47,45,31
"3364",35,22,50,26,40,40,35
"3365",23,15,51,27,34,43,33
"3366",32,19,55,29,41,46,37
"3367",24,8,56,26,46,39,37
"3368",27,21,49,25,38,38,34
"3369",35,22,55,27,38,46,41
"3370",21,14,48,33,51,39,30
"3371",24,26,54,24,44,37,37
"3372",37,13,53,33,46,40,29
"3373",24,10,54,36,44,42,27
"3374",34,13,57,23,55,40,27
"3375",34,11,48,27,36,44,40
"3376",34,11,53,27,42,51,35
"3377",32,17,57,25,48,45,39
"3378",30,13,52,27,53,45,33
"3379",26,12,52,25,42,44,30
"3380",18,21,52,31,37,45,40
"3381",37,10,42,35,44,42,34
"3382",28,30,60,29,36,40,28
"3383",23,23,52,29,38,43,32
"3384",26,15,55,26,60,41,46
"3385",28,13,49,26,42,41,27
"3386",32,18,47,35,39,42,38
"3387",35,32,57,27,40,40,31
"3388",36,8,52,29,38,42,34
"3389",30,22,55,32,48,48,39
"3390",34,26,52,30,50,43,33
"3391",28,23,52,28,52,44,36
"3392",20,14,44,29,34,40,38
"3393",36,29,55,29,53,38,33
"3394",27,20,52,29,49,41,30
"3395",29,21,51,27,40,44,37
"3396",18,10,57,30,41,47,27
"3397",35,14,50,26,44,46,29
"3398",20,27,53,26,63,41,36
"3399",28,35,51,32,68,46,35
"3400",25,21,52,23,44,47,41
"3401",17,27,53,31,50,46,32
"3402",37,12,54,27,47,36,38
"3403",32,12,59,28,37,40,36
"3404",21,26,59,30,41,44,38
"3405",31,20,54,32,60,51,35
"3406",30,19,53,32,50,45,34
"3407",31,20,48,29,50,40,33
"3408",32,16,59,30,46,42,29
"3409",27,22,51,33,47,46,34
"3410",28,21,47,28,48,44,39
"3411",21,28,55,28,50,47,28
"3412",18,14,50,30,33,38,45
"3413",37,7,53,31,28,42,36
"3414",33,33,54,22,43,34,35
"3415",27,9,57,28,48,41,32
"3416",22,16,52,29,46,39,43
"3417",22,11,52,30,43,42,28
"3418",29,31,51,24,40,41,35
"3419",24,34,56,24,55,38,37
"3420",30,15,49,29,46,38,26
"3421",37,7,48,32,40,44,27
"3422",27,9,50,29,38,38,37
"3423",22,18,61,28,44,41,33
"3424",30,12,47,27,46,30,27
"3425",25,31,57,25,38,43,31
"3426",23,23,54,27,55,43,38
"3427",36,24,59,31,42,40,45
"3428",24,15,53,25,43,45,31
"3429",24,9,53,28,33,42,34
"3430",24,28,51,31,41,42,31
"3431",26,19,53,32,36,43,35
"3432",26,7,56,32,50,39,34
"3433",28,10,56,28,52,33,34
"3434",32,11,49,31,38,40,30
"3435",32,12,56,28,49,42,33
"3436",26,14,50,32,57,45,37
"3437",28,7,56,35,49,45,33
"3438",27,10,51,32,55,42,31
"3439",27,22,56,35,38,44,34
"3440",25,24,52,31,45,42,36
"3441",24,22,53,26,48,44,32
"3442",24,17,53,26,47,40,32
"3443",28,18,52,28,41,45,44
"3444",24,8,57,36,45,41,38
"3445",25,28,50,23,48,41,32
"3446",22,16,58,34,40,43,36
"3447",24,13,55,25,39,48,33
"3448",39,15,53,29,56,48,36
"3449",28,25,57,33,46,45,33
"3450",28,13,59,24,54,42,29
"3451",29,18,50,28,38,44,26
"3452",28,22,54,30,35,42,45
"3453",29,14,61,29,45,43,34
"3454",22,13,48,32,54,34,31
"3455",18,11,53,35,40,40,31
"3456",27,16,53,28,55,32,39
"3457",25,11,59,31,37,51,36
"3458",25,22,50,33,47,42,32
"3459",37,18,55,30,41,43,33
"3460",34,20,60,25,36,39,30
"3461",27,13,49,24,51,44,31
"3462",22,35,49,30,43,41,28
"3463",24,21,50,28,27,45,23
"3464",27,28,55,25,53,43,34
"3465",36,12,52,21,39,37,31
"3466",25,21,51,29,43,44,27
"3467",24,11,54,30,50,42,33
"3468",23,39,49,33,38,39,30
"3469",30,14,53,28,36,42,31
"3470",22,18,51,26,33,47,40
"3471",23,10,56,26,43,48,29
"3472",27,20,54,28,42,44,33
"3473",23,15,55,31,40,42,35
"3474",30,27,49,28,41,43,33
"3475",34,10,48,23,35,41,36
"3476",27,13,53,31,41,41,34
"3477",22,32,48,29,48,39,30
"3478",30,5,51,29,34,35,36
"3479",25,26,55,29,51,41,34
"3480",37,16,55,29,48,46,40
"3481",29,23,51,30,40,39,30
"3482",32,12,52,29,52,41,31
"3483",23,20,50,27,41,47,37
"3484",28,20,50,29,37,43,37
"3485",29,12,50,27,37,41,33
"3486",26,24,53,34,46,49,33
"3487",29,20,54,28,49,44,26
"3488",24,19,57,31,49,49,42
"3489",33,28,56,25,53,41,27
"3490",25,32,58,27,55,43,30
"3491",28,19,56,28,49,47,38
"3492",35,9,56,30,44,39,29
"3493",35,8,51,29,44,45,35
"3494",20,17,54,32,33,43,33
"3495",28,7,54,29,42,40,34
"3496",29,8,53,30,42,40,36
"3497",25,29,49,31,37,42,36
"3498",40,27,53,28,51,40,37
"3499",33,11,61,32,50,39,40
"3500",31,15,54,28,44,43,30
"3501",19,17,48,31,42,47,28
"3502",36,12,54,28,46,48,36
"3503",30,21,54,28,50,40,35
"3504",30,16,50,21,42,45,33
"3505",35,8,47,28,35,46,45
"3506",35,20,51,27,49,42,39
"3507",21,10,51,29,26,40,28
"3508",26,20,53,30,54,44,30
"3509",24,34,51,28,64,40,37
"3510",35,24,48,29,46,48,30
"3511",28,16,51,28,38,40,24
"3512",21,15,53,28,43,38,43
"3513",24,9,59,29,47,33,33
"3514",31,11,55,27,34,44,34
"3515",32,20,52,24,40,46,35
"3516",34,14,50,29,55,40,35
"3517",21,8,58,25,52,40,32
"3518",23,32,52,26,43,41,32
"3519",28,20,55,30,51,39,35
"3520",20,15,48,25,47,42,31
"3521",36,17,45,24,61,40,36
"3522",35,12,50,23,29,41,36
"3523",22,19,57,28,56,45,37
"3524",33,24,56,30,44,37,29
"3525",31,15,42,25,44,40,25
"3526",19,15,57,28,45,45,33
"3527",27,13,56,27,45,41,39
"3528",31,3,53,29,51,47,36
"3529",32,13,49,23,32,43,30
"3530",25,16,51,26,45,39,26
"3531",25,8,51,33,44,49,41
"3532",32,16,54,30,54,42,39
"3533",22,16,54,29,45,48,33
"3534",32,12,56,25,46,38,26
"3535",27,11,54,27,43,45,35
"3536",28,21,49,25,43,39,26
"3537",25,19,58,31,43,39,30
"3538",31,11,48,23,44,39,43
"3539",25,25,52,25,42,45,31
"3540",30,11,54,27,44,39,36
"3541",29,13,55,28,44,47,30
"3542",29,22,57,27,37,46,33
"3543",39,18,56,26,33,42,31
"3544",22,25,54,29,48,45,37
"3545",25,9,54,26,44,47,32
"3546",18,12,55,26,33,40,37
"3547",16,15,58,28,48,49,33
"3548",28,9,53,29,46,40,34
"3549",45,29,45,27,39,40,32
"3550",28,24,58,30,60,43,34
"3551",29,10,54,25,44,35,48
"3552",20,17,51,26,32,42,33
"3553",30,22,47,21,55,32,36
"3554",28,12,50,30,52,45,40
"3555",25,13,55,25,36,40,32
"3556",19,20,50,33,37,46,35
"3557",31,21,53,26,47,43,26
"3558",30,13,61,23,44,40,37
"3559",25,19,57,32,37,40,31
"3560",35,9,49,30,36,45,36
"3561",24,11,56,22,41,33,33
"3562",21,25,49,26,39,42,24
"3563",22,9,48,34,39,50,38
"3564",38,29,60,28,36,41,32
"3565",19,13,57,26,48,39,29
"3566",42,28,55,29,46,39,29
"3567",36,29,49,29,43,41,37
"3568",21,18,40,29,38,39,30
"3569",23,29,48,27,35,43,29
"3570",20,18,56,27,51,40,32
"3571",31,26,54,28,40,41,30
"3572",25,15,60,32,39,35,43
"3573",33,21,53,29,63,45,38
"3574",27,14,52,27,29,48,34
"3575",27,15,57,27,39,39,31
"3576",29,35,56,27,37,45,31
"3577",34,36,50,26,44,44,32
"3578",37,28,53,26,50,37,31
"3579",22,13,53,27,44,44,26
"3580",25,16,58,28,42,39,26
"3581",31,19,57,30,33,45,31
"3582",35,21,50,35,44,41,36
"3583",23,14,52,30,35,40,30
"3584",37,11,57,27,46,42,31
"3585",31,22,56,36,50,36,32
"3586",20,19,52,34,41,44,30
"3587",32,18,52,36,40,40,33
"3588",24,17,54,28,53,38,37
"3589",33,10,51,29,35,39,35
"3590",19,22,52,30,45,38,34
"3591",33,11,51,23,48,40,29
"3592",33,31,57,28,46,43,36
"3593",30,12,51,27,50,41,31
"3594",30,20,60,28,40,39,34
"3595",26,10,53,40,38,45,30
"3596",38,26,51,24,38,37,39
"3597",37,15,55,29,42,43,28
"3598",24,10,49,26,37,44,34
"3599",30,19,58,31,56,43,38
"3600",32,14,49,27,40,40,37
"3601",26,9,58,29,50,40,32
"3602",36,11,60,28,34,44,31
"3603",24,12,57,25,34,48,35
"3604",25,19,57,29,38,43,33
"3605",31,10,51,21,47,40,37
"3606",35,23,51,30,46,52,49
"3607",33,18,58,29,40,44,30
"3608",26,13,57,28,49,37,30
"3609",27,23,57,35,46,43,24
"3610",35,20,54,32,40,43,31
"3611",19,17,58,25,29,45,35
"3612",25,45,56,36,37,47,42
"3613",35,19,54,31,37,39,35
"3614",38,28,50,26,33,46,29
"3615",28,13,47,34,33,42,35
"3616",34,28,54,25,46,42,32
"3617",23,14,53,35,50,45,32
"3618",27,35,56,30,55,46,27
"3619",43,16,52,21,45,37,31
"3620",28,30,55,27,45,39,36
"3621",45,18,56,26,62,39,26
"3622",34,15,53,25,34,39,34
"3623",22,12,45,26,35,43,38
"3624",26,17,52,30,54,43,31
"3625",26,16,55,32,37,39,32
"3626",28,26,52,27,58,41,32
"3627",24,44,48,27,44,42,32
"3628",30,25,61,30,44,45,39
"3629",21,21,49,27,51,43,39
"3630",23,20,58,33,45,40,35
"3631",31,17,53,30,56,42,41
"3632",29,20,62,32,67,47,38
"3633",27,8,55,33,38,39,31
"3634",35,10,59,29,39,45,29
"3635",35,21,56,36,44,41,40
"3636",32,16,51,34,44,39,34
"3637",28,20,54,30,50,43,35
"3638",16,13,52,27,48,38,33
"3639",29,16,51,26,38,45,27
"3640",24,11,50,26,39,38,32
"3641",27,36,48,26,39,44,30
"3642",21,20,62,24,58,45,23
"3643",35,13,53,34,43,41,28
"3644",34,7,57,25,31,41,44
"3645",32,11,49,24,39,45,33
"3646",30,16,53,28,40,38,28
"3647",24,5,47,32,42,40,37
"3648",27,12,53,29,58,45,33
"3649",27,10,58,30,46,41,41
"3650",30,26,48,25,40,40,29
"3651",29,28,49,30,38,40,33
"3652",25,13,50,28,33,38,34
"3653",23,13,55,26,43,49,43
"3654",22,15,57,30,32,40,27
"3655",30,26,55,27,47,41,26
"3656",31,14,50,28,51,42,45
"3657",27,17,57,27,52,40,27
