"","v Afghanistan","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v New Zealand","v Pakistan","v South Africa","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"8501",47,26,33,31,34,2,29,33,8,41,16,43,29,23,52
"8502",46,30,32,34,39,3,31,32,12,66,13,39,36,20,52
"8503",49,39,31,29,29,3,26,27,6,51,10,46,35,23,51
"8504",50,31,32,28,42,2,39,30,8,57,12,48,38,18,47
"8505",53,34,37,31,26,2,35,32,8,55,9,45,29,19,50
"8506",50,30,34,40,39,1,30,30,7,50,11,36,32,18,57
"8507",50,48,41,28,34,1,33,28,9,45,10,45,32,24,59
"8508",49,27,46,35,30,6,25,28,8,53,13,40,32,19,51
"8509",43,31,41,27,33,1,37,28,6,51,13,49,27,21,60
"8510",41,29,32,33,40,10,30,29,11,51,11,39,27,18,50
"8511",48,42,40,30,30,2,31,30,10,55,10,45,30,21,56
"8512",52,32,40,32,31,2,33,31,9,48,12,39,30,22,53
"8513",48,27,40,31,34,3,30,29,6,47,9,49,26,21,47
"8514",49,27,38,31,29,1,32,26,6,60,7,37,30,24,57
"8515",41,43,36,30,33,6,34,35,7,55,8,30,34,23,58
"8516",46,29,43,33,34,1,30,30,9,58,13,38,29,20,52
"8517",58,41,38,34,35,1,31,32,11,59,9,41,30,21,56
"8518",49,33,39,28,30,2,36,32,8,59,12,45,33,22,60
"8519",51,39,40,33,30,3,31,34,10,55,9,40,26,25,54
"8520",52,25,30,32,27,2,28,33,12,59,10,42,32,17,54
"8521",44,45,37,33,29,1,33,33,6,55,10,45,36,18,49
"8522",45,35,40,30,41,5,32,28,7,59,8,50,37,22,51
"8523",50,31,38,26,33,1,29,30,9,51,15,43,37,18,48
"8524",47,26,38,31,45,1,34,30,8,53,13,44,31,24,57
"8525",46,26,41,31,26,2,38,26,7,58,12,53,32,21,55
"8526",50,36,38,32,37,8,31,28,9,47,11,42,28,22,57
"8527",55,28,46,35,33,4,35,26,9,60,9,43,27,24,51
"8528",47,36,50,32,35,1,33,30,6,49,10,40,34,19,51
"8529",55,31,45,35,45,1,33,39,9,50,9,39,35,26,59
"8530",50,25,36,28,35,2,36,34,6,52,10,41,30,21,51
"8531",44,31,26,31,28,3,32,26,8,50,13,38,33,23,55
"8532",45,31,34,30,37,3,27,34,10,51,13,44,31,24,58
"8533",38,38,36,37,33,2,31,26,9,50,7,40,38,24,56
"8534",44,29,33,36,33,3,27,35,7,58,12,46,23,20,53
"8535",57,34,38,29,34,7,38,34,8,50,12,40,31,27,60
"8536",44,29,35,30,35,7,33,26,6,55,9,35,34,22,51
"8537",45,34,33,24,31,4,32,32,8,53,10,41,31,21,51
"8538",48,31,43,35,32,2,36,31,9,53,12,37,26,22,63
"8539",48,31,40,30,38,7,22,25,7,49,10,41,36,25,56
"8540",44,33,40,30,34,3,29,27,10,57,8,39,33,21,52
"8541",47,29,42,32,27,1,31,36,7,58,15,41,26,26,49
"8542",44,35,35,31,39,1,32,28,8,54,10,39,28,22,57
"8543",48,36,45,33,35,1,36,31,8,61,10,45,28,20,45
"8544",50,31,37,32,39,3,40,30,9,57,11,37,33,25,53
"8545",48,45,40,35,33,3,28,35,9,57,11,37,27,25,58
"8546",51,28,32,33,26,1,35,34,7,49,10,29,35,20,53
"8547",44,34,34,27,38,1,30,27,10,55,11,42,31,22,52
"8548",51,31,48,25,45,2,34,32,13,58,10,52,30,26,50
"8549",47,32,41,26,27,4,35,28,8,55,10,38,35,27,53
"8550",47,35,33,32,36,4,37,31,10,58,11,42,36,25,56
"8551",41,38,45,31,39,3,35,30,11,56,8,34,33,19,53
"8552",46,27,39,32,34,1,34,29,5,54,11,35,33,25,48
"8553",49,31,42,35,32,3,30,35,9,48,14,39,36,25,56
"8554",52,38,45,30,27,5,29,27,8,57,10,41,36,20,48
"8555",54,32,36,29,36,6,30,31,8,54,7,43,31,22,55
"8556",44,33,43,31,37,2,31,27,8,54,9,43,23,22,52
"8557",52,29,34,35,36,1,31,31,10,52,15,40,24,23,50
"8558",44,34,38,28,28,1,38,28,9,52,10,28,32,19,59
"8559",43,30,39,29,34,1,27,27,7,56,9,37,31,18,56
"8560",56,32,39,32,31,3,27,25,7,52,10,48,31,21,45
"8561",47,32,34,29,27,1,34,32,5,52,11,39,29,25,51
"8562",42,38,39,30,30,3,29,29,7,58,15,43,32,21,55
"8563",43,37,35,35,38,1,31,31,6,54,8,37,32,22,67
"8564",49,31,34,31,38,2,28,36,6,57,8,46,28,18,53
"8565",59,35,38,34,28,2,30,29,9,55,12,49,33,25,50
"8566",46,39,39,26,25,1,34,27,11,50,11,43,31,24,57
"8567",43,27,45,30,29,2,37,33,9,48,10,40,35,25,52
"8568",57,39,41,31,30,3,32,31,9,45,11,44,35,19,59
"8569",44,19,55,29,38,4,32,31,6,51,11,34,31,19,54
"8570",47,29,35,38,27,5,30,27,8,49,13,37,33,18,51
"8571",43,26,34,32,38,3,33,36,9,56,8,41,32,22,59
"8572",51,29,43,32,31,1,33,30,11,59,12,42,34,19,56
"8573",43,31,38,35,40,9,31,30,6,50,11,45,30,19,53
"8574",48,38,40,34,23,1,30,28,10,47,12,48,32,25,51
"8575",46,30,44,30,32,3,30,32,10,49,9,44,33,17,61
"8576",48,22,37,28,32,2,32,32,10,61,9,48,32,18,50
"8577",47,35,36,28,32,4,31,33,9,56,12,44,32,23,49
"8578",44,34,36,32,53,1,34,30,8,48,11,31,32,19,50
"8579",46,28,38,31,34,3,25,26,8,54,11,33,29,17,53
"8580",47,28,37,39,26,2,26,21,11,56,8,50,28,18,64
"8581",45,25,33,31,22,1,29,32,9,56,10,38,32,22,54
"8582",47,35,38,32,32,2,29,33,9,57,8,52,33,23,54
"8583",48,30,45,26,36,10,36,32,8,55,13,38,30,20,47
"8584",44,22,38,28,33,2,33,29,9,53,8,36,36,19,50
"8585",47,27,34,25,34,1,28,36,10,47,11,41,30,20,52
"8586",46,32,40,28,32,9,28,30,8,52,11,50,30,19,56
"8587",42,29,33,30,35,1,27,30,9,65,10,44,28,19,48
"8588",48,40,45,31,33,2,33,29,11,50,11,49,35,19,60
"8589",44,27,40,34,36,1,32,31,9,55,10,52,35,25,46
"8590",52,32,45,35,25,1,26,30,9,60,13,35,40,22,47
"8591",54,34,40,29,43,3,29,32,11,56,8,37,37,21,54
"8592",47,38,27,29,31,5,33,30,6,59,7,43,26,22,60
"8593",53,44,39,27,35,1,29,34,8,55,13,40,30,21,49
"8594",47,41,43,35,32,3,28,30,7,56,9,33,30,26,48
"8595",49,36,32,35,35,1,38,33,8,57,11,47,30,21,51
"8596",46,28,40,36,24,2,29,28,8,49,10,41,35,16,49
"8597",43,29,32,33,36,2,32,29,6,50,12,45,25,22,52
"8598",50,27,36,35,36,4,32,31,8,58,9,34,36,25,52
"8599",52,31,47,29,31,3,36,30,11,47,12,23,34,20,50
"8600",46,26,42,30,38,1,30,31,8,50,10,45,32,18,53
"8601",42,44,34,36,31,1,29,34,7,47,11,39,33,20,60
"8602",57,32,39,29,39,2,30,31,7,44,9,38,31,20,54
"8603",45,40,41,33,35,9,31,31,11,56,9,43,29,20,53
"8604",51,31,37,33,41,1,34,30,7,48,17,37,30,16,49
"8605",40,31,39,30,32,1,29,30,10,50,11,36,27,23,57
"8606",55,32,34,26,40,6,37,34,7,60,12,47,30,21,62
"8607",45,29,36,31,51,1,31,38,8,50,12,43,30,22,56
"8608",49,36,37,30,41,1,27,32,9,53,10,42,25,19,55
"8609",51,41,42,29,38,1,29,40,8,56,8,42,29,19,57
"8610",44,36,33,27,31,2,41,33,7,53,10,46,28,16,60
"8611",49,39,42,36,27,1,28,33,6,55,11,47,34,24,53
"8612",46,33,37,29,31,3,36,31,10,58,7,45,29,21,49
"8613",49,33,41,38,27,1,28,29,15,46,11,38,26,20,49
"8614",46,22,32,33,29,1,34,29,8,46,10,42,32,18,48
"8615",43,27,42,28,36,1,35,37,8,44,11,39,33,24,53
"8616",50,31,42,32,37,1,34,33,9,45,11,41,37,19,51
"8617",44,33,34,27,31,3,29,35,7,57,11,48,34,17,52
"8618",48,30,38,36,31,1,25,26,7,50,10,40,33,27,51
"8619",43,26,37,29,41,6,32,31,9,51,12,45,28,18,47
"8620",42,26,39,32,27,3,29,29,11,58,15,36,35,19,50
"8621",46,27,46,31,33,1,32,31,8,55,10,31,36,19,52
"8622",51,30,30,33,34,2,29,28,10,54,15,46,32,25,55
"8623",48,40,44,33,40,1,30,33,8,51,12,39,31,23,55
"8624",49,34,48,31,35,1,33,33,9,58,12,44,34,22,55
"8625",47,36,38,29,32,1,37,31,9,59,9,37,31,21,53
"8626",47,32,38,31,31,2,30,28,9,57,14,36,39,22,68
"8627",49,29,35,33,33,1,30,33,9,49,12,41,30,23,55
"8628",54,32,31,29,29,8,28,30,9,51,13,39,36,19,50
"8629",46,31,40,33,39,1,29,27,9,55,8,43,30,23,52
"8630",49,36,38,29,36,5,32,27,9,52,8,41,31,19,58
"8631",45,25,41,36,30,4,41,27,8,54,11,39,24,23,47
"8632",47,28,34,30,31,2,34,35,8,52,14,35,32,20,49
"8633",48,30,33,32,39,16,32,28,8,52,12,45,30,17,52
"8634",46,37,31,31,33,1,32,29,7,47,9,39,33,24,54
"8635",42,38,35,34,29,6,36,33,9,52,9,36,27,22,57
"8636",48,34,40,28,39,4,32,32,8,48,10,44,33,20,51
"8637",48,38,37,30,37,1,35,30,9,53,11,49,33,20,55
"8638",52,31,41,31,39,7,30,31,9,48,10,34,33,16,52
"8639",43,34,36,33,32,1,30,31,8,56,14,38,30,28,59
"8640",50,35,38,27,31,1,33,34,11,54,13,53,28,19,55
"8641",54,32,31,34,32,6,32,30,8,51,9,40,30,22,60
"8642",49,30,38,30,31,2,27,30,8,52,10,42,30,19,56
"8643",54,32,50,30,35,3,31,30,9,51,11,44,31,20,50
"8644",53,32,34,28,40,1,29,31,5,60,11,40,34,17,51
"8645",46,21,32,29,36,10,25,38,6,53,12,49,31,19,55
"8646",52,36,35,31,35,3,27,35,9,54,10,47,36,18,51
"8647",50,43,49,35,29,1,27,33,7,55,14,40,32,20,50
"8648",45,26,45,29,30,1,24,30,8,58,11,41,29,22,57
"8649",44,28,32,33,43,1,32,27,8,56,10,37,34,23,57
"8650",53,37,40,41,36,3,29,37,6,59,7,41,33,22,56
"8651",46,32,35,27,46,4,28,35,7,49,11,45,34,21,53
"8652",51,33,30,27,25,1,33,34,10,54,10,42,31,20,52
"8653",47,25,35,29,32,1,32,34,10,46,11,35,34,22,51
"8654",43,25,36,33,27,3,28,35,7,49,11,32,32,20,54
"8655",51,36,38,38,39,2,28,28,8,44,11,30,31,25,52
"8656",49,33,39,35,47,1,32,29,6,57,9,42,33,22,55
"8657",46,26,36,45,34,2,27,28,7,53,10,45,33,18,55
"8658",42,37,36,25,33,1,34,27,10,47,8,38,36,21,57
"8659",39,24,35,31,30,1,28,32,14,52,12,39,24,21,51
"8660",47,30,32,34,23,2,28,31,8,48,9,53,30,18,46
"8661",50,20,30,36,32,1,30,26,9,43,12,47,26,22,50
"8662",49,37,45,27,29,1,33,34,5,50,12,46,31,23,52
"8663",45,32,38,36,38,2,29,40,11,52,11,46,30,21,54
"8664",43,42,40,27,32,2,29,33,7,54,13,39,28,27,52
"8665",53,28,33,30,31,5,37,30,7,52,10,45,30,27,52
"8666",50,35,42,27,34,1,24,28,8,54,11,37,38,19,55
"8667",54,28,37,27,27,7,29,30,8,52,13,45,29,25,54
"8668",48,32,41,29,32,2,35,35,7,54,11,40,34,25,49
"8669",48,32,38,29,38,1,33,30,15,42,14,35,28,19,54
"8670",43,36,36,31,32,2,32,30,9,55,17,32,33,21,46
"8671",47,38,32,32,24,4,29,31,11,52,10,40,34,19,51
"8672",49,30,37,31,37,1,25,31,11,57,12,37,32,17,55
"8673",49,34,36,32,34,5,30,33,11,53,7,47,29,22,48
"8674",49,29,37,31,44,1,35,37,12,49,9,40,39,23,56
"8675",40,42,40,25,37,1,35,30,10,51,10,38,37,24,56
"8676",43,30,39,27,29,16,31,28,9,63,11,36,35,25,50
"8677",51,31,38,27,32,2,35,27,10,50,11,33,35,23,53
"8678",45,32,47,30,36,5,35,34,7,53,11,38,28,23,56
"8679",48,35,37,32,31,2,30,32,10,50,10,42,27,22,60
"8680",40,26,42,30,32,2,31,30,10,57,9,43,37,20,52
"8681",47,21,33,34,35,1,30,30,10,58,13,40,35,19,54
"8682",51,25,36,33,35,2,37,28,5,62,14,39,30,21,62
"8683",47,26,38,30,32,2,29,26,9,55,12,46,31,23,52
"8684",46,33,38,29,33,2,34,34,8,43,7,46,34,24,52
"8685",45,44,39,36,37,2,30,33,10,51,11,48,35,21,55
"8686",52,36,33,32,38,4,31,34,8,51,12,46,27,20,62
"8687",47,29,31,29,28,2,34,31,8,57,11,27,30,20,54
"8688",48,29,41,28,28,2,21,30,8,47,6,33,30,21,60
"8689",49,36,42,32,39,6,25,32,9,53,10,35,28,18,58
"8690",48,33,37,33,35,3,31,23,9,62,10,41,35,18,52
"8691",46,42,38,28,38,1,34,30,8,61,11,34,32,22,52
"8692",43,30,30,31,28,3,35,35,11,54,11,61,33,21,55
"8693",45,30,42,26,32,1,33,31,13,47,10,40,30,19,52
"8694",47,30,31,28,44,1,28,35,8,52,13,41,37,23,57
"8695",50,30,38,35,36,5,28,27,7,52,7,42,29,21,56
"8696",55,35,38,28,28,4,30,27,11,53,14,36,34,21,53
"8697",52,40,35,29,34,1,26,27,9,62,12,49,32,26,56
"8698",45,34,40,32,37,1,35,27,11,43,9,47,34,19,48
"8699",44,41,32,32,30,11,31,29,6,53,8,22,29,24,52
"8700",50,26,33,33,32,3,34,29,9,50,9,38,31,24,57
"8701",52,33,37,32,36,9,29,38,14,52,11,37,30,21,49
"8702",52,40,38,30,32,2,31,31,10,55,11,47,31,21,57
"8703",45,33,41,27,30,15,30,35,10,51,10,47,29,17,52
"8704",47,27,38,27,40,5,28,33,8,53,10,36,31,23,59
"8705",52,35,37,35,32,1,30,32,6,51,11,34,42,26,49
"8706",46,23,31,35,30,1,37,33,8,50,11,43,26,19,52
"8707",49,32,38,30,42,1,35,29,9,54,10,43,33,19,57
"8708",46,26,45,32,40,1,34,36,11,52,12,33,25,24,50
"8709",43,28,41,31,33,2,32,27,6,53,13,46,34,26,54
"8710",45,38,33,30,46,1,30,27,9,60,10,39,30,21,57
"8711",48,37,31,30,30,1,29,29,8,56,6,49,33,18,48
"8712",48,32,34,29,38,1,29,25,7,55,12,44,28,21,51
"8713",50,35,40,28,36,10,30,32,7,49,10,46,32,23,58
"8714",45,30,36,30,44,8,29,28,10,52,10,43,34,22,49
"8715",48,43,40,30,37,7,30,27,7,53,13,36,34,20,55
"8716",45,31,36,32,36,4,31,30,8,46,14,40,29,26,52
"8717",56,26,43,29,41,2,29,28,8,57,11,45,36,23,53
"8718",46,33,37,33,30,8,32,35,9,55,14,32,31,23,58
"8719",46,23,36,31,42,1,35,29,9,55,8,43,29,24,55
"8720",51,24,48,31,30,1,30,26,12,65,12,50,34,19,51
"8721",50,39,38,27,45,1,31,31,6,50,10,36,28,21,52
"8722",47,47,44,33,31,1,31,28,8,55,12,36,27,22,58
"8723",48,27,36,32,27,5,30,34,8,48,11,37,35,21,56
"8724",39,32,35,35,39,4,35,27,8,48,10,45,30,24,55
"8725",51,39,36,28,32,8,32,33,8,55,10,42,27,20,56
"8726",47,29,44,29,27,4,29,31,10,55,11,36,34,21,56
"8727",48,29,38,30,39,1,38,36,8,46,9,39,32,21,55
"8728",51,29,30,33,34,1,23,31,11,50,10,41,33,22,58
"8729",49,34,44,30,34,10,31,30,5,55,10,43,31,22,55
"8730",44,28,31,26,34,1,27,35,7,59,9,35,29,22,57
"8731",47,30,41,29,31,4,29,38,6,50,11,45,30,26,58
"8732",47,23,31,37,27,6,30,35,7,52,13,30,34,22,50
"8733",46,31,36,31,39,3,34,34,11,52,11,35,38,21,52
"8734",52,27,39,35,32,4,29,29,9,48,11,39,29,23,49
"8735",44,43,38,33,35,1,28,33,6,56,11,35,31,22,50
"8736",44,23,37,28,36,1,29,37,7,54,12,48,27,22,57
"8737",53,37,38,30,27,3,28,28,6,56,9,32,26,23,54
"8738",48,30,37,30,36,2,33,31,7,54,16,45,36,21,53
"8739",45,31,39,30,48,3,33,31,7,52,14,42,31,20,58
"8740",50,36,39,24,32,2,33,31,7,47,11,40,31,20,59
"8741",46,35,37,25,32,6,37,34,10,58,10,34,32,24,50
"8742",52,36,42,32,27,1,30,32,11,53,10,34,29,22,49
"8743",52,33,35,36,40,2,28,32,8,53,11,46,41,20,53
"8744",46,36,43,34,32,1,32,26,10,53,13,42,30,26,55
"8745",50,30,38,32,39,1,26,31,8,48,13,35,32,21,51
"8746",43,38,35,29,42,1,30,36,7,48,9,45,28,23,50
"8747",45,36,41,31,28,1,32,31,9,58,11,48,33,18,58
"8748",55,25,42,32,33,1,37,32,7,55,9,51,38,26,49
"8749",43,25,40,30,28,2,34,33,9,55,12,35,33,17,49
"8750",47,31,37,30,32,3,33,33,9,51,10,45,27,26,62
"8751",45,38,37,32,40,5,32,29,11,64,10,36,32,17,57
"8752",48,32,39,28,22,3,32,35,11,57,11,42,33,23,50
"8753",40,31,35,27,31,1,29,28,9,50,10,42,29,22,57
"8754",51,28,40,34,29,5,37,35,8,52,11,35,30,26,56
"8755",43,36,39,32,40,1,32,31,12,51,11,49,35,23,50
"8756",56,28,33,40,31,1,30,30,9,57,10,42,33,27,46
"8757",48,35,37,34,40,1,30,30,11,55,12,41,30,18,56
"8758",55,38,36,29,32,1,35,34,11,37,10,45,34,24,49
"8759",49,32,28,32,28,4,34,32,7,62,12,42,36,20,50
"8760",49,31,39,30,47,4,31,37,8,49,11,34,32,26,44
"8761",42,37,41,32,34,2,34,30,12,53,13,38,31,27,56
"8762",44,37,45,29,29,2,30,29,10,51,10,37,32,24,55
"8763",41,37,35,37,40,8,29,28,11,54,12,42,34,20,55
"8764",52,35,37,29,39,1,30,33,11,56,8,43,36,20,59
"8765",49,35,49,33,40,5,29,34,10,51,10,44,37,20,58
"8766",46,36,41,30,28,4,31,34,9,48,9,36,37,21,43
"8767",50,28,31,29,34,5,31,28,10,63,11,33,31,19,52
"8768",47,34,42,32,31,1,31,32,11,51,17,45,29,18,56
"8769",41,36,36,29,34,1,32,34,8,65,13,37,30,21,54
"8770",45,25,36,27,29,12,26,32,6,52,12,35,27,19,45
"8771",46,32,41,30,37,2,27,30,9,51,14,42,28,24,49
"8772",51,27,37,32,38,1,29,31,7,46,12,36,29,27,59
"8773",50,32,44,36,36,1,30,37,7,59,11,32,26,26,59
"8774",44,33,35,28,32,1,31,32,8,64,11,43,34,22,53
"8775",44,37,38,29,31,3,32,33,6,53,10,44,33,21,63
"8776",55,37,39,30,39,4,37,28,10,46,9,35,31,21,50
"8777",45,33,50,27,40,1,27,26,8,52,14,49,23,22,51
"8778",50,30,41,33,42,7,36,29,9,58,10,43,33,22,50
"8779",48,32,37,30,34,1,31,28,8,53,10,35,33,17,51
"8780",46,32,33,31,31,2,33,26,9,50,15,47,31,18,54
"8781",43,28,47,36,44,3,30,34,13,49,12,31,35,21,61
"8782",53,39,37,31,34,3,34,34,10,52,7,39,30,21,54
"8783",46,30,33,28,37,1,34,32,8,53,12,41,33,21,52
"8784",45,35,38,29,36,1,33,35,8,55,14,34,31,26,51
"8785",46,29,38,34,30,2,23,27,8,52,13,44,24,20,50
"8786",53,19,46,28,32,3,32,33,7,57,11,30,31,22,50
"8787",48,32,41,27,33,2,31,29,10,50,13,43,31,19,53
"8788",44,36,41,28,35,2,37,31,9,62,13,37,32,18,50
"8789",47,35,31,29,32,1,32,32,9,51,13,42,33,21,57
"8790",55,36,34,26,41,1,36,28,8,64,7,39,27,23,51
"8791",42,24,39,29,28,5,32,31,9,50,12,41,33,18,54
"8792",45,36,28,31,41,1,33,34,8,57,14,42,26,25,54
"8793",46,22,35,26,35,5,30,39,12,52,9,46,31,22,55
"8794",59,29,48,35,47,10,29,29,10,54,13,42,34,20,58
"8795",51,35,36,32,34,1,31,35,8,49,11,42,26,19,49
"8796",44,21,37,30,31,4,35,33,7,57,12,52,31,21,57
"8797",42,33,36,29,32,1,35,30,8,50,11,39,29,23,42
"8798",43,30,40,30,31,4,29,32,10,55,10,33,34,24,52
"8799",41,36,40,33,29,4,29,30,6,47,10,39,25,23,56
"8800",38,34,30,29,31,1,34,33,7,55,9,52,32,24,50
"8801",43,33,41,35,37,1,34,37,8,55,9,44,29,29,62
"8802",46,38,36,32,33,10,33,32,9,52,8,48,31,19,52
"8803",51,30,41,32,36,1,27,31,7,53,10,32,33,24,51
"8804",45,38,42,35,29,1,30,32,10,58,9,43,28,29,56
"8805",53,37,36,38,31,1,31,24,7,54,9,41,38,22,55
"8806",48,34,42,31,32,2,28,27,10,54,11,39,34,24,52
"8807",56,31,40,29,31,1,26,32,6,52,11,34,30,20,59
"8808",42,33,38,28,35,2,36,30,6,56,12,41,31,18,59
"8809",44,34,41,32,34,1,28,33,10,59,13,42,24,28,52
"8810",53,34,38,36,29,1,31,28,11,59,11,48,33,19,53
"8811",47,28,38,35,41,18,36,33,10,52,9,35,31,22,54
"8812",47,28,31,34,27,8,39,32,6,52,12,40,35,22,54
"8813",51,39,39,31,29,1,27,31,9,49,8,42,39,28,47
"8814",42,44,44,30,38,1,30,27,8,59,10,35,32,23,62
"8815",45,34,31,26,40,3,27,33,9,48,10,43,31,24,48
"8816",40,33,38,30,31,1,36,31,8,49,14,44,31,19,53
"8817",42,31,49,35,34,1,33,33,9,61,10,35,36,20,48
"8818",47,29,46,29,30,1,25,30,9,52,13,43,30,24,59
"8819",43,35,27,36,38,1,32,39,9,57,12,40,31,24,59
"8820",40,34,40,29,24,1,29,35,9,49,7,38,24,22,59
"8821",42,26,37,36,37,4,33,35,8,57,9,43,34,21,64
"8822",57,38,43,27,37,4,34,33,8,44,9,40,37,22,47
"8823",39,29,25,32,43,1,30,27,8,49,11,40,32,21,58
"8824",53,36,37,27,34,8,31,36,6,59,7,41,31,30,53
"8825",50,34,41,34,43,1,29,29,9,47,13,45,24,19,52
"8826",44,31,37,30,29,1,33,35,10,54,9,41,22,22,49
"8827",45,33,39,31,26,2,35,34,6,62,10,44,29,25,56
"8828",48,34,35,33,25,1,31,30,6,44,9,45,33,22,50
"8829",48,29,35,29,33,1,29,29,12,47,14,34,33,19,51
"8830",45,32,39,27,26,1,30,34,8,59,14,43,27,19,53
"8831",44,36,49,31,28,3,33,33,8,46,16,40,36,24,53
"8832",51,22,41,26,32,4,31,32,8,61,9,47,31,23,51
"8833",50,29,41,31,25,2,34,27,11,48,10,52,30,23,53
"8834",47,33,36,25,33,1,35,35,9,57,8,40,39,25,54
"8835",43,42,37,30,43,1,33,34,8,53,8,45,31,21,52
"8836",47,43,36,27,40,1,27,30,7,52,10,39,34,22,50
"8837",50,27,31,32,40,1,34,30,10,53,15,41,35,24,56
"8838",47,38,41,31,43,2,28,34,9,58,10,35,33,19,60
"8839",51,32,39,33,36,3,29,31,6,54,9,36,27,22,56
"8840",50,33,32,32,36,2,31,36,7,56,12,34,28,21,55
"8841",45,27,32,33,41,1,40,32,8,52,11,47,30,19,48
"8842",50,33,33,27,27,1,31,28,9,55,11,40,31,24,51
"8843",50,35,39,31,35,12,30,32,11,55,11,44,34,20,49
"8844",45,33,32,33,41,3,37,27,8,48,12,45,35,19,55
"8845",42,31,34,32,32,1,30,32,8,53,11,46,36,23,56
"8846",54,41,33,34,37,1,41,34,9,50,8,43,33,20,56
"8847",46,32,38,33,29,1,32,29,6,56,12,39,31,22,51
"8848",51,37,40,28,42,6,36,37,10,60,16,45,32,25,44
"8849",48,29,35,33,35,1,34,31,7,53,10,41,37,21,53
"8850",52,27,44,36,38,1,28,31,8,48,8,37,31,23,48
"8851",44,28,39,33,32,6,32,33,8,59,12,49,24,25,59
"8852",48,41,42,24,39,1,34,39,7,56,12,38,25,19,55
"8853",46,35,33,29,32,1,29,36,9,49,11,46,36,22,53
"8854",47,37,36,35,32,1,29,30,8,52,8,40,31,27,58
"8855",44,29,43,29,29,6,28,33,13,71,9,44,27,22,60
"8856",45,36,42,27,26,1,35,28,4,50,12,42,33,27,56
"8857",48,33,37,32,38,11,33,30,8,52,10,38,34,19,53
"8858",49,33,31,29,33,2,32,28,8,56,10,43,31,21,50
"8859",48,40,39,28,37,3,34,34,7,53,14,47,35,19,58
"8860",49,30,41,31,41,3,41,31,7,54,10,51,29,21,53
"8861",51,31,34,41,33,4,28,32,9,53,17,36,31,20,49
"8862",43,23,34,28,35,1,26,33,9,50,11,36,32,21,51
"8863",47,30,33,35,33,3,33,35,11,46,9,43,31,25,57
"8864",49,32,37,30,38,5,31,30,10,51,13,37,36,19,49
"8865",49,33,31,30,37,1,35,35,8,58,9,43,30,20,53
"8866",47,31,29,27,28,1,33,38,6,51,11,45,31,19,48
"8867",49,34,40,32,36,3,29,32,8,52,10,42,28,20,48
"8868",52,35,35,35,39,5,33,28,12,58,16,32,29,24,54
"8869",42,28,42,27,39,4,34,30,8,51,10,43,28,19,52
"8870",49,40,37,34,24,1,34,28,11,55,11,39,31,24,56
"8871",47,33,31,33,28,3,33,27,6,55,8,41,32,18,53
"8872",54,30,36,33,39,2,27,32,8,54,11,45,30,29,53
"8873",47,33,28,33,36,3,33,28,10,54,9,41,32,19,58
"8874",52,39,45,30,37,1,32,28,11,50,10,30,29,21,55
"8875",53,33,45,27,38,1,36,28,9,47,11,36,33,21,48
"8876",51,35,42,36,43,1,32,31,9,54,14,34,33,24,51
"8877",46,42,37,27,26,2,29,34,7,49,13,38,32,22,55
"8878",52,32,40,26,29,5,31,31,8,55,11,47,31,20,55
"8879",43,33,38,34,37,7,30,35,10,51,15,45,31,24,51
"8880",48,33,31,32,41,1,26,34,9,44,11,42,33,21,53
"8881",50,37,41,33,38,2,30,35,12,59,10,39,24,25,60
"8882",49,38,38,31,45,1,27,26,10,47,10,42,35,23,56
"8883",47,28,40,37,36,1,32,30,8,46,10,42,28,21,52
"8884",40,34,38,30,36,1,23,30,8,53,11,49,25,21,53
"8885",50,29,40,28,30,1,29,37,8,53,11,45,34,26,52
"8886",50,43,36,32,37,2,39,26,6,53,10,40,27,23,56
"8887",53,41,44,26,30,3,33,29,11,51,12,46,32,22,65
"8888",48,30,34,33,29,1,37,29,8,52,11,48,32,20,55
"8889",51,31,37,33,40,3,34,30,9,58,11,39,29,22,55
"8890",44,42,44,29,39,7,31,27,10,49,9,41,32,21,44
"8891",47,23,41,34,39,1,33,29,12,48,12,46,29,21,55
"8892",45,32,36,36,30,6,33,32,9,55,7,36,29,29,53
"8893",50,42,43,34,38,1,33,35,6,50,13,41,30,21,56
"8894",41,38,44,28,28,1,36,34,8,50,8,41,28,23,54
"8895",55,39,36,31,28,1,33,33,10,57,10,38,32,18,57
"8896",55,30,37,34,39,2,30,39,9,55,10,42,37,24,53
"8897",46,36,41,27,34,4,31,33,8,55,10,53,35,26,55
"8898",54,44,36,40,34,5,34,33,8,48,9,33,31,19,48
"8899",40,27,40,32,38,2,34,26,11,51,13,39,27,21,50
"8900",51,26,43,30,34,1,27,29,9,54,6,36,29,20,53
"8901",48,36,38,31,36,2,36,25,10,48,13,35,35,21,53
"8902",44,30,35,31,31,1,31,30,8,56,10,48,32,22,51
"8903",56,24,35,32,40,1,27,33,9,53,12,37,26,22,61
"8904",43,45,34,31,34,1,23,29,8,51,9,41,29,23,52
"8905",41,32,36,29,43,2,32,36,8,50,11,28,32,18,54
"8906",46,42,45,28,34,1,31,33,12,57,11,38,32,18,53
"8907",55,29,41,39,31,1,34,35,6,60,10,38,28,27,59
"8908",49,40,28,30,36,1,32,29,7,48,13,48,35,22,50
