"","v Afghanistan","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v New Zealand","v Pakistan","v South Africa","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"2927",51,31,36,33,42,2,29,26,11,55,12,49,33,23,51
"2928",55,29,32,30,41,2,33,27,9,48,9,38,34,20,54
"2929",55,31,41,29,29,1,26,33,7,48,10,45,31,22,48
"2930",48,29,34,33,30,3,23,29,8,61,8,36,31,27,54
"2931",43,30,39,34,43,5,38,31,11,46,12,42,33,22,55
"2932",43,33,38,31,39,1,34,30,12,55,10,35,31,20,59
"2933",44,39,31,26,36,1,30,27,10,50,10,42,38,26,54
"2934",49,30,49,30,37,4,32,24,6,50,13,50,27,21,54
"2935",55,26,33,32,36,5,27,28,9,56,10,35,32,21,55
"2936",46,35,35,33,37,2,27,29,9,60,13,37,33,19,51
"2937",53,33,30,30,39,1,27,35,8,57,12,38,28,23,55
"2938",45,35,38,27,38,4,35,30,7,53,11,42,32,18,45
"2939",48,30,41,29,37,1,27,25,8,52,12,46,32,23,48
"2940",43,37,36,33,32,7,31,31,8,52,10,35,31,23,53
"2941",41,28,40,34,26,3,36,35,7,62,10,47,33,23,50
"2942",43,29,34,30,45,1,27,34,7,57,8,42,30,20,56
"2943",43,37,35,34,35,1,35,32,10,52,10,43,27,18,49
"2944",48,36,40,28,40,5,33,31,9,52,14,38,31,21,55
"2945",52,41,37,28,38,1,29,30,9,47,7,36,30,16,55
"2946",42,25,40,35,35,4,33,29,11,52,11,39,35,19,57
"2947",49,36,37,30,36,1,26,31,8,58,10,36,33,20,52
"2948",46,35,43,34,44,3,27,25,7,48,11,46,32,22,53
"2949",42,28,32,32,34,10,28,31,10,49,8,43,35,26,52
"2950",44,27,48,26,37,2,36,28,10,48,11,40,32,22,51
"2951",57,28,41,37,34,5,29,32,7,56,10,41,34,22,54
"2952",46,30,39,34,39,1,32,26,9,54,12,51,32,19,55
"2953",40,29,45,33,50,3,26,28,7,58,8,33,31,20,55
"2954",53,28,37,27,32,3,28,32,9,52,10,40,34,23,56
"2955",44,51,48,27,30,1,35,32,9,51,11,37,30,18,50
"2956",46,37,41,31,38,2,34,29,8,55,12,37,30,24,59
"2957",47,21,36,33,39,2,27,26,8,56,9,38,31,19,53
"2958",48,31,48,29,38,3,39,36,6,51,12,44,31,20,54
"2959",50,34,35,37,38,6,32,26,11,58,11,39,34,18,52
"2960",41,25,39,36,29,5,28,26,7,58,11,42,29,23,56
"2961",43,27,36,30,39,2,30,30,10,56,9,42,26,19,55
"2962",45,38,41,31,41,5,30,32,6,48,9,43,29,18,57
"2963",50,30,40,32,35,1,29,30,7,52,13,44,33,25,48
"2964",39,26,36,33,39,1,28,29,8,52,8,35,30,18,55
"2965",52,41,35,27,27,3,25,32,11,63,10,42,32,17,48
"2966",51,28,44,35,41,2,32,31,8,49,9,42,30,21,56
"2967",51,29,34,34,31,2,32,34,8,45,12,43,30,19,48
"2968",42,42,35,31,34,5,31,36,7,57,10,52,32,26,53
"2969",49,26,38,32,31,1,29,32,7,50,12,48,32,18,56
"2970",53,27,29,28,33,2,28,38,8,46,12,42,30,19,59
"2971",50,38,42,28,31,2,39,33,8,52,11,44,30,22,51
"2972",48,28,42,33,35,1,33,30,8,46,12,43,32,24,55
"2973",45,32,33,38,31,1,30,32,11,60,13,40,36,27,54
"2974",47,31,39,28,36,10,35,38,8,55,10,34,33,23,51
"2975",51,28,52,32,32,1,29,27,7,58,11,44,33,24,51
"2976",46,28,32,33,35,3,34,32,7,58,15,41,33,22,51
"2977",47,26,37,31,39,4,29,31,13,49,9,46,29,14,54
"2978",48,31,48,33,34,6,32,34,10,50,10,37,28,22,51
"2979",42,35,39,30,29,4,35,30,10,53,13,33,31,19,56
"2980",40,31,44,36,33,2,38,33,8,54,8,39,29,17,59
"2981",49,28,35,32,34,3,29,28,8,57,14,42,33,21,50
"2982",54,34,34,35,32,6,32,29,11,41,11,49,27,23,55
"2983",43,37,42,29,29,2,33,31,6,47,11,31,29,25,52
"2984",46,35,38,30,28,2,31,31,8,58,9,54,30,25,61
"2985",45,42,36,30,45,3,28,25,9,52,15,41,32,18,50
"2986",44,33,44,28,35,9,36,26,7,57,12,38,26,21,60
"2987",51,29,32,36,36,2,29,33,7,49,11,37,36,22,50
"2988",44,37,35,36,46,1,30,38,7,54,9,41,28,23,50
"2989",50,36,38,30,37,1,36,35,7,53,13,39,32,22,61
"2990",50,29,34,37,35,5,29,34,7,58,10,38,34,21,50
"2991",46,32,39,36,43,3,28,27,7,53,10,39,37,15,57
"2992",42,27,39,32,30,1,31,28,8,51,7,43,28,23,52
"2993",46,38,31,30,34,1,31,33,7,53,8,34,37,23,59
"2994",45,32,42,30,37,4,30,32,7,48,11,40,32,20,50
"2995",43,36,37,31,35,2,27,31,9,61,9,44,27,18,51
"2996",49,32,36,31,38,4,32,32,8,51,11,43,30,21,48
"2997",47,35,36,31,35,1,32,33,7,53,14,47,26,23,53
"2998",49,38,44,29,29,2,33,40,6,57,10,38,25,20,48
"2999",52,35,37,28,29,1,34,31,11,52,12,38,36,23,59
"3000",39,38,30,36,33,3,31,33,9,49,10,37,32,25,51
"3001",41,39,47,29,39,1,31,33,12,51,10,45,30,24,48
"3002",49,31,41,27,43,1,27,36,11,51,9,37,30,22,57
"3003",53,36,38,27,27,2,32,33,8,55,10,27,28,21,54
"3004",49,27,34,24,35,1,35,30,9,59,9,41,30,22,51
"3005",46,33,40,29,36,7,28,31,11,58,10,40,29,21,55
"3006",49,32,43,29,28,3,37,34,8,55,11,40,21,19,49
"3007",49,30,38,26,36,3,31,31,8,46,11,43,33,24,55
"3008",53,35,33,32,48,3,34,30,11,55,8,43,30,25,55
"3009",55,32,38,33,43,2,30,33,6,54,9,53,33,22,52
"3010",40,28,34,23,34,3,33,31,10,48,9,45,30,19,53
"3011",49,26,37,32,39,4,33,40,8,42,14,38,37,25,55
"3012",45,33,44,31,42,6,31,34,8,55,11,40,29,20,48
"3013",51,34,30,36,34,1,30,33,10,53,9,38,34,22,65
"3014",41,34,36,28,27,1,23,33,6,60,11,45,42,21,50
"3015",48,27,35,35,30,1,31,34,10,50,9,32,35,18,51
"3016",42,36,40,36,33,2,30,27,7,55,8,51,32,27,49
"3017",43,42,34,32,30,1,31,31,6,58,12,34,26,21,57
"3018",49,36,34,30,34,1,32,28,8,51,11,35,30,23,55
"3019",49,36,37,34,27,2,36,33,8,44,9,39,22,21,66
"3020",53,27,40,41,43,2,32,36,11,49,10,44,31,25,49
"3021",52,36,47,33,30,2,36,32,8,39,10,38,35,25,50
"3022",45,37,35,27,43,5,30,35,8,54,10,54,29,22,48
"3023",50,31,34,27,39,1,32,37,6,51,8,46,26,22,59
"3024",43,28,43,33,37,1,39,28,6,55,10,39,31,28,52
"3025",49,34,39,34,38,2,36,28,7,54,13,38,38,25,54
"3026",57,35,34,31,34,2,33,32,11,57,11,37,28,24,53
"3027",47,27,41,25,38,3,28,29,8,49,11,49,33,21,57
"3028",47,28,32,35,38,1,29,31,9,63,9,47,35,24,52
"3029",46,30,34,42,35,1,33,31,8,65,15,48,28,24,54
"3030",43,38,38,33,41,1,30,37,9,59,12,47,34,23,58
"3031",50,33,39,32,35,3,29,34,9,51,11,44,33,27,55
"3032",49,34,30,33,38,1,35,31,9,50,11,39,37,21,51
"3033",43,37,39,31,30,2,29,29,8,44,10,45,33,18,53
"3034",48,33,41,27,39,2,32,29,11,48,11,38,33,20,54
"3035",47,32,36,33,30,1,29,36,9,48,11,42,41,19,52
"3036",46,31,45,31,32,1,36,32,8,55,9,40,34,18,56
"3037",46,32,45,30,36,7,29,31,7,51,16,36,36,24,55
"3038",42,35,33,34,31,1,36,36,11,53,10,40,38,25,51
"3039",62,32,25,31,31,1,36,31,8,53,9,42,32,18,54
"3040",50,43,35,26,28,2,28,32,6,43,13,43,34,27,52
"3041",45,36,40,24,40,1,30,33,10,49,10,47,36,23,57
"3042",51,30,40,23,34,2,35,34,7,49,10,38,32,23,50
"3043",48,47,40,27,31,7,29,29,10,46,8,36,35,22,48
"3044",48,36,39,32,35,7,35,27,9,56,9,37,31,24,53
"3045",47,46,35,32,39,2,31,27,7,44,8,43,30,20,52
"3046",48,35,49,31,37,1,28,33,9,53,14,42,33,22,52
"3047",47,18,47,31,38,1,29,33,10,53,10,41,31,20,51
"3048",46,29,32,27,31,5,28,31,8,59,14,42,31,22,53
"3049",44,36,43,27,42,2,33,34,7,55,13,42,37,17,61
"3050",41,26,33,32,27,2,28,28,10,55,15,35,27,20,51
"3051",48,33,32,33,35,1,32,28,9,52,7,45,35,20,55
"3052",44,36,28,27,42,1,32,29,7,51,10,46,25,23,55
"3053",53,39,40,33,34,5,36,32,9,53,9,41,35,19,52
"3054",48,47,32,29,32,3,29,31,6,53,11,35,28,23,53
"3055",44,32,38,38,31,6,30,32,9,58,10,36,29,19,53
"3056",50,36,39,29,31,3,34,32,6,52,13,35,22,19,50
"3057",53,32,32,29,38,3,30,31,8,49,11,40,36,24,59
"3058",52,28,43,28,43,1,33,30,7,50,12,33,36,19,61
"3059",45,29,39,33,21,1,26,31,7,59,10,45,36,23,57
"3060",42,30,33,32,43,4,28,27,8,57,14,39,37,22,53
"3061",47,36,33,29,30,2,31,24,7,49,12,46,35,24,56
"3062",42,31,36,29,42,6,30,38,11,48,9,44,30,22,54
"3063",48,30,46,35,39,5,34,26,10,57,9,41,30,22,52
"3064",52,24,42,38,36,2,28,35,11,55,14,42,30,24,51
"3065",41,41,36,26,35,3,30,38,11,64,8,40,28,24,62
"3066",49,24,37,32,42,1,32,29,7,52,10,40,29,27,49
"3067",44,36,32,31,37,13,35,34,8,50,14,39,30,21,52
"3068",50,31,40,28,35,5,35,31,9,49,13,49,40,21,56
"3069",44,32,41,35,46,2,28,26,6,53,10,41,29,18,51
"3070",47,29,38,33,28,3,27,30,12,54,12,38,27,19,57
"3071",51,36,39,29,40,3,31,35,6,53,11,42,30,25,60
"3072",54,36,39,30,32,2,32,29,9,50,10,45,33,22,48
"3073",40,29,33,28,35,2,34,32,6,48,11,42,26,23,50
"3074",39,39,36,30,31,2,33,28,7,48,10,35,28,22,55
"3075",49,47,43,32,31,1,34,32,9,57,10,41,32,24,47
"3076",46,34,44,33,30,1,33,35,8,56,9,43,31,21,52
"3077",53,45,32,32,37,1,28,30,7,54,11,39,31,18,52
"3078",53,29,37,34,31,1,32,35,8,51,9,51,37,27,56
"3079",50,29,38,33,40,1,29,33,10,57,15,42,26,19,56
"3080",49,30,32,32,22,2,23,38,8,58,9,37,31,18,60
"3081",45,32,42,34,42,1,29,32,8,51,11,33,33,21,50
"3082",44,23,39,27,34,3,29,25,11,55,8,43,30,25,52
"3083",51,37,36,33,22,1,30,33,7,56,11,38,33,22,52
"3084",42,34,38,32,35,1,36,33,9,54,11,37,39,22,55
"3085",43,30,37,34,35,3,31,26,6,50,13,33,34,25,50
"3086",48,26,49,29,33,2,28,29,9,55,10,33,33,21,56
"3087",44,39,30,27,39,1,26,37,12,50,12,48,33,18,56
"3088",51,34,48,31,33,1,29,32,8,53,6,32,32,23,52
"3089",47,42,37,32,32,3,34,27,9,56,9,32,28,17,51
"3090",44,36,31,32,36,3,27,36,12,55,14,44,29,21,52
"3091",52,31,36,34,30,1,34,30,9,47,11,48,32,18,47
"3092",43,38,36,28,38,2,34,30,8,50,9,39,28,25,52
"3093",43,46,40,33,34,3,34,29,8,61,9,31,30,25,57
"3094",55,34,44,33,34,1,31,33,7,54,13,49,29,19,59
"3095",51,35,38,33,31,2,28,31,8,51,13,50,27,25,54
"3096",51,26,33,28,39,1,37,30,12,52,13,37,31,20,50
"3097",48,32,36,30,36,1,32,31,7,49,10,43,32,24,54
"3098",53,34,37,42,33,1,27,31,8,48,8,44,35,23,57
"3099",51,27,48,34,40,1,32,30,8,57,11,38,35,20,53
"3100",49,33,38,28,37,1,28,30,8,62,13,38,29,22,53
"3101",45,32,33,28,34,1,32,30,12,54,10,48,33,20,53
"3102",49,40,30,32,36,1,34,32,9,60,8,48,33,23,52
"3103",42,36,39,31,30,3,38,32,7,65,11,35,28,23,49
"3104",42,39,42,29,35,5,35,38,14,48,10,38,27,21,57
"3105",45,25,49,28,31,6,36,27,8,56,9,37,32,25,47
"3106",50,33,47,34,34,1,27,27,7,51,9,45,34,21,49
"3107",40,25,43,32,28,3,28,29,9,48,12,39,32,22,60
"3108",49,28,39,31,31,2,32,33,10,49,12,43,31,22,51
"3109",44,38,36,33,29,2,31,29,9,42,13,46,25,20,46
"3110",49,28,33,29,39,2,36,35,9,54,10,37,30,20,53
"3111",50,28,42,28,34,1,33,34,9,51,11,37,29,20,56
"3112",53,30,42,24,40,4,35,34,8,50,9,46,32,19,48
"3113",45,30,30,34,35,1,31,25,9,45,12,37,33,24,52
"3114",46,34,46,32,25,1,28,31,8,59,12,36,35,24,44
"3115",48,35,34,28,31,1,32,35,8,58,10,35,32,24,57
"3116",47,38,37,36,34,1,28,28,10,62,8,43,37,20,51
"3117",48,29,43,30,30,1,32,30,9,47,9,34,34,17,52
"3118",41,34,45,26,30,1,32,28,10,63,11,32,34,23,56
"3119",49,32,33,32,39,1,35,27,7,53,12,41,36,20,52
"3120",45,34,31,30,28,8,36,29,7,55,11,46,29,23,55
"3121",42,30,36,30,35,2,29,33,9,60,10,43,36,21,54
"3122",49,33,34,33,34,2,34,29,12,51,8,37,34,19,54
"3123",49,34,37,35,25,1,33,27,10,49,14,32,43,21,50
"3124",45,36,38,36,44,13,28,32,5,54,11,37,26,28,52
"3125",49,32,41,34,35,2,31,28,9,50,10,42,28,21,53
"3126",48,26,35,28,25,1,33,32,8,52,8,42,31,24,53
"3127",43,30,34,33,39,1,30,34,7,49,11,43,34,26,55
"3128",48,25,43,34,29,1,27,33,9,48,9,46,34,19,49
"3129",50,26,33,28,40,1,36,33,7,55,12,35,30,24,50
"3130",45,33,45,30,37,12,25,26,7,52,10,41,33,27,50
"3131",48,40,37,31,30,1,30,33,9,55,10,45,31,20,53
"3132",56,34,30,32,26,3,28,27,7,54,10,45,31,24,59
"3133",44,25,45,33,36,3,34,34,10,49,7,44,31,26,57
"3134",52,34,33,37,35,4,29,34,7,53,12,54,29,23,54
"3135",48,38,40,38,32,1,32,31,8,58,11,46,30,18,56
"3136",46,36,32,37,36,3,27,35,13,51,11,47,32,22,50
"3137",55,40,37,29,41,1,28,27,9,49,12,37,30,23,54
"3138",45,24,38,30,30,1,28,35,9,54,12,38,29,26,49
"3139",55,47,40,25,24,2,37,29,8,51,8,49,33,19,52
"3140",48,20,36,35,25,2,30,31,12,49,10,50,27,20,51
"3141",41,32,36,34,28,2,32,34,10,59,11,32,26,23,53
"3142",52,28,41,34,39,1,29,36,12,49,8,45,31,25,54
"3143",54,36,39,32,32,7,36,31,11,49,10,33,35,20,50
"3144",44,31,36,26,34,2,36,27,7,51,11,40,36,18,53
"3145",57,30,31,27,38,2,27,23,9,51,11,39,32,19,54
"3146",47,35,34,29,33,4,35,33,9,47,12,37,37,22,51
"3147",46,38,34,34,40,1,27,29,8,57,9,40,29,27,53
"3148",47,34,36,33,35,1,29,31,9,50,9,48,32,16,49
"3149",47,25,41,30,33,9,36,29,11,51,10,41,37,23,56
"3150",46,35,35,38,39,2,31,36,7,57,10,52,30,22,55
"3151",47,27,31,33,31,1,29,36,8,55,12,42,30,16,54
"3152",47,38,35,34,38,5,33,25,8,46,14,39,35,20,50
"3153",43,28,43,35,41,1,35,26,10,48,16,45,33,20,46
"3154",52,31,38,37,28,7,33,31,8,53,9,51,33,21,49
"3155",50,42,41,32,28,1,34,31,8,50,11,38,32,21,53
"3156",42,33,35,30,30,2,35,35,10,53,10,43,30,23,57
"3157",52,32,36,32,29,1,32,30,11,54,12,43,31,24,54
"3158",50,34,43,26,33,1,35,30,11,58,9,36,29,21,56
"3159",37,30,41,31,34,1,27,32,7,51,8,40,36,21,65
"3160",48,35,37,25,39,2,30,37,8,60,8,39,33,22,56
"3161",44,31,45,30,46,4,29,29,8,49,10,33,29,19,52
"3162",50,39,35,36,42,3,32,27,12,50,11,39,33,19,47
"3163",42,30,34,32,32,2,29,32,8,57,10,49,27,23,58
"3164",42,34,47,28,33,1,35,29,9,53,10,46,28,20,49
"3165",50,38,40,34,47,3,31,32,9,56,14,43,24,23,48
"3166",46,26,39,32,26,2,30,32,9,50,12,42,39,19,51
"3167",48,31,49,30,32,4,34,27,7,46,10,43,32,21,50
"3168",51,38,37,34,34,1,28,31,9,53,12,37,32,21,52
"3169",43,30,48,35,37,3,37,27,12,51,9,46,34,22,48
"3170",54,25,36,37,42,1,31,37,8,53,9,45,32,26,48
"3171",46,42,34,30,31,1,29,27,8,51,12,33,35,22,60
"3172",47,33,39,28,49,12,25,35,11,63,12,44,31,27,46
"3173",59,23,43,32,23,1,32,31,10,46,8,47,33,22,57
"3174",45,34,32,29,40,1,28,33,9,51,9,44,30,25,57
"3175",50,30,47,28,44,6,42,38,9,51,11,45,32,24,54
"3176",55,34,34,33,38,1,35,31,6,55,13,53,25,23,54
"3177",45,37,35,30,41,1,36,36,11,54,12,46,26,21,50
"3178",53,28,49,36,35,1,33,33,13,59,8,47,33,22,63
"3179",46,36,37,32,37,1,35,28,8,50,8,54,30,25,52
"3180",45,36,52,30,35,1,33,32,10,51,13,35,35,24,52
"3181",41,40,30,31,39,2,28,34,12,52,10,49,30,22,52
"3182",44,23,38,30,26,1,28,30,7,50,13,38,30,23,55
"3183",39,37,31,29,24,4,29,32,7,54,9,44,27,17,47
"3184",47,24,35,29,37,6,34,29,8,56,13,42,32,21,51
"3185",47,28,40,27,35,3,32,28,6,58,9,36,31,18,51
"3186",51,25,36,38,32,3,31,29,9,54,11,35,33,18,48
"3187",43,36,47,28,34,3,31,35,8,58,9,36,29,23,52
"3188",51,29,35,29,27,3,34,27,9,46,11,42,29,22,51
"3189",47,27,36,30,34,1,33,29,10,45,16,45,33,22,52
"3190",46,29,47,38,35,5,26,33,10,54,11,44,29,20,55
"3191",40,32,31,30,26,2,28,37,7,54,7,41,34,20,51
"3192",47,42,40,34,43,3,37,29,8,53,11,42,30,24,57
"3193",49,31,48,28,33,8,31,32,10,56,9,50,31,24,60
"3194",45,33,33,31,47,3,31,28,10,58,12,38,30,20,50
"3195",42,36,42,32,40,4,24,28,12,58,12,36,33,22,57
"3196",50,30,45,29,35,4,30,28,7,60,15,42,31,20,55
"3197",45,42,36,31,26,6,28,26,7,48,12,33,34,22,54
"3198",46,35,50,30,36,1,33,38,8,51,10,37,35,20,54
"3199",48,35,44,32,45,2,31,35,11,47,12,53,27,22,53
"3200",42,33,32,29,39,1,32,27,7,55,13,36,26,21,48
"3201",48,31,38,31,41,1,28,35,8,53,8,46,27,25,59
"3202",55,30,36,32,40,1,36,35,9,53,10,41,32,26,53
"3203",51,32,35,33,47,2,31,30,10,58,10,52,27,22,53
"3204",46,32,39,36,44,3,30,31,8,56,12,42,29,19,54
"3205",44,38,43,34,33,2,39,30,6,65,13,50,32,23,55
"3206",48,29,39,30,28,2,25,34,7,44,11,49,29,24,59
"3207",51,30,41,30,33,1,35,34,14,59,11,40,28,21,51
"3208",47,35,40,32,40,1,28,30,8,53,11,47,33,21,52
"3209",43,17,47,35,33,1,37,28,7,42,12,45,30,18,51
"3210",42,42,36,36,39,4,29,31,8,49,11,38,30,22,50
"3211",46,30,37,34,39,1,35,29,9,57,13,30,32,26,48
"3212",46,26,38,25,27,9,28,37,8,52,11,33,24,25,55
"3213",47,35,27,31,39,4,28,34,9,66,10,46,26,26,58
"3214",42,37,35,28,28,3,33,34,10,51,13,42,25,25,51
"3215",51,29,33,31,32,2,34,35,7,47,8,53,27,21,55
"3216",41,29,34,32,36,4,27,31,8,54,10,39,31,19,57
"3217",59,36,46,33,31,6,29,32,9,61,11,40,28,18,62
"3218",48,32,35,25,29,1,33,31,8,48,9,39,35,23,54
"3219",46,43,35,29,32,4,30,31,8,52,8,47,28,23,57
"3220",52,22,35,31,34,3,34,35,7,51,8,48,28,20,48
"3221",48,24,38,35,34,5,27,28,8,54,9,44,29,23,45
"3222",48,28,38,32,35,2,33,32,10,63,8,36,36,22,46
"3223",51,49,47,30,32,2,34,33,12,48,10,40,32,17,54
"3224",49,41,32,31,41,4,35,26,7,50,13,32,33,20,56
"3225",49,28,34,35,31,7,28,27,11,56,13,39,36,24,57
"3226",44,32,36,29,28,2,35,24,11,53,13,37,27,24,54
"3227",44,29,37,30,23,1,33,32,11,55,12,42,38,21,55
"3228",52,33,41,32,29,1,30,31,10,53,7,42,29,21,50
"3229",56,34,31,24,36,1,35,27,9,60,12,36,28,22,49
"3230",54,27,38,35,33,3,32,24,8,48,14,39,33,24,50
"3231",52,40,38,27,37,1,27,34,6,56,10,40,28,18,50
"3232",49,31,37,30,31,1,27,30,9,53,11,34,35,21,60
"3233",46,32,32,26,33,2,27,33,12,58,10,40,29,23,54
"3234",44,32,40,35,42,2,33,34,8,50,10,36,29,20,56
"3235",51,36,40,36,34,1,29,28,7,49,6,45,29,18,53
"3236",46,39,48,34,34,10,29,29,8,56,13,50,24,20,59
"3237",51,39,42,36,32,2,34,32,9,56,10,42,32,22,55
"3238",42,28,37,32,34,1,32,34,8,58,9,41,30,22,53
"3239",41,35,38,34,38,8,31,31,8,47,12,39,32,24,50
"3240",45,37,46,28,31,1,28,38,9,52,12,40,33,23,55
"3241",41,31,36,28,37,1,32,35,10,61,11,54,32,22,60
"3242",46,19,37,31,33,5,30,25,9,62,10,40,32,21,58
"3243",48,24,35,29,28,1,30,36,10,58,8,34,33,24,51
"3244",50,31,39,34,37,1,32,32,8,56,12,41,33,22,51
"3245",48,38,34,29,36,1,32,32,8,50,8,36,27,23,49
"3246",52,36,36,31,33,2,29,31,10,57,11,49,29,23,65
"3247",52,35,39,25,42,4,26,31,7,56,10,48,33,23,49
"3248",50,44,35,30,35,3,32,38,7,56,10,53,30,21,57
"3249",49,27,32,35,39,2,34,28,8,54,11,46,32,21,57
"3250",43,40,34,30,32,4,33,33,8,46,12,49,29,21,53
"3251",48,33,38,34,34,2,30,25,6,62,9,35,32,21,64
"3252",45,35,46,31,32,2,30,37,11,57,10,52,31,20,56
"3253",56,27,46,31,33,2,30,32,10,60,12,46,31,21,54
"3254",48,36,43,34,41,2,35,32,8,56,10,41,31,22,53
"3255",46,35,42,32,31,3,33,27,8,53,11,49,27,23,54
"3256",46,24,32,29,25,2,28,41,11,56,13,40,33,23,52
"3257",43,30,40,31,27,1,32,29,6,55,11,43,31,21,54
"3258",41,34,38,31,39,2,32,28,10,55,9,45,34,19,50
"3259",52,34,45,30,25,2,30,31,8,62,11,42,28,20,50
"3260",50,34,39,32,34,1,38,30,7,54,10,44,30,22,47
"3261",45,30,35,33,34,3,28,35,5,49,12,42,35,20,51
"3262",47,31,39,32,40,1,31,31,9,52,15,41,30,21,49
"3263",44,37,36,34,37,1,32,27,11,52,10,42,28,22,57
"3264",47,30,48,36,37,3,31,23,11,55,11,42,30,22,56
"3265",45,21,28,28,34,1,31,30,9,59,8,37,34,24,50
"3266",48,41,36,36,33,1,34,29,9,50,6,43,32,31,53
"3267",58,31,40,34,32,6,31,27,12,48,12,42,28,22,51
"3268",52,30,37,34,34,1,32,29,11,46,13,47,31,25,55
"3269",47,36,28,30,29,4,27,31,9,50,14,35,33,24,53
"3270",46,29,36,33,31,1,28,37,7,58,12,40,29,20,58
"3271",41,23,35,28,33,1,28,31,6,50,12,37,30,18,50
"3272",46,30,46,29,30,1,32,29,10,56,9,36,31,24,59
"3273",48,31,40,34,24,1,28,34,9,61,9,42,32,19,53
"3274",46,26,31,29,36,4,30,32,7,52,12,38,32,22,48
"3275",51,25,40,29,41,1,31,30,9,53,12,42,35,20,53
"3276",42,37,36,33,34,1,34,31,9,58,12,38,31,23,58
"3277",46,36,36,27,39,1,32,33,9,57,9,34,29,24,48
"3278",44,26,34,35,31,2,28,31,8,51,11,47,30,23,62
"3279",43,30,35,31,40,6,35,36,8,47,13,29,31,23,51
"3280",50,39,39,35,41,1,27,32,11,52,10,49,33,18,54
"3281",49,44,35,30,37,1,31,33,8,43,11,35,39,20,58
"3282",52,32,50,31,37,2,29,30,8,50,11,44,31,22,52
"3283",42,33,40,27,32,1,28,34,11,49,11,32,29,20,47
"3284",50,39,36,30,50,2,33,26,9,48,11,39,32,21,52
"3285",44,30,35,28,29,2,36,32,12,52,8,41,30,22,60
"3286",50,40,42,31,35,5,28,26,9,45,11,44,24,22,58
"3287",47,35,37,29,33,5,31,27,10,50,12,36,33,19,56
"3288",45,27,29,29,37,2,31,25,10,62,15,42,31,21,53
"3289",54,27,35,31,39,9,29,35,12,52,6,43,28,20,49
"3290",54,25,32,32,31,1,32,35,9,49,13,36,31,18,53
"3291",48,34,37,31,26,1,29,37,8,58,11,42,27,21,49
"3292",45,21,37,30,44,1,30,37,8,51,11,41,28,21,54
"3293",48,35,40,33,26,1,35,36,10,56,7,36,39,16,56
"3294",46,31,33,31,27,4,38,26,6,46,11,42,32,20,52
"3295",45,25,38,38,34,3,33,30,9,55,9,36,31,22,48
"3296",52,31,41,23,33,2,36,29,9,55,9,35,33,24,53
"3297",52,31,42,32,37,12,32,30,10,55,20,33,32,17,55
"3298",50,36,29,31,34,1,30,32,12,61,9,42,32,20,47
"3299",49,32,39,25,32,3,26,29,8,55,13,43,31,19,57
"3300",48,37,39,30,30,1,33,32,8,50,12,44,28,20,51
"3301",47,45,37,31,34,2,31,24,6,64,6,45,28,23,51
"3302",48,28,43,29,44,3,30,34,10,49,11,36,28,27,52
"3303",49,35,38,31,28,1,25,34,9,56,11,38,34,23,54
"3304",45,37,39,35,35,2,36,26,8,55,7,33,33,16,45
"3305",47,34,42,29,31,4,31,38,11,52,7,41,26,18,51
"3306",40,25,33,34,34,1,29,27,8,49,15,33,35,23,52
"3307",42,34,41,25,28,1,32,38,7,51,10,37,36,22,51
"3308",46,28,36,27,40,1,27,32,11,53,11,46,38,23,60
"3309",48,36,36,38,44,2,31,35,11,62,11,39,29,20,55
"3310",48,25,36,32,29,2,32,30,10,52,9,45,33,25,52
"3311",46,30,44,33,24,2,26,28,12,53,11,39,30,17,51
"3312",43,31,39,30,37,2,35,35,11,55,8,43,30,23,50
"3313",44,32,45,37,35,2,32,24,9,52,12,33,34,20,47
"3314",44,27,31,30,31,2,31,27,9,55,14,38,38,23,63
"3315",38,36,47,35,29,4,34,34,9,52,10,39,29,20,53
"3316",49,41,35,34,42,1,32,30,10,62,9,40,30,20,47
"3317",48,37,39,25,33,5,35,29,9,51,11,34,35,20,52
"3318",44,23,38,34,29,1,29,35,7,55,11,43,28,16,52
"3319",43,23,43,34,36,2,29,26,11,58,12,35,29,25,51
"3320",50,25,37,27,39,1,32,30,9,49,8,42,34,21,48
"3321",52,34,35,39,32,1,28,28,10,52,12,40,35,22,54
"3322",45,30,32,35,39,2,34,31,7,51,13,38,37,20,53
"3323",44,33,39,39,39,2,28,27,8,50,11,37,35,20,47
"3324",49,31,45,30,32,1,36,29,9,52,13,34,30,19,55
"3325",41,34,35,35,33,1,30,33,10,51,8,44,32,25,55
"3326",46,26,42,30,31,6,31,32,7,50,12,35,40,26,51
"3327",43,29,39,30,28,4,26,34,9,44,8,39,30,22,48
"3328",47,30,47,30,27,2,31,31,11,50,9,39,27,21,49
"3329",41,34,32,28,38,6,32,28,6,51,11,41,25,20,51
"3330",39,34,39,32,26,1,29,30,10,57,9,38,37,22,50
"3331",45,27,47,31,37,3,33,30,8,54,11,46,28,25,49
"3332",43,32,39,28,35,5,35,32,6,54,12,48,29,21,56
"3333",49,29,35,31,36,2,34,32,11,53,12,35,34,22,58
"3334",39,31,44,27,29,1,28,29,10,57,12,47,31,22,53
